index,Interval_Start,Interval_End,Consumption_kW,Consumption_kWh,Hour,Time,Date,Adjusted_Consumption_kWh,Day,Price (Kč/MWh),Price_kWh,Cost (Kč),Month,DayOfWeek,Fixed_Cost (Kč),Cost_Difference (Kč),Savings,Elasticity,Season
49,2024-01-01 12:15:00,2024-01-01 12:30:00,280,280,13,12:15:00,2024-01-01,70.0,2024-01-01,55.38,0.055380000000000006,15.506400000000001,1,0,175.0,159.4936,-824.4936,-1.9473710092958458,Summer
50,2024-01-01 12:30:00,2024-01-01 12:45:00,274,274,13,12:30:00,2024-01-01,68.5,2024-01-01,55.38,0.055380000000000006,15.174120000000002,1,0,171.25,156.07587999999998,-806.82588,-1.9398848432061842,Summer
51,2024-01-01 12:45:00,2024-01-01 13:00:00,271,271,13,12:45:00,2024-01-01,67.75,2024-01-01,55.38,0.055380000000000006,15.007980000000002,1,0,169.375,154.36702,-797.99202,-1.9360800581224606,Summer
52,2024-01-01 13:00:00,2024-01-01 13:15:00,278,278,14,13:00:00,2024-01-01,69.5,2024-01-01,62.55,0.06255,17.3889,1,0,173.75,156.3611,-816.6111000000001,-2.0303208607425125,Summer
53,2024-01-01 13:15:00,2024-01-01 13:30:00,277,277,14,13:15:00,2024-01-01,69.25,2024-01-01,62.55,0.06255,17.326349999999998,1,0,173.125,155.79865,-813.6736500000001,-2.0290207590938647,Summer
54,2024-01-01 13:30:00,2024-01-01 13:45:00,273,273,14,13:30:00,2024-01-01,68.25,2024-01-01,62.55,0.06255,17.07615,1,0,170.625,153.54885000000002,-801.92385,-2.023772989230571,Summer
55,2024-01-01 13:45:00,2024-01-01 14:00:00,277,277,14,13:45:00,2024-01-01,69.25,2024-01-01,62.55,0.06255,17.326349999999998,1,0,173.125,155.79865,-813.6736500000001,-2.0290207590938647,Summer
56,2024-01-01 14:00:00,2024-01-01 14:15:00,269,269,15,14:00:00,2024-01-01,67.25,2024-01-01,120.91,0.12090999999999999,32.524789999999996,1,0,168.125,135.60021,-774.4752100000001,-2.648122329193989,Summer
57,2024-01-01 14:15:00,2024-01-01 14:30:00,277,277,15,14:15:00,2024-01-01,69.25,2024-01-01,120.91,0.12090999999999999,33.49207,1,0,173.125,139.63293,-797.50793,-2.6619936807128886,Summer
58,2024-01-01 14:30:00,2024-01-01 14:45:00,282,282,15,14:30:00,2024-01-01,70.5,2024-01-01,120.91,0.12090999999999999,34.096619999999994,1,0,176.25,142.15338,-811.9033800000001,-2.670461276744529,Summer
59,2024-01-01 14:45:00,2024-01-01 15:00:00,282,282,15,14:45:00,2024-01-01,70.5,2024-01-01,120.91,0.12090999999999999,34.096619999999994,1,0,176.25,142.15338,-811.9033800000001,-2.670461276744529,Summer
60,2024-01-01 15:00:00,2024-01-01 15:15:00,307,307,16,15:00:00,2024-01-01,76.75,2024-01-01,594.39,0.59439,182.47772999999998,1,0,191.875,9.39727000000002,-738.52227,-11.008519563700768,Summer
61,2024-01-01 15:15:00,2024-01-01 15:30:00,309,309,16,15:15:00,2024-01-01,77.25,2024-01-01,594.39,0.59439,183.66651,1,0,193.125,9.458490000000012,-743.3334900000001,-11.0210018484765,Summer
62,2024-01-01 15:30:00,2024-01-01 15:45:00,313,313,16,15:30:00,2024-01-01,78.25,2024-01-01,594.39,0.59439,186.04407,1,0,195.625,9.580929999999995,-752.9559300000001,-11.045725856202866,Summer
63,2024-01-01 15:45:00,2024-01-01 16:00:00,313,313,16,15:45:00,2024-01-01,78.25,2024-01-01,594.39,0.59439,186.04407,1,0,195.625,9.580929999999995,-752.9559300000001,-11.045725856202866,Summer
64,2024-01-01 16:00:00,2024-01-01 16:15:00,272,272,17,16:00:00,2024-01-01,68.0,2024-01-01,1217.95,1.21795,331.28240000000005,1,0,170.0,-161.28240000000005,-484.71759999999995,28.431440664649795,Summer
65,2024-01-01 16:15:00,2024-01-01 16:30:00,269,269,17,16:15:00,2024-01-01,67.25,2024-01-01,1217.95,1.21795,327.62855,1,0,168.125,-159.50355000000002,-479.37145,28.375191050955614,Summer
66,2024-01-01 16:30:00,2024-01-01 16:45:00,263,263,17,16:30:00,2024-01-01,65.75,2024-01-01,1217.95,1.21795,320.32085,1,0,164.375,-155.94585,-468.67915,28.26078496289635,Summer
67,2024-01-01 16:45:00,2024-01-01 17:00:00,273,273,17,16:45:00,2024-01-01,68.25,2024-01-01,1217.95,1.21795,332.50035,1,0,170.625,-161.87535000000003,-486.49965,28.450052752256166,Summer
68,2024-01-01 17:00:00,2024-01-01 17:15:00,270,270,18,17:00:00,2024-01-01,67.5,2024-01-01,1414.52,1.41452,381.9204,1,0,168.75,-213.17039999999997,-428.0796,16.143539052678182,Summer
69,2024-01-01 17:15:00,2024-01-01 17:30:00,270,270,18,17:15:00,2024-01-01,67.5,2024-01-01,1414.52,1.41452,381.9204,1,0,168.75,-213.17039999999997,-428.0796,16.143539052678182,Summer
70,2024-01-01 17:30:00,2024-01-01 17:45:00,267,267,18,17:30:00,2024-01-01,66.75,2024-01-01,1414.52,1.41452,377.67684,1,0,166.875,-210.80184000000003,-423.32316,16.111319863793494,Summer
71,2024-01-01 17:45:00,2024-01-01 18:00:00,271,271,18,17:45:00,2024-01-01,67.75,2024-01-01,1414.52,1.41452,383.33492,1,0,169.375,-213.95992,-429.66508,16.15419927703973,Summer
72,2024-01-01 18:00:00,2024-01-01 18:15:00,246,246,19,18:00:00,2024-01-01,61.5,2024-01-01,1479.79,1.47979,364.02833999999996,1,0,153.75,-210.27833999999996,-373.97166000000004,14.047790062824268,Summer
73,2024-01-01 18:15:00,2024-01-01 18:30:00,247,247,19,18:15:00,2024-01-01,61.75,2024-01-01,1479.79,1.47979,365.50813,1,0,154.375,-211.13313,-375.49187,14.058141680002407,Summer
74,2024-01-01 18:30:00,2024-01-01 18:45:00,245,245,19,18:30:00,2024-01-01,61.25,2024-01-01,1479.79,1.47979,362.54855,1,0,153.125,-209.42354999999998,-372.45145,14.03739628008301,Summer
75,2024-01-01 18:45:00,2024-01-01 19:00:00,252,252,19,18:45:00,2024-01-01,63.0,2024-01-01,1479.79,1.47979,372.90708,1,0,157.5,-215.40708,-383.09292,14.109279065512167,Summer
76,2024-01-01 19:00:00,2024-01-01 19:15:00,250,250,20,19:00:00,2024-01-01,62.5,2024-01-01,1353.94,1.3539400000000001,338.485,1,0,156.25,-182.235,-411.515,18.221509087804563,Summer
77,2024-01-01 19:15:00,2024-01-01 19:30:00,246,246,20,19:15:00,2024-01-01,61.5,2024-01-01,1353.94,1.3539400000000001,333.06924000000004,1,0,153.75,-179.31924000000004,-404.93075999999996,18.168280117467155,Summer
78,2024-01-01 19:30:00,2024-01-01 19:45:00,251,251,20,19:30:00,2024-01-01,62.75,2024-01-01,1353.94,1.3539400000000001,339.83894000000004,1,0,156.875,-182.96394000000004,-413.16105999999996,18.234683255461217,Summer
79,2024-01-01 19:45:00,2024-01-01 20:00:00,255,255,20,19:45:00,2024-01-01,63.75,2024-01-01,1353.94,1.3539400000000001,345.2547,1,0,159.375,-185.8797,-419.7453,18.286860225593554,Summer
80,2024-01-01 20:00:00,2024-01-01 20:15:00,252,252,21,20:00:00,2024-01-01,63.0,2024-01-01,1196.94,1.1969400000000001,301.62888000000004,1,0,157.5,-144.12888000000004,-454.37111999999996,30.758643694798067,Summer
81,2024-01-01 20:15:00,2024-01-01 20:30:00,249,249,21,20:15:00,2024-01-01,62.25,2024-01-01,1196.94,1.1969400000000001,298.03806000000003,1,0,155.625,-142.41306000000003,-448.96193999999997,30.692023545159334,Summer
82,2024-01-01 20:30:00,2024-01-01 20:45:00,247,247,21,20:30:00,2024-01-01,61.75,2024-01-01,1196.94,1.1969400000000001,295.64418,1,0,154.375,-141.26918,-445.35582,30.64716268906596,Summer
83,2024-01-01 20:45:00,2024-01-01 21:00:00,251,251,21,20:45:00,2024-01-01,62.75,2024-01-01,1196.94,1.1969400000000001,300.43194000000005,1,0,156.875,-143.55694000000005,-452.56805999999995,30.736525510560345,Summer
84,2024-01-01 21:00:00,2024-01-01 21:15:00,251,251,22,21:00:00,2024-01-01,62.75,2024-01-01,1045.13,1.0451300000000001,262.32763000000006,1,0,156.875,-105.45263000000006,-490.67236999999994,125.17654653494118,Summer
85,2024-01-01 21:15:00,2024-01-01 21:30:00,251,251,22,21:15:00,2024-01-01,62.75,2024-01-01,1045.13,1.0451300000000001,262.32763000000006,1,0,156.875,-105.45263000000006,-490.67236999999994,125.17654653494118,Summer
86,2024-01-01 21:30:00,2024-01-01 21:45:00,251,251,22,21:30:00,2024-01-01,62.75,2024-01-01,1045.13,1.0451300000000001,262.32763000000006,1,0,156.875,-105.45263000000006,-490.67236999999994,125.17654653494118,Summer
87,2024-01-01 21:45:00,2024-01-01 22:00:00,255,255,22,21:45:00,2024-01-01,63.75,2024-01-01,1045.13,1.0451300000000001,266.50815000000006,1,0,159.375,-107.13315000000006,-498.49184999999994,125.53472840398278,Summer
88,2024-01-01 22:00:00,2024-01-01 22:15:00,247,247,23,22:00:00,2024-01-01,61.75,2024-01-01,1145.26,1.14526,282.87922,1,0,154.375,-128.50421999999998,-458.12078,40.620215827573794,Summer
89,2024-01-01 22:15:00,2024-01-01 22:30:00,251,251,23,22:15:00,2024-01-01,62.75,2024-01-01,1145.26,1.14526,287.46026,1,0,156.875,-130.58526,-465.53974,40.738658671137834,Summer
90,2024-01-01 22:30:00,2024-01-01 22:45:00,244,244,23,22:30:00,2024-01-01,61.0,2024-01-01,1145.26,1.14526,279.44344,1,0,152.5,-126.94344000000001,-452.55656,40.530118065440114,Summer
91,2024-01-01 22:45:00,2024-01-01 23:00:00,251,251,23,22:45:00,2024-01-01,62.75,2024-01-01,1145.26,1.14526,287.46026,1,0,156.875,-130.58526,-465.53974,40.738658671137834,Summer
92,2024-01-01 23:00:00,2024-01-01 23:15:00,253,253,24,23:00:00,2024-01-01,63.25,2024-01-01,878.97,0.87897,222.37941,1,0,158.125,-64.25441000000001,-536.62059,-42.89299204570545,Summer
93,2024-01-01 23:15:00,2024-01-01 23:30:00,246,246,24,23:15:00,2024-01-01,61.5,2024-01-01,878.97,0.87897,216.22662,1,0,153.75,-62.47662,-521.7733800000001,-42.6754961422428,Summer
94,2024-01-01 23:30:00,2024-01-01 23:45:00,251,251,24,23:30:00,2024-01-01,62.75,2024-01-01,878.97,0.87897,220.62147000000002,1,0,156.875,-63.746470000000016,-532.3785300000001,-42.831470557045776,Summer
95,2024-01-01 23:45:00,2024-01-02 00:00:00,249,249,24,23:45:00,2024-01-01,62.25,2024-01-01,878.97,0.87897,218.86353,1,0,155.625,-63.23853,-528.13647,-42.769456891247756,Summer
96,2024-01-02 00:00:00,2024-01-02 00:15:00,249,249,1,00:00:00,2024-01-02,62.25,2024-01-02,742.28,0.7422799999999999,184.82771999999997,1,1,155.625,-29.20271999999997,-562.17228,-18.513156613660197,Summer
97,2024-01-02 00:15:00,2024-01-02 00:30:00,248,248,1,00:15:00,2024-01-02,62.0,2024-01-02,742.28,0.7422799999999999,184.08543999999998,1,1,155.0,-29.085439999999977,-559.9145599999999,-18.49965405620593,Summer
98,2024-01-02 00:30:00,2024-01-02 00:45:00,249,249,1,00:30:00,2024-01-02,62.25,2024-01-02,742.28,0.7422799999999999,184.82771999999997,1,1,155.625,-29.20271999999997,-562.17228,-18.513156613660197,Summer
99,2024-01-02 00:45:00,2024-01-02 01:00:00,253,253,1,00:45:00,2024-01-02,63.25,2024-01-02,742.28,0.7422799999999999,187.79683999999997,1,1,158.125,-29.671839999999975,-571.20316,-18.566629952533383,Summer
100,2024-01-02 01:00:00,2024-01-02 01:15:00,243,243,2,01:00:00,2024-01-02,60.75,2024-01-02,490.99,0.49099,119.31057,1,1,151.875,32.56443,-609.68943,-7.722224173101315,Summer
101,2024-01-02 01:15:00,2024-01-02 01:30:00,250,250,2,01:15:00,2024-01-02,62.5,2024-01-02,490.99,0.49099,122.7475,1,1,156.25,33.5025,-627.2524999999999,-7.762148559696463,Summer
102,2024-01-02 01:30:00,2024-01-02 01:45:00,246,246,2,01:30:00,2024-01-02,61.5,2024-01-02,490.99,0.49099,120.78354,1,1,153.75,32.96646,-617.21646,-7.739473644383595,Summer
103,2024-01-02 01:45:00,2024-01-02 02:00:00,252,252,2,01:45:00,2024-01-02,63.0,2024-01-02,490.99,0.49099,123.72948,1,1,157.5,33.770520000000005,-632.27052,-7.77335032630966,Summer
104,2024-01-02 02:00:00,2024-01-02 02:15:00,250,250,3,02:00:00,2024-01-02,62.5,2024-01-02,730.68,0.73068,182.67,1,1,156.25,-26.419999999999987,-567.33,-17.59661768454042,Summer
105,2024-01-02 02:15:00,2024-01-02 02:30:00,245,245,3,02:15:00,2024-01-02,61.25,2024-01-02,730.68,0.73068,179.0166,1,1,153.125,-25.89160000000001,-555.9834,-17.532232674459305,Summer
106,2024-01-02 02:30:00,2024-01-02 02:45:00,244,244,3,02:30:00,2024-01-02,61.0,2024-01-02,730.68,0.73068,178.28592,1,1,152.5,-25.785920000000004,-553.71408,-17.51919809758244,Summer
107,2024-01-02 02:45:00,2024-01-02 03:00:00,254,254,3,02:45:00,2024-01-02,63.5,2024-01-02,730.68,0.73068,185.59271999999999,1,1,158.75,-26.842719999999986,-576.40728,-17.64720524834493,Summer
108,2024-01-02 03:00:00,2024-01-02 03:15:00,251,251,4,03:00:00,2024-01-02,62.75,2024-01-02,432.98,0.43298000000000003,108.67798,1,1,156.875,48.197019999999995,-644.32202,-6.600994244165374,Summer
109,2024-01-02 03:15:00,2024-01-02 03:30:00,267,267,4,03:15:00,2024-01-02,66.75,2024-01-02,432.98,0.43298000000000003,115.60566000000001,1,1,166.875,51.269339999999985,-685.3943399999999,-6.6748186331699975,Summer
110,2024-01-02 03:30:00,2024-01-02 03:45:00,285,285,4,03:30:00,2024-01-02,71.25,2024-01-02,432.98,0.43298000000000003,123.39930000000001,1,1,178.125,54.72569999999999,-731.6007,-6.752758363013634,Summer
111,2024-01-02 03:45:00,2024-01-02 04:00:00,286,286,4,03:45:00,2024-01-02,71.5,2024-01-02,432.98,0.43298000000000003,123.83228000000001,1,1,178.75,54.91771999999999,-734.1677199999999,-6.756942788139071,Summer
112,2024-01-02 04:00:00,2024-01-02 04:15:00,296,296,5,04:00:00,2024-01-02,74.0,2024-01-02,260.43,0.26043,77.08727999999999,1,1,185.0,107.91272000000001,-810.91272,-4.229426138108297,Summer
113,2024-01-02 04:15:00,2024-01-02 04:30:00,286,286,5,04:15:00,2024-01-02,71.5,2024-01-02,260.43,0.26043,74.48298,1,1,178.75,104.26702,-783.51702,-4.20388198559761,Summer
114,2024-01-02 04:30:00,2024-01-02 04:45:00,292,292,5,04:30:00,2024-01-02,73.0,2024-01-02,260.43,0.26043,76.04556,1,1,182.5,106.45444,-799.95444,-4.219313578279236,Summer
115,2024-01-02 04:45:00,2024-01-02 05:00:00,282,282,5,04:45:00,2024-01-02,70.5,2024-01-02,260.43,0.26043,73.44126,1,1,176.25,102.80874,-772.5587400000001,-4.193413338145292,Summer
116,2024-01-02 05:00:00,2024-01-02 05:15:00,362,362,6,05:00:00,2024-01-02,90.5,2024-01-02,696.61,0.6966100000000001,252.17282000000003,1,1,226.25,-25.92282000000003,-833.8271799999999,-16.29643816326209,Summer
117,2024-01-02 05:15:00,2024-01-02 05:30:00,322,322,6,05:15:00,2024-01-02,80.5,2024-01-02,696.61,0.6966100000000001,224.30842,1,1,201.25,-23.058420000000012,-741.6915799999999,-15.972556861740932,Summer
118,2024-01-02 05:30:00,2024-01-02 05:45:00,360,360,6,05:30:00,2024-01-02,90.0,2024-01-02,696.61,0.6966100000000001,250.77960000000002,1,1,225.0,-25.779600000000016,-829.2203999999999,-16.281113883034283,Summer
119,2024-01-02 05:45:00,2024-01-02 06:00:00,347,347,6,05:45:00,2024-01-02,86.75,2024-01-02,696.61,0.6966100000000001,241.72367000000003,1,1,216.875,-24.848670000000027,-799.2763299999999,-16.179381535277866,Summer
120,2024-01-02 06:00:00,2024-01-02 06:15:00,380,380,7,06:00:00,2024-01-02,95.0,2024-01-02,1163.4,1.1634,442.092,1,1,237.5,-204.59199999999998,-697.908,39.24875264789944,Summer
121,2024-01-02 06:15:00,2024-01-02 06:30:00,403,403,7,06:15:00,2024-01-02,100.75,2024-01-02,1163.4,1.1634,468.8502,1,1,251.875,-216.97519999999997,-740.1498,39.63703523908603,Summer
122,2024-01-02 06:30:00,2024-01-02 06:45:00,420,420,7,06:30:00,2024-01-02,105.0,2024-01-02,1163.4,1.1634,488.628,1,1,262.5,-226.128,-771.372,39.91003844959249,Summer
123,2024-01-02 06:45:00,2024-01-02 07:00:00,649,649,7,06:45:00,2024-01-02,162.25,2024-01-02,1163.4,1.1634,755.0466,1,1,405.625,-349.4216,-1191.9534,42.78540906874352,Summer
124,2024-01-02 07:00:00,2024-01-02 07:15:00,992,992,8,07:00:00,2024-01-02,248.0,2024-01-02,1615.14,1.61514,1602.2188800000001,1,1,620.0,-982.2188800000001,-1373.7811199999999,14.391764009778958,Summer
125,2024-01-02 07:15:00,2024-01-02 07:30:00,1098,1098,8,07:15:00,2024-01-02,274.5,2024-01-02,1615.14,1.61514,1773.42372,1,1,686.25,-1087.17372,-1520.57628,14.603524402441188,Summer
126,2024-01-02 07:30:00,2024-01-02 07:45:00,1180,1180,8,07:30:00,2024-01-02,295.0,2024-01-02,1615.14,1.61514,1905.8652,1,1,737.5,-1168.3652,-1634.1348,14.753755617195248,Summer
