index,Interval_Start,Interval_End,Consumption_kW,Consumption_kWh,Hour,Time,Date,Adjusted_Consumption_kWh,Day,Price (Kč/MWh),Price_kWh,Cost (Kč),Month,DayOfWeek,Fixed_Cost (Kč),Cost_Difference (Kč),Savings,Elasticity,Season
2617,2024-01-28 06:15:00,2024-01-28 06:30:00,265,265,7,06:15:00,2024-01-28,66.25,2024-01-28,1480.19,1.4801900000000001,392.25035,1,6,165.625,-226.62535000000003,-402.74965,14.227817810798054,Summer
2618,2024-01-28 06:30:00,2024-01-28 06:45:00,264,264,7,06:30:00,2024-01-28,66.0,2024-01-28,1480.19,1.4801900000000001,390.77016000000003,1,6,165.0,-225.77016000000003,-401.22983999999997,14.218177301770398,Summer
2619,2024-01-28 06:45:00,2024-01-28 07:00:00,258,258,7,06:45:00,2024-01-28,64.5,2024-01-28,1480.19,1.4801900000000001,381.88902,1,6,161.25,-220.63902000000002,-392.11098,14.15955606255991,Summer
2620,2024-01-28 07:00:00,2024-01-28 07:15:00,270,270,8,07:00:00,2024-01-28,67.5,2024-01-28,1571.49,1.57149,424.3023,1,6,168.75,-255.5523,-385.6977,12.38522580647428,Summer
2621,2024-01-28 07:15:00,2024-01-28 07:30:00,268,268,8,07:15:00,2024-01-28,67.0,2024-01-28,1571.49,1.57149,421.15932000000004,1,6,167.5,-253.65932000000004,-382.84067999999996,12.368777620162387,Summer
2622,2024-01-28 07:30:00,2024-01-28 07:45:00,272,272,8,07:30:00,2024-01-28,68.0,2024-01-28,1571.49,1.57149,427.44528,1,6,170.0,-257.44528,-388.55472,12.401552602851275,Summer
2623,2024-01-28 07:45:00,2024-01-28 08:00:00,268,268,8,07:45:00,2024-01-28,67.0,2024-01-28,1571.49,1.57149,421.15932000000004,1,6,167.5,-253.65932000000004,-382.84067999999996,12.368777620162387,Summer
2624,2024-01-28 08:00:00,2024-01-28 08:15:00,300,300,9,08:00:00,2024-01-28,75.0,2024-01-28,1581.13,1.5811300000000001,474.33900000000006,1,6,187.5,-286.83900000000006,-425.66099999999994,12.449873832495053,Summer
2625,2024-01-28 08:15:00,2024-01-28 08:30:00,301,301,9,08:15:00,2024-01-28,75.25,2024-01-28,1581.13,1.5811300000000001,475.92013000000003,1,6,188.125,-287.79513000000003,-427.07986999999997,12.457137532851599,Summer
2626,2024-01-28 08:30:00,2024-01-28 08:45:00,291,291,9,08:30:00,2024-01-28,72.75,2024-01-28,1581.13,1.5811300000000001,460.10883000000007,1,6,181.875,-278.23383000000007,-412.89116999999993,12.38338930369204,Summer
2627,2024-01-28 08:45:00,2024-01-28 09:00:00,301,301,9,08:45:00,2024-01-28,75.25,2024-01-28,1581.13,1.5811300000000001,475.92013000000003,1,6,188.125,-287.79513000000003,-427.07986999999997,12.457137532851599,Summer
2628,2024-01-28 09:00:00,2024-01-28 09:15:00,293,293,10,09:00:00,2024-01-28,73.25,2024-01-28,1497.51,1.49751,438.77043,1,6,183.125,-255.64542999999998,-440.22957,14.066667056684514,Summer
2629,2024-01-28 09:15:00,2024-01-28 09:30:00,296,296,10,09:15:00,2024-01-28,74.0,2024-01-28,1497.51,1.49751,443.26295999999996,1,6,185.0,-258.26295999999996,-444.73704000000004,14.091894276199627,Summer
2630,2024-01-28 09:30:00,2024-01-28 09:45:00,300,300,10,09:30:00,2024-01-28,75.0,2024-01-28,1497.51,1.49751,449.253,1,6,187.5,-261.753,-450.747,14.125135723406283,Summer
2631,2024-01-28 09:45:00,2024-01-28 10:00:00,299,299,10,09:45:00,2024-01-28,74.75,2024-01-28,1497.51,1.49751,447.75548999999995,1,6,186.875,-260.88048999999995,-449.24451000000005,14.116867099251698,Summer
2632,2024-01-28 10:00:00,2024-01-28 10:15:00,280,280,11,10:00:00,2024-01-28,70.0,2024-01-28,1424.03,1.42403,398.72839999999997,1,6,175.0,-223.72839999999997,-441.27160000000003,15.940410118197672,Summer
2633,2024-01-28 10:15:00,2024-01-28 10:30:00,286,286,11,10:15:00,2024-01-28,71.5,2024-01-28,1424.03,1.42403,407.27257999999995,1,6,178.75,-228.52257999999995,-450.72742000000005,16.000389622165613,Summer
2634,2024-01-28 10:30:00,2024-01-28 10:45:00,312,312,11,10:30:00,2024-01-28,78.0,2024-01-28,1424.03,1.42403,444.29735999999997,1,6,195.0,-249.29735999999997,-491.70264000000003,16.24653848163389,Summer
2635,2024-01-28 10:45:00,2024-01-28 11:00:00,300,300,11,10:45:00,2024-01-28,75.0,2024-01-28,1424.03,1.42403,427.20899999999995,1,6,187.5,-239.70899999999995,-472.79100000000005,16.13558593560806,Summer
2636,2024-01-28 11:00:00,2024-01-28 11:15:00,295,295,12,11:00:00,2024-01-28,73.75,2024-01-28,1398.8,1.3988,412.646,1,6,184.375,-228.27100000000002,-472.354,16.94495179222498,Summer
2637,2024-01-28 11:15:00,2024-01-28 11:30:00,287,287,12,11:15:00,2024-01-28,71.75,2024-01-28,1398.8,1.3988,401.4556,1,6,179.375,-222.0806,-459.5444,16.86303303707705,Summer
2638,2024-01-28 11:30:00,2024-01-28 11:45:00,297,297,12,11:30:00,2024-01-28,74.25,2024-01-28,1398.8,1.3988,415.4436,1,6,185.625,-229.8186,-475.5564,16.965084348800314,Summer
2639,2024-01-28 11:45:00,2024-01-28 12:00:00,296,296,12,11:45:00,2024-01-28,74.0,2024-01-28,1398.8,1.3988,414.0448,1,6,185.0,-229.0448,-473.9552,16.95503507439345,Summer
2640,2024-01-28 12:00:00,2024-01-28 12:15:00,311,311,13,12:00:00,2024-01-28,77.75,2024-01-28,1310.48,1.31048,407.55928,1,6,194.375,-213.18428,-525.4407199999999,21.22755645976965,Summer
2641,2024-01-28 12:15:00,2024-01-28 12:30:00,302,302,13,12:15:00,2024-01-28,75.5,2024-01-28,1310.48,1.31048,395.76496000000003,1,6,188.75,-207.01496000000003,-510.23503999999997,21.1189521600172,Summer
2642,2024-01-28 12:30:00,2024-01-28 12:45:00,335,335,13,12:30:00,2024-01-28,83.75,2024-01-28,1310.48,1.31048,439.0108,1,6,209.375,-229.63580000000002,-565.9892,21.502480318915932,Summer
2643,2024-01-28 12:45:00,2024-01-28 13:00:00,324,324,13,12:45:00,2024-01-28,81.0,2024-01-28,1310.48,1.31048,424.59552,1,6,202.5,-222.09552000000002,-547.4044799999999,21.37900465024602,Summer
2644,2024-01-28 13:00:00,2024-01-28 13:15:00,319,319,14,13:00:00,2024-01-28,79.75,2024-01-28,1213.0,1.213,386.947,1,6,199.375,-187.572,-570.053,29.856508132337602,Summer
2645,2024-01-28 13:15:00,2024-01-28 13:30:00,319,319,14,13:15:00,2024-01-28,79.75,2024-01-28,1213.0,1.213,386.947,1,6,199.375,-187.572,-570.053,29.856508132337602,Summer
2646,2024-01-28 13:30:00,2024-01-28 13:45:00,282,282,14,13:30:00,2024-01-28,70.5,2024-01-28,1213.0,1.213,342.06600000000003,1,6,176.25,-165.81600000000003,-503.93399999999997,29.218050424033486,Summer
2647,2024-01-28 13:45:00,2024-01-28 14:00:00,284,284,14,13:45:00,2024-01-28,71.0,2024-01-28,1213.0,1.213,344.492,1,6,177.5,-166.99200000000002,-507.508,29.254649546578953,Summer
2648,2024-01-28 14:00:00,2024-01-28 14:15:00,256,256,15,14:00:00,2024-01-28,64.0,2024-01-28,1446.8,1.4467999999999999,370.38079999999997,1,6,160.0,-210.38079999999997,-397.61920000000003,15.013169276983069,Summer
2649,2024-01-28 14:15:00,2024-01-28 14:30:00,258,258,15,14:15:00,2024-01-28,64.5,2024-01-28,1446.8,1.4467999999999999,373.27439999999996,1,6,161.25,-212.02439999999996,-400.72560000000004,15.034238862756224,Summer
2650,2024-01-28 14:30:00,2024-01-28 14:45:00,266,266,15,14:30:00,2024-01-28,66.5,2024-01-28,1446.8,1.4467999999999999,384.8488,1,6,166.25,-218.59879999999998,-413.1512,15.116914847260977,Summer
2651,2024-01-28 14:45:00,2024-01-28 15:00:00,260,260,15,14:45:00,2024-01-28,65.0,2024-01-28,1446.8,1.4467999999999999,376.16799999999995,1,6,162.5,-213.66799999999995,-403.83200000000005,15.055145747402081,Summer
2652,2024-01-28 15:00:00,2024-01-28 15:15:00,264,264,16,15:00:00,2024-01-28,66.0,2024-01-28,1639.27,1.63927,432.76728,1,6,165.0,-267.76728,-359.23272,11.281613731922011,Summer
2653,2024-01-28 15:15:00,2024-01-28 15:30:00,250,250,16,15:15:00,2024-01-28,62.5,2024-01-28,1639.27,1.63927,409.8175,1,6,156.25,-253.5675,-340.1825,11.171369780989709,Summer
2654,2024-01-28 15:30:00,2024-01-28 15:45:00,263,263,16,15:30:00,2024-01-28,65.75,2024-01-28,1639.27,1.63927,431.12801,1,6,164.375,-266.75301,-357.87199,11.273935303736884,Summer
2655,2024-01-28 15:45:00,2024-01-28 16:00:00,256,256,16,15:45:00,2024-01-28,64.0,2024-01-28,1639.27,1.63927,419.65312,1,6,160.0,-259.65312,-348.34688,11.21935456123249,Summer
2656,2024-01-28 16:00:00,2024-01-28 16:15:00,280,280,17,16:00:00,2024-01-28,70.0,2024-01-28,1929.47,1.92947,540.2516,1,6,175.0,-365.25160000000005,-299.7484,8.57334261938229,Summer
2657,2024-01-28 16:15:00,2024-01-28 16:30:00,282,282,17,16:15:00,2024-01-28,70.5,2024-01-28,1929.47,1.92947,544.11054,1,6,176.25,-367.86054,-301.88946,8.584171859524737,Summer
2658,2024-01-28 16:30:00,2024-01-28 16:45:00,274,274,17,16:30:00,2024-01-28,68.5,2024-01-28,1929.47,1.92947,528.67478,1,6,171.25,-357.42478000000006,-293.32522,8.540384612671756,Summer
2659,2024-01-28 16:45:00,2024-01-28 17:00:00,274,274,17,16:45:00,2024-01-28,68.5,2024-01-28,1929.47,1.92947,528.67478,1,6,171.25,-357.42478000000006,-293.32522,8.540384612671756,Summer
2660,2024-01-28 17:00:00,2024-01-28 17:15:00,283,283,18,17:00:00,2024-01-28,70.75,2024-01-28,2098.69,2.09869,593.92927,1,6,176.875,-417.05427,-255.07073000000003,7.61546648197806,Summer
2661,2024-01-28 17:15:00,2024-01-28 17:30:00,275,275,18,17:15:00,2024-01-28,68.75,2024-01-28,2098.69,2.09869,577.1397499999999,1,6,171.875,-405.26474999999994,-247.86025,7.57678405390361,Summer
2662,2024-01-28 17:30:00,2024-01-28 17:45:00,281,281,18,17:30:00,2024-01-28,70.25,2024-01-28,2098.69,2.09869,589.73189,1,6,175.625,-414.10689,-253.26811,7.605899369231676,Summer
2663,2024-01-28 17:45:00,2024-01-28 18:00:00,278,278,18,17:45:00,2024-01-28,69.5,2024-01-28,2098.69,2.09869,583.43582,1,6,173.75,-409.68582000000004,-250.56418000000002,7.591420261604845,Summer
2664,2024-01-28 18:00:00,2024-01-28 18:15:00,256,256,19,18:00:00,2024-01-28,64.0,2024-01-28,2017.79,2.0177899999999998,516.5542399999999,1,6,160.0,-356.55423999999994,-251.44576000000006,7.899081065116317,Summer
2665,2024-01-28 18:15:00,2024-01-28 18:30:00,258,258,19,18:15:00,2024-01-28,64.5,2024-01-28,2017.79,2.0177899999999998,520.5898199999999,1,6,161.25,-359.3398199999999,-253.41018000000005,7.910166690207197,Summer
2666,2024-01-28 18:30:00,2024-01-28 18:45:00,256,256,19,18:30:00,2024-01-28,64.0,2024-01-28,2017.79,2.0177899999999998,516.5542399999999,1,6,160.0,-356.55423999999994,-251.44576000000006,7.899081065116317,Summer
2667,2024-01-28 18:45:00,2024-01-28 19:00:00,262,262,19,18:45:00,2024-01-28,65.5,2024-01-28,2017.79,2.0177899999999998,528.6609799999999,1,6,163.75,-364.9109799999999,-257.33902000000006,7.932082439939294,Summer
2668,2024-01-28 19:00:00,2024-01-28 19:15:00,260,260,20,19:00:00,2024-01-28,65.0,2024-01-28,1957.18,1.9571800000000001,508.8668,1,6,162.5,-346.3668,-271.1332,8.28092781505152,Summer
2669,2024-01-28 19:15:00,2024-01-28 19:30:00,265,265,20,19:15:00,2024-01-28,66.25,2024-01-28,1957.18,1.9571800000000001,518.6527,1,6,165.625,-353.0277,-276.34729999999996,8.309294252482418,Summer
2670,2024-01-28 19:30:00,2024-01-28 19:45:00,264,264,20,19:30:00,2024-01-28,66.0,2024-01-28,1957.18,1.9571800000000001,516.69552,1,6,165.0,-351.69552,-275.30447999999996,8.303664026728915,Summer
2671,2024-01-28 19:45:00,2024-01-28 20:00:00,260,260,20,19:45:00,2024-01-28,65.0,2024-01-28,1957.18,1.9571800000000001,508.8668,1,6,162.5,-346.3668,-271.1332,8.28092781505152,Summer
2672,2024-01-28 20:00:00,2024-01-28 20:15:00,275,275,21,20:00:00,2024-01-28,68.75,2024-01-28,1905.23,1.90523,523.93825,1,6,171.875,-352.06325000000004,-301.06175,8.713539025272151,Summer
2673,2024-01-28 20:15:00,2024-01-28 20:30:00,274,274,21,20:15:00,2024-01-28,68.5,2024-01-28,1905.23,1.90523,522.03302,1,6,171.25,-350.78301999999996,-299.96698,8.707887495928693,Summer
2674,2024-01-28 20:30:00,2024-01-28 20:45:00,275,275,21,20:30:00,2024-01-28,68.75,2024-01-28,1905.23,1.90523,523.93825,1,6,171.875,-352.06325000000004,-301.06175,8.713539025272151,Summer
2675,2024-01-28 20:45:00,2024-01-28 21:00:00,273,273,21,20:45:00,2024-01-28,68.25,2024-01-28,1905.23,1.90523,520.12779,1,6,170.625,-349.50279,-298.87221,8.702215302812245,Summer
2676,2024-01-28 21:00:00,2024-01-28 21:15:00,272,272,22,21:00:00,2024-01-28,68.0,2024-01-28,1642.98,1.64298,446.89056000000005,1,6,170.0,-276.89056000000005,-369.10943999999995,11.290373315956865,Summer
2677,2024-01-28 21:15:00,2024-01-28 21:30:00,268,268,22,21:15:00,2024-01-28,67.0,2024-01-28,1642.98,1.64298,440.31864,1,6,167.5,-272.81864,-363.68136,11.260534972175902,Summer
2678,2024-01-28 21:30:00,2024-01-28 21:45:00,275,275,22,21:30:00,2024-01-28,68.75,2024-01-28,1642.98,1.64298,451.8195,1,6,171.875,-279.9445,-373.1805,11.312465508585786,Summer
2679,2024-01-28 21:45:00,2024-01-28 22:00:00,266,266,22,21:45:00,2024-01-28,66.5,2024-01-28,1642.98,1.64298,437.03268,1,6,166.25,-270.78268,-360.96732,11.245448374538439,Summer
2680,2024-01-28 22:00:00,2024-01-28 22:15:00,242,242,23,22:00:00,2024-01-28,60.5,2024-01-28,1592.51,1.59251,385.38742,1,6,151.25,-234.13742000000002,-340.61258,11.79626776635069,Summer
2681,2024-01-28 22:15:00,2024-01-28 22:30:00,247,247,23,22:15:00,2024-01-28,61.75,2024-01-28,1592.51,1.59251,393.34997000000004,1,6,154.375,-238.97497000000004,-347.65002999999996,11.840218142387037,Summer
2682,2024-01-28 22:30:00,2024-01-28 22:45:00,240,240,23,22:30:00,2024-01-28,60.0,2024-01-28,1592.51,1.59251,382.2024,1,6,150.0,-232.2024,-337.7976,11.778432821771926,Summer
2683,2024-01-28 22:45:00,2024-01-28 23:00:00,244,244,23,22:45:00,2024-01-28,61.0,2024-01-28,1592.51,1.59251,388.57244000000003,1,6,152.5,-236.07244000000003,-343.42755999999997,11.813955919597973,Summer
2684,2024-01-28 23:00:00,2024-01-28 23:15:00,242,242,24,23:00:00,2024-01-28,60.5,2024-01-28,1385.44,1.38544,335.27648,1,6,151.25,-184.02648,-390.72352,16.836314104561158,Summer
2685,2024-01-28 23:15:00,2024-01-28 23:30:00,247,247,24,23:15:00,2024-01-28,61.75,2024-01-28,1385.44,1.38544,342.20368,1,6,154.375,-187.82868000000002,-398.79632,16.899042617563577,Summer
2686,2024-01-28 23:30:00,2024-01-28 23:45:00,242,242,24,23:30:00,2024-01-28,60.5,2024-01-28,1385.44,1.38544,335.27648,1,6,151.25,-184.02648,-390.72352,16.836314104561158,Summer
2687,2024-01-28 23:45:00,2024-01-29 00:00:00,244,244,24,23:45:00,2024-01-28,61.0,2024-01-28,1385.44,1.38544,338.04736,1,6,152.5,-185.54736000000003,-393.95264,16.86155965763773,Summer
2688,2024-01-29 00:00:00,2024-01-29 00:15:00,260,260,1,00:00:00,2024-01-29,65.0,2024-01-29,1240.01,1.24001,322.4026,1,0,162.5,-159.9026,-457.5974,25.849274826204063,Summer
2689,2024-01-29 00:15:00,2024-01-29 00:30:00,264,264,1,00:15:00,2024-01-29,66.0,2024-01-29,1240.01,1.24001,327.36264,1,0,165.0,-162.36264,-464.63736,25.920246895672832,Summer
2690,2024-01-29 00:30:00,2024-01-29 00:45:00,260,260,1,00:30:00,2024-01-29,65.0,2024-01-29,1240.01,1.24001,322.4026,1,0,162.5,-159.9026,-457.5974,25.849274826204063,Summer
2691,2024-01-29 00:45:00,2024-01-29 01:00:00,264,264,1,00:45:00,2024-01-29,66.0,2024-01-29,1240.01,1.24001,327.36264,1,0,165.0,-162.36264,-464.63736,25.920246895672832,Summer
2692,2024-01-29 01:00:00,2024-01-29 01:15:00,261,261,2,01:00:00,2024-01-29,65.25,2024-01-29,1172.76,1.17276,306.09036000000003,1,0,163.125,-142.96536000000003,-476.90963999999997,34.917936259668494,Summer
2693,2024-01-29 01:15:00,2024-01-29 01:30:00,260,260,2,01:15:00,2024-01-29,65.0,2024-01-29,1172.76,1.17276,304.9176,1,0,162.5,-142.4176,-475.0824,34.89384754463164,Summer
2694,2024-01-29 01:30:00,2024-01-29 01:45:00,256,256,2,01:30:00,2024-01-29,64.0,2024-01-29,1172.76,1.17276,300.22656,1,0,160.0,-140.22656,-467.77344,34.79655718399096,Summer
2695,2024-01-29 01:45:00,2024-01-29 02:00:00,260,260,2,01:45:00,2024-01-29,65.0,2024-01-29,1172.76,1.17276,304.9176,1,0,162.5,-142.4176,-475.0824,34.89384754463164,Summer
2696,2024-01-29 02:00:00,2024-01-29 02:15:00,265,265,3,02:00:00,2024-01-29,66.25,2024-01-29,1194.1,1.1941,316.43649999999997,1,0,165.625,-150.81149999999997,-478.56350000000003,31.454100573764325,Summer
2697,2024-01-29 02:15:00,2024-01-29 02:30:00,259,259,3,02:15:00,2024-01-29,64.75,2024-01-29,1194.1,1.1941,309.27189999999996,1,0,161.875,-147.39689999999996,-467.72810000000004,31.324998552760523,Summer
2698,2024-01-29 02:30:00,2024-01-29 02:45:00,257,257,3,02:30:00,2024-01-29,64.25,2024-01-29,1194.1,1.1941,306.8837,1,0,160.625,-146.25869999999998,-464.1163,31.281299042989833,Summer
2699,2024-01-29 02:45:00,2024-01-29 03:00:00,254,254,3,02:45:00,2024-01-29,63.5,2024-01-29,1194.1,1.1941,303.3014,1,0,158.75,-144.5514,-458.6986,31.21510796709007,Summer
2700,2024-01-29 03:00:00,2024-01-29 03:15:00,263,263,4,03:00:00,2024-01-29,65.75,2024-01-29,1190.38,1.1903800000000002,313.06994000000003,1,0,164.375,-148.69494000000003,-475.93005999999997,31.973784447963425,Summer
2701,2024-01-29 03:15:00,2024-01-29 03:30:00,271,271,4,03:15:00,2024-01-29,67.75,2024-01-29,1190.38,1.1903800000000002,322.59298000000007,1,0,169.375,-153.21798000000007,-490.40701999999993,32.14572651730533,Summer
2702,2024-01-29 03:30:00,2024-01-29 03:45:00,279,279,4,03:30:00,2024-01-29,69.75,2024-01-29,1190.38,1.1903800000000002,332.11602000000005,1,0,174.375,-157.74102000000005,-504.88397999999995,32.312665919326534,Summer
2703,2024-01-29 03:45:00,2024-01-29 04:00:00,288,288,4,03:45:00,2024-01-29,72.0,2024-01-29,1190.38,1.1903800000000002,342.8294400000001,1,0,180.0,-162.8294400000001,-521.1705599999999,32.49484430681398,Summer
2704,2024-01-29 04:00:00,2024-01-29 04:15:00,334,334,5,04:00:00,2024-01-29,83.5,2024-01-29,1279.96,1.27996,427.50664,1,0,208.75,-218.75664,-574.49336,23.543202198751057,Summer
2705,2024-01-29 04:15:00,2024-01-29 04:30:00,350,350,5,04:15:00,2024-01-29,87.5,2024-01-29,1279.96,1.27996,447.986,1,0,218.75,-229.236,-602.014,23.73277552368013,Summer
2706,2024-01-29 04:30:00,2024-01-29 04:45:00,372,372,5,04:30:00,2024-01-29,93.0,2024-01-29,1279.96,1.27996,476.14512,1,0,232.5,-243.64512000000002,-639.85488,23.97975113192308,Summer
2707,2024-01-29 04:45:00,2024-01-29 05:00:00,358,358,5,04:45:00,2024-01-29,89.5,2024-01-29,1279.96,1.27996,458.22568,1,0,223.75,-234.47568,-615.77432,23.824336271066652,Summer
2708,2024-01-29 05:00:00,2024-01-29 05:15:00,357,357,6,05:00:00,2024-01-29,89.25,2024-01-29,1490.39,1.49039,532.0692300000001,1,0,223.125,-308.94423000000006,-538.9307699999999,14.729770788507265,Summer
2709,2024-01-29 05:15:00,2024-01-29 05:30:00,364,364,6,05:15:00,2024-01-29,91.0,2024-01-29,1490.39,1.49039,542.50196,1,0,227.5,-315.00196000000005,-549.49804,14.778433056503951,Summer
2710,2024-01-29 05:30:00,2024-01-29 05:45:00,396,396,6,05:30:00,2024-01-29,99.0,2024-01-29,1490.39,1.49039,590.19444,1,0,247.5,-342.69444,-597.80556,14.989591841813349,Summer
2711,2024-01-29 05:45:00,2024-01-29 06:00:00,415,415,6,05:45:00,2024-01-29,103.75,2024-01-29,1490.39,1.49039,618.5118500000001,1,0,259.375,-359.1368500000001,-626.4881499999999,15.107035115041336,Summer
2712,2024-01-29 06:00:00,2024-01-29 06:15:00,474,474,7,06:00:00,2024-01-29,118.5,2024-01-29,2120.69,2.12069,1005.2070600000001,1,0,296.25,-708.9570600000001,-416.79293999999993,8.195912106514047,Summer
2713,2024-01-29 06:15:00,2024-01-29 06:30:00,488,488,7,06:15:00,2024-01-29,122.0,2024-01-29,2120.69,2.12069,1034.8967200000002,1,0,305.0,-729.8967200000002,-429.1032799999999,8.234632975151028,Summer
2714,2024-01-29 06:30:00,2024-01-29 06:45:00,799,799,7,06:30:00,2024-01-29,199.75,2024-01-29,2120.69,2.12069,1694.4313100000002,1,0,499.375,-1195.0563100000002,-702.5686899999998,8.890504089146427,Summer
2715,2024-01-29 06:45:00,2024-01-29 07:00:00,804,804,7,06:45:00,2024-01-29,201.0,2024-01-29,2120.69,2.12069,1705.0347600000002,1,0,502.5,-1202.5347600000002,-706.9652399999999,8.898802584508267,Summer
2716,2024-01-29 07:00:00,2024-01-29 07:15:00,1185,1185,8,07:00:00,2024-01-29,296.25,2024-01-29,2357.43,2.35743,2793.55455,1,0,740.625,-2052.92955,-761.44545,8.252948675889213,Summer
2717,2024-01-29 07:15:00,2024-01-29 07:30:00,1264,1264,8,07:15:00,2024-01-29,316.0,2024-01-29,2357.43,2.35743,2979.7915199999998,1,0,790.0,-2189.7915199999998,-812.2084800000001,8.328205934673983,Summer
2718,2024-01-29 07:30:00,2024-01-29 07:45:00,1224,1224,8,07:30:00,2024-01-29,306.0,2024-01-29,2357.43,2.35743,2885.49432,1,0,765.0,-2120.49432,-786.5056800000001,8.29070808022374,Summer
2719,2024-01-29 07:45:00,2024-01-29 08:00:00,1227,1227,8,07:45:00,2024-01-29,306.75,2024-01-29,2357.43,2.35743,2892.56661,1,0,766.875,-2125.69161,-788.4333900000001,8.293562629482572,Summer
2720,2024-01-29 08:00:00,2024-01-29 08:15:00,1091,1091,9,08:00:00,2024-01-29,272.75,2024-01-29,2468.35,2.46835,2692.96985,1,0,681.875,-2011.09485,-580.0301499999999,7.741520306678706,Summer
2721,2024-01-29 08:15:00,2024-01-29 08:30:00,1100,1100,9,08:15:00,2024-01-29,275.0,2024-01-29,2468.35,2.46835,2715.185,1,0,687.5,-2027.685,-584.8149999999999,7.750612746234444,Summer
2722,2024-01-29 08:30:00,2024-01-29 08:45:00,1098,1098,9,08:30:00,2024-01-29,274.5,2024-01-29,2468.35,2.46835,2710.2483,1,0,686.25,-2023.9983000000002,-583.7516999999999,7.748598649730885,Summer
2723,2024-01-29 08:45:00,2024-01-29 09:00:00,1076,1076,9,08:45:00,2024-01-29,269.0,2024-01-29,2468.35,2.46835,2655.9446000000003,1,0,672.5,-1983.4446000000003,-572.0554,7.726198247609941,Summer
2724,2024-01-29 09:00:00,2024-01-29 09:15:00,1047,1047,10,09:00:00,2024-01-29,261.75,2024-01-29,2193.4,2.1934,2296.4898,1,0,654.375,-1642.1147999999998,-844.5101999999999,8.853089270695545,Summer
2725,2024-01-29 09:15:00,2024-01-29 09:30:00,1062,1062,10,09:15:00,2024-01-29,265.5,2024-01-29,2193.4,2.1934,2329.3908,1,0,663.75,-1665.6408000000001,-856.6092,8.871199830619043,Summer
2726,2024-01-29 09:30:00,2024-01-29 09:45:00,1079,1079,10,09:30:00,2024-01-29,269.75,2024-01-29,2193.4,2.1934,2366.6786,1,0,674.375,-1692.3036000000002,-870.3213999999999,8.891418438813128,Summer
2727,2024-01-29 09:45:00,2024-01-29 10:00:00,1061,1061,10,09:45:00,2024-01-29,265.25,2024-01-29,2193.4,2.1934,2327.1974,1,0,663.125,-1664.0724,-855.8026,8.870000442029022,Summer
2728,2024-01-29 10:00:00,2024-01-29 10:15:00,1098,1098,11,10:00:00,2024-01-29,274.5,2024-01-29,1957.9,1.9579000000000002,2149.7742000000003,1,0,686.25,-1463.5242000000003,-1144.2257999999997,10.420497835162637,Summer
2729,2024-01-29 10:15:00,2024-01-29 10:30:00,1106,1106,11,10:15:00,2024-01-29,276.5,2024-01-29,1957.9,1.9579000000000002,2165.4374000000003,1,0,691.25,-1474.1874000000003,-1152.5625999999997,10.431302802375786,Summer
2730,2024-01-29 10:30:00,2024-01-29 10:45:00,1104,1104,11,10:30:00,2024-01-29,276.0,2024-01-29,1957.9,1.9579000000000002,2161.5216,1,0,690.0,-1471.5216,-1150.4783999999997,10.428608905356189,Summer
2731,2024-01-29 10:45:00,2024-01-29 11:00:00,1061,1061,11,10:45:00,2024-01-29,265.25,2024-01-29,1957.9,1.9579000000000002,2077.3319,1,0,663.125,-1414.2069000000001,-1105.6680999999999,10.369478504900226,Summer
2732,2024-01-29 11:00:00,2024-01-29 11:15:00,1057,1057,12,11:00:00,2024-01-29,264.25,2024-01-29,1768.57,1.76857,1869.37849,1,0,660.625,-1208.75349,-1301.62151,12.212452395086299,Summer
2733,2024-01-29 11:15:00,2024-01-29 11:30:00,1067,1067,12,11:15:00,2024-01-29,266.75,2024-01-29,1768.57,1.76857,1887.06419,1,0,666.875,-1220.18919,-1313.93581,12.228967195566428,Summer
2734,2024-01-29 11:30:00,2024-01-29 11:45:00,1072,1072,12,11:30:00,2024-01-29,268.0,2024-01-29,1768.57,1.76857,1895.90704,1,0,670.0,-1225.90704,-1320.09296,12.237166644123974,Summer
2735,2024-01-29 11:45:00,2024-01-29 12:00:00,1117,1117,12,11:45:00,2024-01-29,279.25,2024-01-29,1768.57,1.76857,1975.49269,1,0,698.125,-1277.36769,-1375.50731,12.309286122401936,Summer
2736,2024-01-29 12:00:00,2024-01-29 12:15:00,1112,1112,13,12:00:00,2024-01-29,278.0,2024-01-29,1743.01,1.74301,1938.22712,1,0,695.0,-1243.22712,-1397.77288,12.62373111415543,Summer
2737,2024-01-29 12:15:00,2024-01-29 12:30:00,1127,1127,13,12:15:00,2024-01-29,281.75,2024-01-29,1743.01,1.74301,1964.3722699999998,1,0,704.375,-1259.9972699999998,-1416.6277300000002,12.647846869331767,Summer
2738,2024-01-29 12:30:00,2024-01-29 12:45:00,1129,1129,13,12:30:00,2024-01-29,282.25,2024-01-29,1743.01,1.74301,1967.85829,1,0,705.625,-1262.23329,-1419.14171,12.651038026670275,Summer
2739,2024-01-29 12:45:00,2024-01-29 13:00:00,1083,1083,13,12:45:00,2024-01-29,270.75,2024-01-29,1743.01,1.74301,1887.67983,1,0,676.875,-1210.80483,-1361.32017,12.576170664974667,Summer
