Interval_Start,average_spot_price,average_price_MW
2024-01,289.40759056199596,2047.8975
2024-02,221.34532661907326,1743.1131752873564
2024-03,210.5094934981469,1651.0218733153638
2024-04,205.4145053480903,1595.1256805555556
2024-05,179.1143412592406,1711.437701612903
2024-06,192.28672949652778,1778.4450462962964
