Day;Hour;Price (Kč/MWh)
08.02.2024;20;2 422,38
08.02.2024;21;2 307,84
08.02.2024;22;2 124,67
08.02.2024;23;1 976,94
08.02.2024;24;1 776,30
09.02.2024;1;1 590,05
09.02.2024;2;1 582,00
09.02.2024;3;1 525,35
09.02.2024;4;1 463,93
09.02.2024;5;1 446,05
09.02.2024;6;1 531,90
09.02.2024;7;1 795,48
09.02.2024;8;2 014,00
09.02.2024;9;2 060,83
09.02.2024;10;1 967,68
09.02.2024;11;1 873,02
09.02.2024;12;1 891,65
09.02.2024;13;1 863,45
09.02.2024;14;1 878,56
09.02.2024;15;1 966,92
09.02.2024;16;2 123,26
09.02.2024;17;2 255,93
09.02.2024;18;2 381,81
09.02.2024;19;2 398,67
09.02.2024;20;2 227,99
09.02.2024;21;2 103,12
09.02.2024;22;1 911,29
09.02.2024;23;1 885,86
09.02.2024;24;1 785,92
10.02.2024;1;1 588,54
10.02.2024;2;1 613,21
10.02.2024;3;1 621,27
10.02.2024;4;1 621,02
10.02.2024;5;1 621,52
10.02.2024;6;1 657,02
10.02.2024;7;1 785,16
10.02.2024;8;1 884,60
10.02.2024;9;1 956,10
10.02.2024;10;2 023,57
10.02.2024;11;1 878,81
10.02.2024;12;1 748,66
10.02.2024;13;1 662,81
10.02.2024;14;1 679,68
10.02.2024;15;1 750,42
10.02.2024;16;1 942,76
10.02.2024;17;2 159,51
10.02.2024;18;2 233,78
10.02.2024;19;2 226,98
10.02.2024;20;2 042,70
10.02.2024;21;1 873,02
10.02.2024;22;1 709,63
10.02.2024;23;1 664,82
10.02.2024;24;1 598,61
11.02.2024;1;1 396,71
11.02.2024;2;1 354,67
11.02.2024;3;1 324,21
11.02.2024;4;1 178,95
11.02.2024;5;1 098,89
11.02.2024;6;1 163,09
11.02.2024;7;1 244,15
11.02.2024;8;1 351,14
11.02.2024;9;1 421,13
11.02.2024;10;1 470,98
11.02.2024;11;1 551,79
11.02.2024;12;1 658,78
11.02.2024;13;1 634,11
11.02.2024;14;1 540,96
11.02.2024;15;1 579,98
11.02.2024;16;1 620,01
11.02.2024;17;1 735,82
11.02.2024;18;1 946,03
11.02.2024;19;2 064,85
11.02.2024;20;2 027,85
11.02.2024;21;1 932,43
11.02.2024;22;1 780,38
11.02.2024;23;1 721,72
11.02.2024;24;1 611,45
12.02.2024;1;1 622,59
12.02.2024;2;1 517,69
12.02.2024;3;1 489,45
12.02.2024;4;1 466,50
12.02.2024;5;1 492,98
12.02.2024;6;1 638,98
12.02.2024;7;1 916,34
12.02.2024;8;2 153,61
12.02.2024;9;2 622,36
12.02.2024;10;2 433,25
12.02.2024;11;2 155,13
12.02.2024;12;2 005,85
12.02.2024;13;1 773,62
12.02.2024;14;1 716,13
12.02.2024;15;1 773,88
12.02.2024;16;1 863,39
12.02.2024;17;2 057,80
12.02.2024;18;2 333,90
12.02.2024;19;2 420,64
12.02.2024;20;2 246,15
12.02.2024;21;1 995,77
12.02.2024;22;1 803,88
12.02.2024;23;1 660,91
12.02.2024;24;1 560,81
13.02.2024;1;1 733,96
13.02.2024;2;1 652,55
13.02.2024;3;1 603,01
13.02.2024;4;1 529,19
13.02.2024;5;1 518,32
13.02.2024;6;1 607,56
13.02.2024;7;1 793,62
13.02.2024;8;2 174,84
13.02.2024;9;2 254,72
13.02.2024;10;1 899,03
13.02.2024;11;1 749,63
13.02.2024;12;1 614,63
13.02.2024;13;1 530,20
13.02.2024;14;1 523,37
13.02.2024;15;1 595,17
13.02.2024;16;1 787,30
13.02.2024;17;2 172,31
13.02.2024;18;2 499,18
13.02.2024;19;2 592,46
13.02.2024;20;2 414,49
13.02.2024;21;2 143,24
13.02.2024;22;1 997,37
13.02.2024;23;1 838,61
13.02.2024;24;1 679,86
14.02.2024;1;1 536,97
14.02.2024;2;1 504,27
14.02.2024;3;1 413,52
14.02.2024;4;1 388,93
14.02.2024;5;1 395,77
14.02.2024;6;1 594,01
14.02.2024;7;1 850,30
14.02.2024;8;2 085,04
14.02.2024;9;2 151,46
14.02.2024;10;1 765,63
14.02.2024;11;1 618,85
14.02.2024;12;1 604,40
14.02.2024;13;1 581,08
14.02.2024;14;1 590,71
14.02.2024;15;1 727,60
14.02.2024;16;1 851,82
14.02.2024;17;2 115,20
14.02.2024;18;2 263,76
14.02.2024;19;2 324,34
14.02.2024;20;2 238,41
14.02.2024;21;2 033,58
14.02.2024;22;1 835,85
14.02.2024;23;1 728,87
14.02.2024;24;1 617,33
15.02.2024;1;1 578,53
15.02.2024;2;1 555,40
15.02.2024;3;1 528,97
15.02.2024;4;1 505,08
15.02.2024;5;1 551,59
15.02.2024;6;1 673,58
15.02.2024;7;1 917,05
15.02.2024;8;2 108,17
15.02.2024;9;2 144,77
15.02.2024;10;2 010,58
15.02.2024;11;1 899,26
15.02.2024;12;1 801,67
15.02.2024;13;1 757,96
15.02.2024;14;1 787,95
15.02.2024;15;1 776,76
15.02.2024;16;1 923,92
15.02.2024;17;2 141,21
15.02.2024;18;2 310,73
15.02.2024;19;2 299,30
15.02.2024;20;2 076,41
15.02.2024;21;1 924,42
15.02.2024;22;1 758,46
15.02.2024;23;1 677,14
15.02.2024;24;1 547,01
16.02.2024;1;1 317,55
16.02.2024;2;1 300,24
16.02.2024;3;1 270,71
16.02.2024;4;1 240,42
16.02.2024;5;1 296,68
16.02.2024;6;1 352,68
16.02.2024;7;1 929,23
16.02.2024;8;1 912,69
16.02.2024;9;1 794,58
16.02.2024;10;1 650,50
16.02.2024;11;1 383,99
16.02.2024;12;1 349,12
16.02.2024;13;1 335,12
16.02.2024;14;1 331,55
16.02.2024;15;1 368,97
16.02.2024;16;1 596,28
16.02.2024;17;1 780,58
16.02.2024;18;1 964,62
16.02.2024;19;1 970,73
16.02.2024;20;1 959,78
16.02.2024;21;1 846,25
16.02.2024;22;1 765,05
16.02.2024;23;1 732,98
16.02.2024;24;1 531,12
17.02.2024;1;1 456,79
17.02.2024;2;1 450,94
17.02.2024;3;1 436,68
17.02.2024;4;1 404,61
17.02.2024;5;1 402,06
17.02.2024;6;1 419,63
17.02.2024;7;1 405,37
17.02.2024;8;1 461,63
17.02.2024;9;1 652,79
17.02.2024;10;1 611,05
17.02.2024;11;1 586,61
17.02.2024;12;1 550,97
17.02.2024;13;1 487,59
17.02.2024;14;1 407,66
17.02.2024;15;1 504,39
17.02.2024;16;1 732,21
17.02.2024;17;1 882,91
17.02.2024;18;2 208,48
17.02.2024;19;2 725,21
17.02.2024;20;2 288,91
17.02.2024;21;2 052,69
17.02.2024;22;1 893,34
17.02.2024;23;1 839,63
17.02.2024;24;1 759,20
18.02.2024;1;1 585,34
18.02.2024;2;1 395,19
18.02.2024;3;1 308,90
18.02.2024;4;1 279,62
18.02.2024;5;1 275,30
18.02.2024;6;1 233,80
18.02.2024;7;1 171,44
18.02.2024;8;1 246,53
18.02.2024;9;1 203,51
18.02.2024;10;1 095,33
18.02.2024;11;1 029,66
18.02.2024;12;1 043,66
18.02.2024;13;1 025,07
18.02.2024;14;1 018,71
18.02.2024;15;1 101,44
18.02.2024;16;1 373,30
18.02.2024;17;1 574,39
18.02.2024;18;1 803,23
18.02.2024;19;1 863,05
18.02.2024;20;1 793,05
18.02.2024;21;1 647,19
18.02.2024;22;1 522,97
18.02.2024;23;1 459,34
18.02.2024;24;1 373,04
19.02.2024;1;1 120,24
19.02.2024;2;1 099,87
19.02.2024;3;1 126,35
19.02.2024;4;1 117,95
19.02.2024;5;1 143,66
19.02.2024;6;1 312,97
19.02.2024;7;1 750,38
19.02.2024;8;2 015,16
19.02.2024;9;2 159,26
19.02.2024;10;1 928,85
19.02.2024;11;1 846,36
19.02.2024;12;1 828,54
19.02.2024;13;1 822,94
19.02.2024;14;1 808,93
19.02.2024;15;1 767,94
19.02.2024;16;1 887,86
19.02.2024;17;1 896,52
19.02.2024;18;2 007,01
19.02.2024;19;2 440,09
19.02.2024;20;2 075,50
19.02.2024;21;1 868,76
19.02.2024;22;1 732,04
19.02.2024;23;1 687,23
19.02.2024;24;1 503,92
20.02.2024;1;1 476,18
20.02.2024;2;1 381,09
20.02.2024;3;1 371,93
20.02.2024;4;1 361,76
20.02.2024;5;1 346,25
20.02.2024;6;1 389,48
20.02.2024;7;1 782,55
20.02.2024;8;2 218,33
20.02.2024;9;2 288,25
20.02.2024;10;1 991,54
20.02.2024;11;1 775,17
20.02.2024;12;1 545,84
20.02.2024;13;1 369,90
20.02.2024;14;1 379,82
20.02.2024;15;1 373,20
20.02.2024;16;1 543,55
20.02.2024;17;1 757,89
20.02.2024;18;1 966,62
20.02.2024;19;1 991,03
20.02.2024;20;2 034,76
20.02.2024;21;1 926,45
20.02.2024;22;1 795,77
20.02.2024;23;1 881,20
20.02.2024;24;1 415,16
21.02.2024;1;1 324,84
21.02.2024;2;1 229,92
21.02.2024;3;1 185,50
21.02.2024;4;1 132,20
21.02.2024;5;1 145,65
21.02.2024;6;1 262,66
21.02.2024;7;1 778,88
21.02.2024;8;2 079,89
21.02.2024;9;2 149,18
21.02.2024;10;1 776,60
21.02.2024;11;1 626,86
21.02.2024;12;1 532,70
21.02.2024;13;1 345,39
21.02.2024;14;1 313,16
21.02.2024;15;1 439,81
21.02.2024;16;1 667,97
21.02.2024;17;1 778,88
21.02.2024;18;1 923,30
21.02.2024;19;1 895,13
21.02.2024;20;1 827,36
21.02.2024;21;1 776,60
21.02.2024;22;1 359,35
21.02.2024;23;1 354,02
21.02.2024;24;1 257,83
22.02.2024;1;1 251,82
22.02.2024;2;1 275,37
22.02.2024;3;1 322,97
22.02.2024;4;1 255,62
22.02.2024;5;1 246,00
22.02.2024;6;1 361,46
22.02.2024;7;1 772,40
22.02.2024;8;1 996,23
22.02.2024;9;2 052,95
22.02.2024;10;1 847,60
22.02.2024;11;1 781,26
22.02.2024;12;1 709,10
22.02.2024;13;1 702,26
22.02.2024;14;1 710,87
22.02.2024;15;1 682,26
22.02.2024;16;1 727,58
22.02.2024;17;1 739,99
22.02.2024;18;1 757,21
22.02.2024;19;1 720,24
22.02.2024;20;1 684,03
22.02.2024;21;1 290,05
22.02.2024;22;777,83
22.02.2024;23;306,88
22.02.2024;24;142,05
23.02.2024;1;329,3
23.02.2024;2;859,37
23.02.2024;3;540,21
23.02.2024;4;441,34
23.02.2024;5;708,03
23.02.2024;6;2 160,58
23.02.2024;7;2 229,28
23.02.2024;8;2 422,70
23.02.2024;9;2 203,42
23.02.2024;10;2 201,39
23.02.2024;11;1 742,56
23.02.2024;12;1 647,75
23.02.2024;13;1 630,01
23.02.2024;14;1 472,33
23.02.2024;15;1 583,36
23.02.2024;16;1 473,09
23.02.2024;17;1 720,76
23.02.2024;18;1 937,50
23.02.2024;19;2 191,25
23.02.2024;20;2 129,65
23.02.2024;21;1 849,79
23.02.2024;22;1 755,74
23.02.2024;23;1 723,29
23.02.2024;24;1 650,29
24.02.2024;1;1 685,02
24.02.2024;2;1 619,87
24.02.2024;3;1 508,33
24.02.2024;4;1 399,32
24.02.2024;5;1 404,14
24.02.2024;6;1 447,49
24.02.2024;7;1 563,34
24.02.2024;8;1 675,89
24.02.2024;9;1 632,54
24.02.2024;10;1 460,16
24.02.2024;11;1 249,25
24.02.2024;12;1 168,13
24.02.2024;13;1 023,13
24.02.2024;14;816,78
24.02.2024;15;953,16
24.02.2024;16;1 140,75
24.02.2024;17;1 417,57
24.02.2024;18;1 803,91
24.02.2024;19;2 008,48
24.02.2024;20;1 879,20
24.02.2024;21;1 652,06
24.02.2024;22;1 519,48
24.02.2024;23;1 434,56
24.02.2024;24;1 336,96
25.02.2024;1;1 434,05
25.02.2024;2;1 405,40
25.02.2024;3;1 404,14
25.02.2024;4;1 391,46
25.02.2024;5;1 399,07
25.02.2024;6;1 396,03
25.02.2024;7;1 438,87
25.02.2024;8;1 518,97
25.02.2024;9;1 571,95
25.02.2024;10;1 575,00
25.02.2024;11;1 426,45
25.02.2024;12;1 371,44
25.02.2024;13;1 267,50
25.02.2024;14;1 166,86
25.02.2024;15;1 263,44
25.02.2024;16;1 394,25
25.02.2024;17;1 706,56
25.02.2024;18;2 043,46
25.02.2024;19;2 339,30
25.02.2024;20;2 003,66
25.02.2024;21;1 773,74
25.02.2024;22;1 669,55
25.02.2024;23;1 653,58
25.02.2024;24;1 479,93
26.02.2024;1;1 466,86
26.02.2024;2;1 441,24
26.02.2024;3;1 371,74
26.02.2024;4;1 313,91
26.02.2024;5;1 350,69
26.02.2024;6;1 469,14
26.02.2024;7;1 765,66
26.02.2024;8;2 018,04
26.02.2024;9;2 069,78
26.02.2024;10;1 872,70
26.02.2024;11;1 690,58
26.02.2024;12;1 649,49
26.02.2024;13;1 481,82
26.02.2024;14;1 475,99
26.02.2024;15;1 554,62
26.02.2024;16;1 647,46
26.02.2024;17;1 774,28
26.02.2024;18;1 957,16
26.02.2024;19;2 189,00
26.02.2024;20;2 128,12
26.02.2024;21;1 953,11
26.02.2024;22;1 732,18
26.02.2024;23;1 654,05
26.02.2024;24;1 541,18
27.02.2024;1;1 459,80
27.02.2024;2;1 458,03
27.02.2024;3;1 452,96
27.02.2024;4;1 440,80
27.02.2024;5;1 452,96
27.02.2024;6;1 624,73
27.02.2024;7;1 979,68
27.02.2024;8;2 394,41
27.02.2024;9;2 420,51
27.02.2024;10;2 047,32
27.02.2024;11;1 740,77
27.02.2024;12;1 640,70
27.02.2024;13;1 497,05
27.02.2024;14;1 496,79
27.02.2024;15;1 629,29
27.02.2024;16;1 801,32
27.02.2024;17;1 980,69
27.02.2024;18;2 492,20
27.02.2024;19;2 822,32
27.02.2024;20;2 664,48
27.02.2024;21;2 197,56
27.02.2024;22;1 956,37
27.02.2024;23;1 804,11
27.02.2024;24;1 646,02
28.02.2024;1;1 530,13
28.02.2024;2;1 505,79
28.02.2024;3;1 554,97
28.02.2024;4;1 608,71
28.02.2024;5;1 645,22
28.02.2024;6;1 744,59
28.02.2024;7;2 002,65
28.02.2024;8;2 480,50
28.02.2024;9;2 648,82
28.02.2024;10;2 166,41
28.02.2024;11;1 875,65
28.02.2024;12;1 712,39
28.02.2024;13;1 620,63
28.02.2024;14;1 594,77
28.02.2024;15;1 616,57
28.02.2024;16;1 849,54
28.02.2024;17;1 998,59
28.02.2024;18;2 337,52
28.02.2024;19;2 417,38
28.02.2024;20;2 130,92
28.02.2024;21;1 879,96
28.02.2024;22;1 802,39
28.02.2024;23;1 733,18
28.02.2024;24;1 478,16
29.02.2024;1;1 518,56
29.02.2024;2;1 480,26
29.02.2024;3;1 415,09
29.02.2024;4;1 362,34
29.02.2024;5;1 372,74
29.02.2024;6;1 527,18
29.02.2024;7;1 838,60
29.02.2024;8;2 064,56
29.02.2024;9;2 024,74
29.02.2024;10;1 829,72
29.02.2024;11;1 555,84
29.02.2024;12;1 424,98
29.02.2024;13;1 379,33
29.02.2024;14;1 423,20
29.02.2024;15;1 478,23
29.02.2024;16;1 700,13
29.02.2024;17;1 918,48
29.02.2024;18;2 111,22
29.02.2024;19;2 187,55
29.02.2024;20;2 053,91
29.02.2024;21;1 845,45
29.02.2024;22;1 705,46
29.02.2024;23;1 645,86
29.02.2024;24;1 544,42
01.03.2024;1;1 571,47
01.03.2024;2;1 555,77
01.03.2024;3;1 472,69
01.03.2024;4;1 464,83
01.03.2024;5;1 476,74
01.03.2024;6;1 582,87
01.03.2024;7;1 813,12
01.03.2024;8;2 010,19
01.03.2024;9;2 115,06
01.03.2024;10;1 931,92
01.03.2024;11;1 683,43
01.03.2024;12;1 640,37
01.03.2024;13;1 546,65
01.03.2024;14;1 614,28
01.03.2024;15;1 699,90
01.03.2024;16;1 812,11
01.03.2024;17;1 950,92
01.03.2024;18;2 245,25
01.03.2024;19;2 354,68
01.03.2024;20;2 208,52
01.03.2024;21;1 962,82
01.03.2024;22;1 814,14
01.03.2024;23;1 774,62
01.03.2024;24;1 681,66
02.03.2024;1;1 518,53
02.03.2024;2;1 419,24
02.03.2024;3;1 418,99
02.03.2024;4;1 405,31
02.03.2024;5;1 390,11
02.03.2024;6;1 418,23
02.03.2024;7;1 433,17
02.03.2024;8;1 536,77
02.03.2024;9;1 615,04
02.03.2024;10;1 665,45
02.03.2024;11;1 530,95
02.03.2024;12;1 508,66
02.03.2024;13;1 420,00
02.03.2024;14;1 390,62
02.03.2024;15;1 516,25
02.03.2024;16;1 673,81
02.03.2024;17;1 849,09
02.03.2024;18;2 043,12
02.03.2024;19;2 370,89
02.03.2024;20;2 277,17
02.03.2024;21;1 949,90
02.03.2024;22;1 776,39
02.03.2024;23;1 602,63
02.03.2024;24;1 457,24
03.03.2024;1;1 400,50
03.03.2024;2;1 392,14
03.03.2024;3;1 391,12
03.03.2024;4;1 413,16
03.03.2024;5;1 401,51
03.03.2024;6;1 420,51
03.03.2024;7;1 438,49
03.03.2024;8;1 467,62
03.03.2024;9;1 423,55
03.03.2024;10;1 405,31
03.03.2024;11;1 357,69
03.03.2024;12;1 294,87
03.03.2024;13;1 216,60
03.03.2024;14;1 076,78
03.03.2024;15;1 186,46
03.03.2024;16;1 373,14
03.03.2024;17;1 526,89
03.03.2024;18;1 902,28
03.03.2024;19;2 116,58
03.03.2024;20;2 202,70
03.03.2024;21;2 071,99
03.03.2024;22;1 899,75
03.03.2024;23;1 828,32
03.03.2024;24;1 834,40
04.03.2024;1;1 752,79
04.03.2024;2;1 721,61
04.03.2024;3;1 709,18
04.03.2024;4;1 679,01
04.03.2024;5;1 663,03
04.03.2024;6;1 795,90
04.03.2024;7;2 058,32
04.03.2024;8;2 451,07
04.03.2024;9;2 610,80
04.03.2024;10;2 155,68
04.03.2024;11;1 511,92
04.03.2024;12;1 439,40
04.03.2024;13;1 467,04
04.03.2024;14;1 517,50
04.03.2024;15;1 584,69
04.03.2024;16;1 771,30
04.03.2024;17;1 959,43
04.03.2024;18;2 304,26
04.03.2024;19;2 666,84
04.03.2024;20;2 513,44
04.03.2024;21;2 041,59
04.03.2024;22;1 810,09
04.03.2024;23;1 711,97
04.03.2024;24;1 620,95
05.03.2024;1;1 571,00
05.03.2024;2;1 563,64
05.03.2024;3;1 555,02
05.03.2024;4;1 517,75
05.03.2024;5;1 535,50
05.03.2024;6;1 563,64
05.03.2024;7;1 813,64
05.03.2024;8;2 010,14
05.03.2024;9;2 104,97
05.03.2024;10;1 952,34
05.03.2024;11;1 804,01
05.03.2024;12;1 767,75
05.03.2024;13;1 703,60
05.03.2024;14;1 711,21
05.03.2024;15;1 801,22
05.03.2024;16;1 865,87
05.03.2024;17;1 948,03
05.03.2024;18;2 247,97
05.03.2024;19;2 686,62
05.03.2024;20;2 905,18
05.03.2024;21;2 397,32
05.03.2024;22;2 123,48
05.03.2024;23;1 958,93
05.03.2024;24;1 824,55
06.03.2024;1;1 800,56
06.03.2024;2;1 792,95
06.03.2024;3;1 786,87
06.03.2024;4;1 768,61
06.03.2024;5;1 786,87
06.03.2024;6;1 874,36
06.03.2024;7;2 129,73
06.03.2024;8;2 704,39
06.03.2024;9;2 756,63
06.03.2024;10;2 211,65
06.03.2024;11;1 777,99
06.03.2024;12;1 702,92
06.03.2024;13;1 755,67
06.03.2024;14;1 757,19
06.03.2024;15;1 791,43
06.03.2024;16;1 849,51
06.03.2024;17;2 066,33
06.03.2024;18;2 559,59
06.03.2024;19;3 027,98
06.03.2024;20;3 023,17
06.03.2024;21;2 366,34
06.03.2024;22;2 032,60
06.03.2024;23;1 977,57
06.03.2024;24;1 885,26
07.03.2024;1;1 859,65
07.03.2024;2;1 834,04
07.03.2024;3;1 783,82
07.03.2024;4;1 742,49
07.03.2024;5;1 772,41
07.03.2024;6;1 854,58
07.03.2024;7;2 137,09
07.03.2024;8;2 617,15
07.03.2024;9;2 452,31
07.03.2024;10;2 005,72
07.03.2024;11;1 808,42
07.03.2024;12;1 677,82
07.03.2024;13;1 567,76
07.03.2024;14;1 529,97
07.03.2024;15;1 609,35
07.03.2024;16;1 773,43
07.03.2024;17;1 945,62
07.03.2024;18;2 354,68
07.03.2024;19;2 686,39
07.03.2024;20;2 407,93
07.03.2024;21;2 232,95
07.03.2024;22;1 971,49
07.03.2024;23;1 903,52
07.03.2024;24;1 771,14
08.03.2024;1;1 777,93
08.03.2024;2;1 694,42
08.03.2024;3;1 695,69
08.03.2024;4;1 669,88
08.03.2024;5;1 738,96
08.03.2024;6;1 781,73
08.03.2024;7;2 206,09
08.03.2024;8;2 405,24
08.03.2024;9;2 249,36
08.03.2024;10;1 881,68
08.03.2024;11;1 462,63
08.03.2024;12;1 427,20
08.03.2024;13;2 019,09
08.03.2024;14;2 024,40
08.03.2024;15;1 619,52
08.03.2024;16;1 737,95
08.03.2024;17;1 770,84
08.03.2024;18;2 109,68
08.03.2024;19;2 356,40
08.03.2024;20;2 286,05
08.03.2024;21;2 074,25
08.03.2024;22;1 832,59
08.03.2024;23;1 760,22
08.03.2024;24;1 622,56
09.03.2024;1;1 579,79
09.03.2024;2;1 535,00
09.03.2024;3;1 509,44
09.03.2024;4;1 468,45
09.03.2024;5;1 405,95
09.03.2024;6;1 402,91
09.03.2024;7;1 445,17
09.03.2024;8;1 342,68
09.03.2024;9;1 342,68
09.03.2024;10;1 217,68
09.03.2024;11;847,46
09.03.2024;12;197,13
09.03.2024;13;9,62
09.03.2024;14;-18,98
09.03.2024;15;218,89
09.03.2024;16;806,47
09.03.2024;17;1 330,79
09.03.2024;18;1 791,59
09.03.2024;19;1 963,92
09.03.2024;20;1 902,68
09.03.2024;21;1 704,04
09.03.2024;22;1 530,19
09.03.2024;23;1 546,90
09.03.2024;24;1 470,98
10.03.2024;1;1 231,09
10.03.2024;2;1 165,55
10.03.2024;3;1 037,00
10.03.2024;4;899,59
10.03.2024;5;819,63
10.03.2024;6;816,85
10.03.2024;7;858,09
10.03.2024;8;999,29
10.03.2024;9;930,47
10.03.2024;10;744,98
10.03.2024;11;161,19
10.03.2024;12;192,82
10.03.2024;13;30,11
10.03.2024;14;-34,92
10.03.2024;15;145,5
10.03.2024;16;487,88
10.03.2024;17;1 266,01
10.03.2024;18;1 485,91
10.03.2024;19;1 725,04
10.03.2024;20;1 679,49
10.03.2024;21;1 528,68
10.03.2024;22;1 430,49
10.03.2024;23;1 412,78
10.03.2024;24;1 373,30
11.03.2024;1;1 233,83
11.03.2024;2;1 208,51
11.03.2024;3;1 235,61
11.03.2024;4;1 214,84
11.03.2024;5;1 255,87
11.03.2024;6;1 422,51
11.03.2024;7;1 946,23
11.03.2024;8;2 103,50
11.03.2024;9;2 228,60
11.03.2024;10;2 063,23
11.03.2024;11;1 813,52
11.03.2024;12;1 653,47
11.03.2024;13;1 595,48
11.03.2024;14;1 679,55
11.03.2024;15;1 696,78
11.03.2024;16;1 860,12
11.03.2024;17;2 013,34
11.03.2024;18;2 297,48
11.03.2024;19;2 542,12
11.03.2024;20;2 739,41
11.03.2024;21;2 230,12
11.03.2024;22;1 946,48
11.03.2024;23;1 902,67
11.03.2024;24;1 698,80
12.03.2024;1;1 749,95
12.03.2024;2;1 656,70
12.03.2024;3;1 680,71
12.03.2024;4;1 647,60
12.03.2024;5;1 675,40
12.03.2024;6;1 797,71
12.03.2024;7;2 177,26
12.03.2024;8;2 430,47
12.03.2024;9;2 546,96
12.03.2024;10;2 374,12
12.03.2024;11;2 166,90
12.03.2024;12;2 034,74
12.03.2024;13;1 980,92
12.03.2024;14;1 967,27
12.03.2024;15;1 981,42
12.03.2024;16;2 160,59
12.03.2024;17;2 504,76
12.03.2024;18;2 772,62
12.03.2024;19;3 293,69
12.03.2024;20;3 100,38
12.03.2024;21;2 435,52
12.03.2024;22;2 094,13
12.03.2024;23;1 982,68
12.03.2024;24;1 768,90
13.03.2024;1;1 607,68
13.03.2024;2;1 563,71
13.03.2024;3;1 549,30
13.03.2024;4;1 537,17
13.03.2024;5;1 599,84
13.03.2024;6;1 708,25
13.03.2024;7;2 021,60
13.03.2024;8;2 274,30
13.03.2024;9;2 319,53
13.03.2024;10;1 993,80
13.03.2024;11;1 746,16
13.03.2024;12;1 668,58
13.03.2024;13;1 666,05
13.03.2024;14;1 722,91
13.03.2024;15;1 783,81
13.03.2024;16;1 887,92
13.03.2024;17;2 051,67
13.03.2024;18;2 371,34
13.03.2024;19;2 587,65
13.03.2024;20;2 526,50
13.03.2024;21;2 133,55
13.03.2024;22;1 843,95
13.03.2024;23;1 741,10
13.03.2024;24;1 614,25
14.03.2024;1;1 593,64
14.03.2024;2;1 432,74
14.03.2024;3;1 448,35
14.03.2024;4;1 435,26
14.03.2024;5;1 554,61
14.03.2024;6;1 667,42
14.03.2024;7;2 045,88
14.03.2024;8;2 258,65
14.03.2024;9;2 064,51
14.03.2024;10;1 654,58
14.03.2024;11;1 367,78
14.03.2024;12;1 324,22
14.03.2024;13;1 348,64
14.03.2024;14;1 394,47
14.03.2024;15;1 450,62
14.03.2024;16;1 661,88
14.03.2024;17;1 989,98
14.03.2024;18;2 387,32
14.03.2024;19;2 889,91
14.03.2024;20;2 451,27
14.03.2024;21;2 073,07
14.03.2024;22;1 815,48
14.03.2024;23;1 649,29
14.03.2024;24;1 422,92
15.03.2024;1;1 214,74
15.03.2024;2;1 164,43
15.03.2024;3;1 139,02
15.03.2024;4;1 095,00
15.03.2024;5;1 155,12
15.03.2024;6;1 394,59
15.03.2024;7;1 965,36
15.03.2024;8;2 012,40
15.03.2024;9;1 811,16
15.03.2024;10;1 353,34
15.03.2024;11;1 167,70
15.03.2024;12;985,32
15.03.2024;13;982,81
15.03.2024;14;1 052,99
15.03.2024;15;1 098,77
15.03.2024;16;1 312,84
15.03.2024;17;1 739,97
15.03.2024;18;2 218,92
15.03.2024;19;2 423,18
15.03.2024;20;2 213,39
15.03.2024;21;1 811,16
15.03.2024;22;1 609,92
15.03.2024;23;1 606,65
15.03.2024;24;1 233,10
16.03.2024;1;1 303,53
16.03.2024;2;1 049,22
16.03.2024;3;1 014,75
16.03.2024;4;978,03
16.03.2024;5;1 006,20
16.03.2024;6;1 122,17
16.03.2024;7;1 349,06
16.03.2024;8;1 427,30
16.03.2024;9;1 321,90
16.03.2024;10;1 182,54
16.03.2024;11;1 128,96
16.03.2024;12;1 071,10
16.03.2024;13;997,14
16.03.2024;14;739,31
16.03.2024;15;1 477,10
16.03.2024;16;1 472,57
16.03.2024;17;1 641,36
16.03.2024;18;1 837,57
16.03.2024;19;2 061,96
16.03.2024;20;2 230,24
16.03.2024;21;2 015,67
16.03.2024;22;1 837,07
16.03.2024;23;1 820,22
16.03.2024;24;1 687,90
17.03.2024;1;1 634,82
17.03.2024;2;1 512,32
17.03.2024;3;1 406,17
17.03.2024;4;1 459,24
17.03.2024;5;1 495,47
17.03.2024;6;1 490,18
17.03.2024;7;1 535,46
17.03.2024;8;1 391,07
17.03.2024;9;1 247,44
17.03.2024;10;1 172,73
17.03.2024;11;1 048,71
17.03.2024;12;1 025,07
17.03.2024;13;1 044,44
17.03.2024;14;990,1
17.03.2024;15;1 164,68
17.03.2024;16;1 356,11
17.03.2024;17;1 756,57
17.03.2024;18;2 067,24
17.03.2024;19;2 306,21
17.03.2024;20;2 209,87
17.03.2024;21;1 959,32
17.03.2024;22;1 819,46
17.03.2024;23;1 813,68
17.03.2024;24;1 657,97
18.03.2024;1;1 615,82
18.03.2024;2;1 439,93
18.03.2024;3;1 469,41
18.03.2024;4;1 487,30
18.03.2024;5;1 604,48
18.03.2024;6;1 757,70
18.03.2024;7;2 143,76
18.03.2024;8;2 462,29
18.03.2024;9;2 380,14
18.03.2024;10;2 086,56
18.03.2024;11;1 838,09
18.03.2024;12;1 680,08
18.03.2024;13;1 703,02
18.03.2024;14;1 758,96
18.03.2024;15;1 845,40
18.03.2024;16;1 999,12
18.03.2024;17;2 225,41
18.03.2024;18;2 722,10
18.03.2024;19;3 573,86
