Date,Daily_Average_Price,Hourly_Price
2023-11-16,2864.46,
2023-11-17,2956.08,
2023-11-18,2293.22,
2023-11-19,990.92,
2023-11-20,2628.46,
2023-11-21,3021.06,
2023-11-22,2710.79,
2023-11-23,2035.55,
2023-11-24,1854.85,
2023-11-25,2283.73,
2023-11-26,2468.9,
2023-11-27,2838.36,
2023-11-28,2982.22,
2023-11-29,3414.93,
2023-11-30,4085.3,
2023-12-01,3817.97,
2023-12-02,2710.72,
2023-12-03,2399.96,
2023-12-04,2867.08,
2023-12-05,2961.51,
2023-12-06,3155.62,
2023-12-07,2879.27,
2023-12-08,2570.8,
2023-12-09,2183.26,
2023-12-10,1591.14,
2023-12-11,2238.53,
2023-12-12,2662.57,
2023-12-13,2391.1,
2023-12-14,2607.36,
2023-12-15,2312.16,
2023-12-16,1735.23,
2023-12-17,1414.22,
2023-12-18,1987.02,
2023-12-19,1943.33,
2023-12-20,1816.44,
2023-12-21,1717.52,
2023-12-22,656.03,
2023-12-23,743.03,
2023-12-24,19.23,
2023-12-25,41.02,
2023-12-26,405.82,
2023-12-27,1472.0,
2023-12-28,668.05,
2023-12-29,278.49,
2023-12-30,854.31,
2023-12-31,332.53,
2024-01-01,441.01,
2024-01-02,1382.36,
2024-01-03,1261.11,
2024-01-04,2051.95,
2024-01-05,2314.17,
2024-01-06,2181.5,
2024-01-07,2123.71,
2024-01-08,2493.6,
2024-01-09,2681.72,
2024-01-10,2751.54,
2024-01-11,2695.93,
2024-01-12,2634.41,
2024-01-13,2080.73,
2024-01-14,1897.94,
2024-01-15,2183.6,
2024-01-16,2614.02,
2024-01-17,2483.82,
2024-01-18,2366.93,
2024-01-19,2004.47,
2024-01-20,1847.48,
2024-01-21,1765.72,
2024-01-22,2119.63,
2024-01-23,1984.34,
2024-01-24,1894.73,
2024-01-25,1931.26,
2024-01-26,1902.42,
2024-01-27,1689.66,
2024-01-28,1593.68,
2024-01-29,2016.08,
2024-01-30,1958.3,
2024-01-31,2137.0,
2024-02-01,2191.51,
2024-02-02,2097.89,
2024-02-03,1779.87,
2024-02-04,1456.43,
2024-02-05,1702.85,
2024-02-06,1665.99,
2024-02-07,1974.45,
2024-02-08,2251.93,
2024-02-09,1896.86,
2024-02-10,1814.34,
2024-02-11,1558.75,
2024-02-12,1905.07,
2024-02-13,1871.03,
2024-02-14,1784.07,
2024-02-15,1844.0,
2024-02-16,1582.56,
2024-02-17,1692.56,
2024-02-18,1350.96,
2024-02-19,1706.18,
2024-02-20,1681.82,
2024-02-21,1548.49,
2024-02-22,1463.08,
2024-02-23,1608.46,
2024-02-24,1449.98,
2024-02-25,1545.61,
2024-02-26,1690.37,
2024-02-27,1879.2,
2024-02-28,1872.31,
2024-02-29,1683.66,
2024-03-01,1791.0,
2024-03-02,1632.81,
2024-03-03,1543.43,
2024-03-04,1896.57,
2024-03-05,1913.89,
2024-03-06,2091.09,
2024-03-07,1970.82,
2024-03-08,1883.52,
2024-03-09,1231.31,
2024-03-10,932.78,
2024-03-11,1815.92,
2024-03-12,2165.89,
2024-03-13,1896.69,
2024-03-14,1765.94,
2024-03-15,1490.08,
2024-03-16,1407.2,
2024-03-17,1523.51,
2024-03-18,2076.87,
2024-03-19,2077.48,
2024-03-20,2207.65,
2024-03-21,2032.07,
2024-03-22,1736.28,
2024-03-23,1038.85,
2024-03-24,748.46,
2024-03-25,2143.18,
2024-03-26,1674.32,
2024-03-27,1822.76,
2024-03-28,1340.74,
2024-03-29,949.14,
2024-03-30,1289.39,
2024-03-31,1045.1,
2024-04-01,813.86,
2024-04-02,849.31,
2024-04-03,2135.6,
2024-04-04,1660.47,
2024-04-05,1330.4,
2024-04-06,957.92,
2024-04-07,525.62,
2024-04-08,1866.79,
2024-04-09,1506.72,
2024-04-10,1738.73,
2024-04-11,1485.67,
2024-04-12,1517.25,
2024-04-13,448.77,
2024-04-14,407.3,
2024-04-15,2031.9,
2024-04-16,1686.99,
2024-04-17,2350.93,
2024-04-18,2403.09,
2024-04-19,1747.06,
2024-04-20,1513.54,
2024-04-21,1379.21,
2024-04-22,2488.67,
2024-04-23,2533.91,
2024-04-24,2461.3,
2024-04-25,2295.79,
2024-04-26,2174.25,
2024-04-27,1553.29,
2024-04-28,332.03,
2024-04-29,1980.35,
2024-04-30,1677.04,
2024-05-01,154.0,
2024-05-02,967.0,
2024-05-03,1984.9,
2024-05-04,1827.62,
2024-05-05,1337.56,
2024-05-06,2219.58,
2024-05-07,2321.54,
2024-05-08,2251.79,
2024-05-09,1543.89,
2024-05-10,1869.44,
2024-05-11,1353.84,
2024-05-12,155.74,
2024-05-13,1210.88,
2024-05-14,983.9,
2024-05-15,1314.92,
2024-05-16,1458.79,
2024-05-17,2067.76,
2024-05-18,1396.46,
2024-05-18,,1504.59
2024-05-18,,1566.61
2024-05-18,,1624.68
2024-05-18,,1721.05
2024-05-18,,1821.37
2024-05-18,,1797.41
2024-05-18,,1757.62
2024-05-18,,1589.84
2024-05-18,,1180.15
2024-05-18,,233.02
2024-05-18,,17.54
2024-05-18,,-0.49
2024-05-18,,-33.61
2024-05-18,,-72.65
2024-05-18,,-56.59
2024-05-18,,-6.42
2024-05-18,,1262.68
2024-05-18,,2099.61
2024-05-18,,2747.01
2024-05-18,,3305.21
2024-05-18,,3052.18
2024-05-18,,2449.5
2024-05-18,,2210.31
2024-05-19,1274.92,2255.28
2024-05-19,,2245.89
2024-05-19,,2226.37
2024-05-19,,2191.28
2024-05-19,,2170.28
2024-05-19,,2028.94
2024-05-19,,1884.88
2024-05-19,,1747.74
2024-05-19,,1151.49
2024-05-19,,68.94
2024-05-19,,-83.52
2024-05-19,,-108.72
2024-05-19,,-175.44
2024-05-19,,-327.9
2024-05-19,,-526.08
2024-05-19,,-384.49
2024-05-19,,-120.58
2024-05-19,,26.44
2024-05-19,,1704.0
2024-05-19,,2146.8
2024-05-19,,2670.66
2024-05-19,,3067.75
2024-05-19,,2574.78
2024-05-19,,2163.36
2024-05-20,1746.21,2274.07
2024-05-20,,2054.58
2024-05-20,,2189.69
2024-05-20,,2180.28
2024-05-20,,2233.73
2024-05-20,,2321.58
2024-05-20,,2641.28
2024-05-20,,2650.19
2024-05-20,,1778.42
2024-05-20,,749.03
2024-05-20,,251.16
2024-05-20,,91.8
2024-05-20,,12.37
2024-05-20,,-49.0
2024-05-20,,-63.1
2024-05-20,,457.78
2024-05-20,,866.08
2024-05-20,,2240.16
2024-05-20,,2512.85
2024-05-20,,3041.66
2024-05-20,,3607.57
2024-05-20,,3080.26
2024-05-20,,2585.85
2024-05-20,,2200.82
2024-05-21,2077.58,2148.11
2024-05-21,,1932.34
2024-05-21,,1860.58
2024-05-21,,1905.61
2024-05-21,,1817.27
2024-05-21,,1994.94
2024-05-21,,2757.58
2024-05-21,,3041.9
2024-05-21,,2401.25
2024-05-21,,2053.09
2024-05-21,,1682.91
2024-05-21,,1374.34
2024-05-21,,1014.79
2024-05-21,,1527.01
2024-05-21,,1396.61
2024-05-21,,1766.3
2024-05-21,,2019.93
2024-05-21,,2227.3
2024-05-21,,2542.3
2024-05-21,,3228.98
2024-05-21,,2428.47
2024-05-21,,2283.47
2024-05-21,,2304.01
2024-05-21,,2152.82
2024-05-22,2152.11,1778.42
2024-05-22,,1574.77
2024-05-22,,1598.28
2024-05-22,,1474.55
2024-05-22,,1504.25
2024-05-22,,1727.45
2024-05-22,,2410.41
2024-05-22,,2574.47
2024-05-22,,2474.5
2024-05-22,,2051.11
2024-05-22,,1801.19
2024-05-22,,1782.63
2024-05-22,,1596.79
2024-05-22,,1386.21
2024-05-22,,1486.93
2024-05-22,,1828.16
2024-05-22,,2140.94
2024-05-22,,2257.49
2024-05-22,,2444.31
2024-05-22,,3642.22
2024-05-22,,3825.08
2024-05-22,,3301.73
2024-05-22,,2674.69
2024-05-22,,2314.15
2024-05-23,2298.84,1936.64
2024-05-23,,1910.73
2024-05-23,,1804.11
2024-05-23,,1853.96
2024-05-23,,1894.68
2024-05-23,,2053.87
2024-05-23,,2616.57
2024-05-23,,2889.29
2024-05-23,,2403.34
2024-05-23,,1864.08
2024-05-23,,1828.29
2024-05-23,,1594.08
2024-05-23,,1305.08
2024-05-23,,1117.02
2024-05-23,,1426.01
2024-05-23,,1807.32
2024-05-23,,2092.37
2024-05-23,,2340.9
2024-05-23,,2790.81
2024-05-23,,3803.93
2024-05-23,,4381.69
2024-05-23,,3783.44
2024-05-23,,3093.39
2024-05-23,,2580.54
2024-05-24,2464.04,2547.52
2024-05-24,,2320.81
2024-05-24,,2215.12
2024-05-24,,2170.82
2024-05-24,,2248.54
2024-05-24,,2542.82
2024-05-24,,3042.52
2024-05-24,,3026.93
2024-05-24,,2647.26
2024-05-24,,2465.59
2024-05-24,,2213.64
2024-05-24,,2018.61
2024-05-24,,1978.76
2024-05-24,,1913.67
2024-05-24,,1940.65
2024-05-24,,2056.48
2024-05-24,,2085.68
2024-05-24,,2448.52
2024-05-24,,2770.27
2024-05-24,,3206.11
2024-05-24,,3269.72
2024-05-24,,2821.5
2024-05-24,,2714.33
2024-05-24,,2471.04
2024-05-25,1768.17,2346.86
2024-05-25,,2270.18
2024-05-25,,2235.55
2024-05-25,,2204.63
2024-05-25,,2201.66
2024-05-25,,2270.92
2024-05-25,,2273.15
2024-05-25,,2129.93
2024-05-25,,1884.31
2024-05-25,,1591.45
2024-05-25,,1004.98
2024-05-25,,228.8
2024-05-25,,80.14
2024-05-25,,0.99
2024-05-25,,0.0
2024-05-25,,0.49
2024-05-25,,350.99
2024-05-25,,1872.93
2024-05-25,,2372.58
2024-05-25,,2862.33
2024-05-25,,3318.69
2024-05-25,,3430.99
2024-05-25,,2895.48
2024-05-25,,2608.06
2024-05-26,1447.23,2724.01
2024-05-26,,2529.88
2024-05-26,,2331.54
2024-05-26,,2334.02
2024-05-26,,2365.92
2024-05-26,,2300.14
2024-05-26,,2163.38
2024-05-26,,1860.44
2024-05-26,,327.67
2024-05-26,,0.49
2024-05-26,,0.0
2024-05-26,,-2.23
2024-05-26,,-53.42
2024-05-26,,-267.83
2024-05-26,,-600.44
2024-05-26,,-249.03
2024-05-26,,-15.09
2024-05-26,,1426.67
2024-05-26,,2322.39
2024-05-26,,2792.76
2024-05-26,,2801.17
2024-05-26,,2901.82
2024-05-26,,2575.38
2024-05-26,,2163.88
2024-05-27,2518.71,1916.33
2024-05-27,,1873.05
2024-05-27,,1858.21
2024-05-27,,1858.21
2024-05-27,,1946.0
2024-05-27,,2099.08
2024-05-27,,2698.04
2024-05-27,,3133.04
2024-05-27,,2978.98
2024-05-27,,2236.83
2024-05-27,,1916.33
2024-05-27,,1851.29
2024-05-27,,1717.99
2024-05-27,,1688.81
2024-05-27,,1667.79
2024-05-27,,1918.31
2024-05-27,,2130.74
2024-05-27,,2601.6
2024-05-27,,3137.5
2024-05-27,,4351.49
2024-05-27,,5154.72
2024-05-27,,3873.21
2024-05-27,,3149.12
2024-05-27,,2692.36
2024-05-28,2248.83,2440.85
2024-05-28,,2234.85
2024-05-28,,2182.67
2024-05-28,,2110.21
2024-05-28,,2076.83
2024-05-28,,2193.8
2024-05-28,,2769.76
2024-05-28,,3016.32
2024-05-28,,2557.82
2024-05-28,,2137.17
2024-05-28,,1814.93
2024-05-28,,1744.21
2024-05-28,,1541.17
2024-05-28,,1394.03
2024-05-28,,1394.28
2024-05-28,,1656.91
2024-05-28,,1837.19
2024-05-28,,2136.42
2024-05-28,,2494.02
2024-05-28,,3063.31
2024-05-28,,3471.84
2024-05-28,,2885.0
2024-05-28,,2506.88
2024-05-28,,2311.51
2024-05-29,2027.95,1740.35
2024-05-29,,1497.7
2024-05-29,,1246.15
2024-05-29,,1500.43
2024-05-29,,1485.09
2024-05-29,,1408.16
2024-05-29,,1989.19
2024-05-29,,2382.72
2024-05-29,,2282.55
2024-05-29,,1724.28
2024-05-29,,1691.13
2024-05-29,,1549.65
2024-05-29,,1469.26
2024-05-29,,1550.14
2024-05-29,,1548.66
2024-05-29,,1738.13
2024-05-29,,1784.63
2024-05-29,,2277.1
2024-05-29,,2552.65
2024-05-29,,2923.92
2024-05-29,,3393.15
2024-05-29,,3462.9
2024-05-29,,2999.37
2024-05-29,,2473.5
2024-05-30,2369.41,2513.79
2024-05-30,,2418.91
2024-05-30,,2303.81
2024-05-30,,2364.69
2024-05-30,,2404.12
2024-05-30,,2563.57
2024-05-30,,2587.72
2024-05-30,,2555.19
2024-05-30,,2357.29
2024-05-30,,2266.35
2024-05-30,,2037.16
2024-05-30,,1938.58
2024-05-30,,1762.12
2024-05-30,,1565.2
2024-05-30,,1564.71
2024-05-30,,1682.51
2024-05-30,,2081.52
2024-05-30,,2243.93
2024-05-30,,2674.48
2024-05-30,,3008.17
2024-05-30,,3472.48
2024-05-30,,3316.72
2024-05-30,,2699.12
2024-05-30,,2483.72
2024-05-31,2241.02,2394.86
2024-05-31,,2014.35
2024-05-31,,1975.77
2024-05-31,,1849.18
2024-05-31,,1872.42
2024-05-31,,2233.41
2024-05-31,,2658.18
2024-05-31,,2751.15
2024-05-31,,2742.5
2024-05-31,,2521.95
2024-05-31,,2247.01
2024-05-31,,2060.58
2024-05-31,,1888.99
2024-05-31,,1729.02
2024-05-31,,1644.46
2024-05-31,,1678.58
2024-05-31,,1877.62
2024-05-31,,2143.66
2024-05-31,,2484.12
2024-05-31,,2763.02
2024-05-31,,2855.74
2024-05-31,,2620.6
2024-05-31,,2562.99
2024-05-31,,2214.37
2024-06-01,1500.12,2178.52
2024-06-01,,2090.34
2024-06-01,,2025.44
2024-06-01,,1800.53
2024-06-01,,1829.02
2024-06-01,,1828.27
2024-06-01,,1950.39
2024-06-01,,1870.13
2024-06-01,,1817.13
2024-06-01,,1537.97
2024-06-01,,1184.01
2024-06-01,,1051.98
2024-06-01,,532.55
2024-06-01,,187.01
2024-06-01,,69.85
2024-06-01,,138.22
2024-06-01,,326.47
2024-06-01,,1290.76
2024-06-01,,1994.73
2024-06-01,,2098.27
2024-06-01,,1981.6
2024-06-01,,2003.4
2024-06-01,,2260.51
2024-06-01,,1955.84
2024-06-02,670.86,1316.78
2024-06-02,,1210.55
2024-06-02,,968.19
2024-06-02,,835.52
2024-06-02,,213.7
2024-06-02,,119.57
2024-06-02,,121.05
2024-06-02,,101.54
2024-06-02,,23.96
2024-06-02,,0.0
2024-06-02,,34.34
2024-06-02,,11.12
2024-06-02,,-12.35
2024-06-02,,-125.5
2024-06-02,,-432.09
2024-06-02,,-472.36
2024-06-02,,-162.06
2024-06-02,,-70.16
2024-06-02,,967.94
2024-06-02,,1957.13
2024-06-02,,2068.8
2024-06-02,,2522.63
2024-06-02,,2584.64
2024-06-02,,2317.58
2024-06-03,2888.14,2339.81
2024-06-03,,2147.85
2024-06-03,,2129.82
2024-06-03,,2115.0
2024-06-03,,2068.8
2024-06-03,,2427.76
2024-06-03,,3226.72
2024-06-03,,4738.17
2024-06-03,,4022.22
2024-06-03,,3139.02
2024-06-03,,2439.62
2024-06-03,,2364.52
2024-06-03,,2003.33
2024-06-03,,1874.62
2024-06-03,,1768.63
2024-06-03,,1814.58
2024-06-03,,1951.2
2024-06-03,,2692.6
2024-06-03,,3186.45
2024-06-03,,4427.63
2024-06-03,,5201.14
2024-06-03,,4750.03
2024-06-03,,3598.53
2024-06-03,,2887.27
2024-06-04,2656.93,2646.4
2024-06-04,,2480.38
2024-06-04,,2365.5
2024-06-04,,2339.56
2024-06-04,,2332.4
2024-06-04,,2608.11
2024-06-04,,3504.65
2024-06-04,,4275.2
2024-06-04,,3493.29
2024-06-04,,2742.75
2024-06-04,,2234.32
2024-06-04,,1998.14
2024-06-04,,1679.45
2024-06-04,,1384.96
2024-06-04,,1159.9
2024-06-04,,1108.02
2024-06-04,,1965.78
2024-06-04,,2342.78
2024-06-04,,2957.44
2024-06-04,,4162.55
2024-06-04,,5536.39
2024-06-04,,3441.16
2024-06-04,,2764.98
2024-06-04,,2242.23
2024-06-05,2210.53,1902.7
2024-06-05,,1575.41
2024-06-05,,1553.4
2024-06-05,,1645.12
2024-06-05,,1607.05
2024-06-05,,2040.14
2024-06-05,,2693.74
2024-06-05,,3637.05
2024-06-05,,2820.55
2024-06-05,,2111.58
2024-06-05,,1754.87
2024-06-05,,1588.26
2024-06-05,,1242.43
2024-06-05,,770.52
2024-06-05,,672.14
2024-06-05,,1451.31
2024-06-05,,1443.15
2024-06-05,,2253.72
2024-06-05,,2863.07
2024-06-05,,3269.96
2024-06-05,,3848.9
2024-06-05,,3970.28
2024-06-05,,3545.84
2024-06-05,,2791.63
2024-06-06,2171.98,2500.77
2024-06-06,,2395.77
2024-06-06,,2192.2
2024-06-06,,2171.4
2024-06-06,,2234.05
2024-06-06,,2556.24
2024-06-06,,3098.84
2024-06-06,,3182.3
2024-06-06,,2419.54
2024-06-06,,1781.35
2024-06-06,,1431.42
2024-06-06,,737.75
2024-06-06,,568.11
2024-06-06,,444.53
2024-06-06,,577.77
2024-06-06,,734.03
2024-06-06,,1415.57
2024-06-06,,2273.92
2024-06-06,,2584.23
2024-06-06,,2971.06
2024-06-06,,3912.87
2024-06-06,,4045.36
2024-06-06,,3221.18
2024-06-06,,2677.34
2024-06-07,2047.8,2539.26
2024-06-07,,2357.23
2024-06-07,,2234.65
2024-06-07,,2118.72
2024-06-07,,2036.34
2024-06-07,,2366.61
2024-06-07,,2800.46
2024-06-07,,2906.52
2024-06-07,,2515.83
2024-06-07,,1942.62
2024-06-07,,1505.06
2024-06-07,,1020.88
2024-06-07,,836.39
2024-06-07,,625.5
2024-06-07,,412.15
2024-06-07,,221.74
2024-06-07,,621.06
2024-06-07,,1565.49
2024-06-07,,2399.41
2024-06-07,,3087.32
2024-06-07,,3685.2
2024-06-07,,3715.54
2024-06-07,,3083.12
2024-06-07,,2550.11
2024-06-08,1180.36,2498.73
2024-06-08,,2292.29
2024-06-08,,2129.7
2024-06-08,,2071.31
2024-06-08,,2072.05
2024-06-08,,2039.29
2024-06-08,,1976.22
2024-06-08,,1566.29
2024-06-08,,1046.49
2024-06-08,,298.33
2024-06-08,,-5.42
2024-06-08,,-56.91
2024-06-08,,-255.96
2024-06-08,,-590.01
2024-06-08,,-747.67
2024-06-08,,-514.38
2024-06-08,,-84.25
2024-06-08,,328.14
2024-06-08,,1570.97
2024-06-08,,2006.52
2024-06-08,,2333.43
2024-06-08,,2016.37
2024-06-08,,2403.64
2024-06-08,,1933.35
2024-06-09,701.68,1825.43
2024-06-09,,1559.28
2024-06-09,,1008.56
2024-06-09,,309.4
2024-06-09,,372.56
2024-06-09,,212.82
2024-06-09,,143.76
2024-06-09,,54.56
2024-06-09,,-4.67
2024-06-09,,-50.38
2024-06-09,,-189.72
2024-06-09,,-372.31
2024-06-09,,-606.51
2024-06-09,,-797.46
2024-06-09,,-912.72
2024-06-09,,-709.23
2024-06-09,,-29.74
2024-06-09,,210.12
2024-06-09,,1935.77
2024-06-09,,2396.55
2024-06-09,,2830.3
2024-06-09,,2599.05
2024-06-09,,2661.96
2024-06-09,,2392.87
2024-06-10,2342.33,1812.9
2024-06-10,,1781.93
2024-06-10,,1686.34
2024-06-10,,1702.06
2024-06-10,,1727.87
2024-06-10,,1921.27
2024-06-10,,2889.77
2024-06-10,,4521.06
2024-06-10,,3557.97
2024-06-10,,2595.86
2024-06-10,,2166.53
2024-06-10,,2056.93
2024-06-10,,1797.91
2024-06-10,,1797.91
2024-06-10,,1644.56
2024-06-10,,1642.35
2024-06-10,,2009.25
2024-06-10,,2230.92
2024-06-10,,2580.38
2024-06-10,,2993.48
2024-06-10,,3299.44
2024-06-10,,2977.02
2024-06-10,,2654.59
2024-06-10,,2167.51
2024-06-11,1834.56,1836.98
2024-06-11,,1688.79
2024-06-11,,1556.33
2024-06-11,,1478.43
2024-06-11,,1496.37
2024-06-11,,1597.87
2024-06-11,,2088.88
2024-06-11,,2484.78
2024-06-11,,2266.55
2024-06-11,,1769.65
2024-06-11,,1499.57
2024-06-11,,1479.91
2024-06-11,,1498.09
2024-06-11,,943.93
2024-06-11,,757.4
2024-06-11,,1420.43
2024-06-11,,1157.48
2024-06-11,,1601.31
2024-06-11,,2010.73
2024-06-11,,2679.41
2024-06-11,,2999.38
2024-06-11,,2934.75
2024-06-11,,2548.43
2024-06-11,,2233.87
2024-06-12,2281.31,2189.07
2024-06-12,,2097.42
2024-06-12,,1960.21
2024-06-12,,2017.36
2024-06-12,,2111.71
2024-06-12,,2318.89
2024-06-12,,3025.67
2024-06-12,,3256.5
2024-06-12,,2750.01
2024-06-12,,1964.89
2024-06-12,,1609.16
2024-06-12,,1495.1
2024-06-12,,1497.07
2024-06-12,,1235.2
2024-06-12,,1261.31
2024-06-12,,1138.14
2024-06-12,,1558.16
2024-06-12,,2244.0
2024-06-12,,2544.55
2024-06-12,,3159.93
2024-06-12,,3722.84
2024-06-12,,3784.92
2024-06-12,,3176.19
2024-06-12,,2633.24
2024-06-13,2398.41,2463.83
2024-06-13,,2304.24
2024-06-13,,2076.46
2024-06-13,,2103.63
2024-06-13,,2073.24
2024-06-13,,2464.08
2024-06-13,,3026.61
2024-06-13,,3224.0
2024-06-13,,2878.38
2024-06-13,,2101.41
2024-06-13,,1747.38
2024-06-13,,1562.84
2024-06-13,,1351.86
2024-06-13,,1191.03
2024-06-13,,1133.71
2024-06-13,,1601.87
2024-06-13,,2156.75
2024-06-13,,2261.99
2024-06-13,,2826.0
2024-06-13,,3526.89
2024-06-13,,4791.04
2024-06-13,,3994.3
2024-06-13,,2625.4
2024-06-13,,2074.97
2024-06-14,1880.27,1959.45
2024-06-14,,1675.65
2024-06-14,,1502.75
2024-06-14,,1497.07
2024-06-14,,1400.49
2024-06-14,,1615.87
2024-06-14,,2030.34
2024-06-14,,2402.07
2024-06-14,,2367.74
2024-06-14,,2077.52
2024-06-14,,1774.69
2024-06-14,,1580.8
2024-06-14,,1513.37
2024-06-14,,1194.99
2024-06-14,,1026.04
2024-06-14,,1029.0
2024-06-14,,1421.98
2024-06-14,,1903.88
2024-06-14,,2181.26
2024-06-14,,3309.8
2024-06-14,,3254.47
2024-06-14,,2815.8
2024-06-14,,2126.18
2024-06-14,,1465.2
2024-06-15,225.07,1512.88
2024-06-15,,1062.1
2024-06-15,,793.86
2024-06-15,,815.59
2024-06-15,,549.33
2024-06-15,,239.1
2024-06-15,,38.04
2024-06-15,,2.22
2024-06-15,,0.0
2024-06-15,,-1.48
2024-06-15,,-248.98
2024-06-15,,-729.88
2024-06-15,,-1129.28
2024-06-15,,-1624.27
2024-06-15,,-1985.88
2024-06-15,,-1408.64
2024-06-15,,-794.11
2024-06-15,,-228.97
2024-06-15,,-12.84
2024-06-15,,1661.08
2024-06-15,,2134.08
2024-06-15,,2354.65
2024-06-15,,1473.85
2024-06-15,,929.21
2024-06-16,570.44,669.46
2024-06-16,,306.03
2024-06-16,,172.19
2024-06-16,,121.72
2024-06-16,,111.58
2024-06-16,,119.49
2024-06-16,,101.43
2024-06-16,,11.63
2024-06-16,,-0.49
2024-06-16,,-32.41
2024-06-16,,-248.64
2024-06-16,,-331.52
2024-06-16,,-497.03
2024-06-16,,-745.66
2024-06-16,,-887.18
2024-06-16,,-722.9
2024-06-16,,-285.99
2024-06-16,,-157.84
2024-06-16,,1669.7
2024-06-16,,2597.7
2024-06-16,,3062.32
2024-06-16,,3222.39
2024-06-16,,3070.23
2024-06-16,,2364.4
2024-06-17,2394.71,2040.06
2024-06-17,,1706.57
2024-06-17,,1692.71
2024-06-17,,1751.84
2024-06-17,,1795.38
2024-06-17,,2228.83
2024-06-17,,2940.1
2024-06-17,,3164.74
2024-06-17,,2663.01
2024-06-17,,2039.57
2024-06-17,,1525.47
2024-06-17,,1393.36
2024-06-17,,1041.55
2024-06-17,,985.89
2024-06-17,,1186.04
2024-06-17,,1397.32
2024-06-17,,1655.11
2024-06-17,,2143.47
2024-06-17,,2939.11
2024-06-17,,4438.11
2024-06-17,,5507.62
2024-06-17,,5249.58
2024-06-17,,3441.58
2024-06-17,,2545.99
2024-06-18,2421.74,2585.58
2024-06-18,,2279.54
2024-06-18,,2193.94
2024-06-18,,2171.43
2024-06-18,,2175.39
2024-06-18,,2402.01
2024-06-18,,3379.98
2024-06-18,,3149.4
2024-06-18,,2332.73
2024-06-18,,1825.81
2024-06-18,,1488.11
2024-06-18,,1284.75
2024-06-18,,1179.85
2024-06-18,,1128.14
2024-06-18,,1272.13
2024-06-18,,1656.34
2024-06-18,,1833.98
2024-06-18,,2235.01
2024-06-18,,3135.8
2024-06-18,,4795.11
2024-06-18,,4974.22
2024-06-18,,3594.72
2024-06-18,,2743.42
2024-06-18,,2304.28
2024-06-19,2259.17,2475.68
2024-06-19,,2280.8
2024-06-19,,2187.93
2024-06-19,,2170.14
2024-06-19,,2136.55
2024-06-19,,2188.17
2024-06-19,,2717.0
2024-06-19,,2815.06
2024-06-19,,2608.07
2024-06-19,,2132.1
2024-06-19,,1852.75
2024-06-19,,1657.86
2024-06-19,,1446.93
2024-06-19,,986.76
2024-06-19,,553.28
2024-06-19,,895.62
2024-06-19,,1546.71
2024-06-19,,2022.19
2024-06-19,,2507.05
2024-06-19,,3086.26
2024-06-19,,5748.68
2024-06-19,,3130.23
2024-06-19,,2762.94
2024-06-19,,2311.43
