index,Interval_Start,Interval_End,Consumption_kW,Consumption_kWh,Hour,Time,Date,Adjusted_Consumption_kWh,Day,Price (Kč/MWh),Price_kWh,Month,DayOfWeek,Fixed_Cost (Kč),Cost_Difference (Kč),Savings,Elasticity,Season,Price_for_consumed_kWh
3576,2024-02-07 06:00:00,2024-02-07 06:15:00,487,487,7,06:00:00,2024-02-07,121.75,2024-02-07,1887.24,1.88724,2,2,974.0,0,-541.91412,9.743526438441856,Summer,229.77147
3577,2024-02-07 06:15:00,2024-02-07 06:30:00,489,489,7,06:15:00,2024-02-07,122.25,2024-02-07,1887.24,1.88724,2,2,978.0,0,-544.13964,9.749979385585576,Summer,230.71509
3578,2024-02-07 06:30:00,2024-02-07 06:45:00,795,795,7,06:30:00,2024-02-07,198.75,2024-02-07,1887.24,1.88724,2,2,1590.0,0,-884.6442,10.515162518092431,Summer,375.08895
3579,2024-02-07 06:45:00,2024-02-07 07:00:00,704,704,7,06:45:00,2024-02-07,176.0,2024-02-07,1887.24,1.88724,2,2,1408.0,0,-783.3830399999999,10.323758326011028,Summer,332.15424
3580,2024-02-07 07:00:00,2024-02-07 07:15:00,1030,1030,8,07:00:00,2024-02-07,257.5,2024-02-07,2155.77,2.15577,2,2,2060.0,0,-869.5569,9.03122102423589,Summer,555.110775
3581,2024-02-07 07:15:00,2024-02-07 07:30:00,1128,1128,8,07:15:00,2024-02-07,282.0,2024-02-07,2155.77,2.15577,2,2,2256.0,0,-952.29144,9.14954113257777,Summer,607.92714
3582,2024-02-07 07:30:00,2024-02-07 07:45:00,1168,1168,8,07:30:00,2024-02-07,292.0,2024-02-07,2155.77,2.15577,2,2,2336.0,0,-986.06064,9.1949057403972,Summer,629.48484
3583,2024-02-07 07:45:00,2024-02-07 08:00:00,1126,1126,8,07:45:00,2024-02-07,281.5,2024-02-07,2155.77,2.15577,2,2,2252.0,0,-950.60298,9.147230870191413,Summer,606.849255
3584,2024-02-07 08:00:00,2024-02-07 08:15:00,966,966,9,08:00:00,2024-02-07,241.5,2024-02-07,2174.76,2.17476,2,2,1932.0,0,-797.18184,8.846700758213002,Summer,525.20454
3585,2024-02-07 08:15:00,2024-02-07 08:30:00,866,866,9,08:15:00,2024-02-07,216.5,2024-02-07,2174.76,2.17476,2,2,1732.0,0,-714.65784,8.706043852932632,Summer,470.83554
3586,2024-02-07 08:30:00,2024-02-07 08:45:00,1001,1001,9,08:30:00,2024-02-07,250.25,2024-02-07,2174.76,2.17476,2,2,2002.0,0,-826.06524,8.892511166435531,Summer,544.23369
3587,2024-02-07 08:45:00,2024-02-07 09:00:00,1032,1032,9,08:45:00,2024-02-07,258.0,2024-02-07,2174.76,2.17476,2,2,2064.0,0,-851.6476799999999,8.931767760328906,Summer,561.08808
3588,2024-02-07 09:00:00,2024-02-07 09:15:00,918,918,10,09:00:00,2024-02-07,229.5,2024-02-07,2117.8,2.1178000000000003,2,2,1836.0,0,-809.8595999999997,9.091683233709295,Summer,486.03510000000006
3589,2024-02-07 09:15:00,2024-02-07 09:30:00,886,886,10,09:15:00,2024-02-07,221.5,2024-02-07,2117.8,2.1178000000000003,2,2,1772.0,0,-781.6291999999997,9.044399799480871,Summer,469.0927000000001
3590,2024-02-07 09:30:00,2024-02-07 09:45:00,949,949,10,09:30:00,2024-02-07,237.25,2024-02-07,2117.8,2.1178000000000003,2,2,1898.0,0,-837.2077999999997,9.135942815175024,Summer,502.4480500000001
3591,2024-02-07 09:45:00,2024-02-07 10:00:00,1042,1042,10,09:45:00,2024-02-07,260.5,2024-02-07,2117.8,2.1178000000000003,2,2,2084.0,0,-919.2523999999996,9.26053128508628,Summer,551.6869
3592,2024-02-07 10:00:00,2024-02-07 10:15:00,905,905,11,10:00:00,2024-02-07,226.25,2024-02-07,2000.65,2.0006500000000003,2,2,1810.0,0,-904.4117499999998,9.817171694702903,Summer,452.64706250000006
3593,2024-02-07 10:15:00,2024-02-07 10:30:00,884,884,11,10:15:00,2024-02-07,221.0,2024-02-07,2000.65,2.0006500000000003,2,2,1768.0,0,-883.4253999999997,9.783316143596393,Summer,442.14365
3594,2024-02-07 10:30:00,2024-02-07 10:45:00,947,947,11,10:30:00,2024-02-07,236.75,2024-02-07,2000.65,2.0006500000000003,2,2,1894.0,0,-946.3844499999998,9.882587661214432,Summer,473.65388750000005
3595,2024-02-07 10:45:00,2024-02-07 11:00:00,976,976,11,10:45:00,2024-02-07,244.0,2024-02-07,2000.65,2.0006500000000003,2,2,1952.0,0,-975.3655999999996,9.926083992241454,Summer,488.1586000000001
3596,2024-02-07 11:00:00,2024-02-07 11:15:00,807,807,12,11:00:00,2024-02-07,201.75,2024-02-07,1923.46,1.92346,2,2,1614.0,0,-868.76778,10.232473979800844,Summer,388.058055
3597,2024-02-07 11:15:00,2024-02-07 11:30:00,892,892,12,11:15:00,2024-02-07,223.0,2024-02-07,1923.46,1.92346,2,2,1784.0,0,-960.27368,10.385567601312603,Summer,428.93158
3598,2024-02-07 11:30:00,2024-02-07 11:45:00,993,993,12,11:30:00,2024-02-07,248.25,2024-02-07,1923.46,1.92346,2,2,1986.0,0,-1069.00422,10.549549141959735,Summer,477.498945
3599,2024-02-07 11:45:00,2024-02-07 12:00:00,1009,1009,12,11:45:00,2024-02-07,252.25,2024-02-07,1923.46,1.92346,2,2,2018.0,0,-1086.22886,10.573985359019623,Summer,485.192785
3600,2024-02-07 12:00:00,2024-02-07 12:15:00,825,825,13,12:00:00,2024-02-07,206.25,2024-02-07,1883.74,1.88374,2,2,1650.0,0,-920.9145,10.604478837778045,Summer,388.521375
3601,2024-02-07 12:15:00,2024-02-07 12:30:00,930,930,13,12:15:00,2024-02-07,232.5,2024-02-07,1883.74,1.88374,2,2,1860.0,0,-1038.1218,10.793660782436422,Summer,437.96955
3602,2024-02-07 12:30:00,2024-02-07 12:45:00,971,971,13,12:30:00,2024-02-07,242.75,2024-02-07,1883.74,1.88374,2,2,1942.0,0,-1083.88846,10.86178752217688,Summer,457.277885
3603,2024-02-07 12:45:00,2024-02-07 13:00:00,941,941,13,12:45:00,2024-02-07,235.25,2024-02-07,1883.74,1.88374,2,2,1882.0,0,-1050.40066,10.812229094016477,Summer,443.149835
3604,2024-02-07 13:00:00,2024-02-07 13:15:00,816,816,14,13:00:00,2024-02-07,204.0,2024-02-07,1949.44,1.94944,2,2,1632.0,0,-857.2569599999999,10.043432218382748,Summer,397.68576
3605,2024-02-07 13:15:00,2024-02-07 13:30:00,901,901,14,13:15:00,2024-02-07,225.25,2024-02-07,1949.44,1.94944,2,2,1802.0,0,-946.55456,10.191873634959098,Summer,439.11136
3606,2024-02-07 13:30:00,2024-02-07 13:45:00,945,945,14,13:30:00,2024-02-07,236.25,2024-02-07,1949.44,1.94944,2,2,1890.0,0,-992.7792,10.263299341566023,Summer,460.5552
3607,2024-02-07 13:45:00,2024-02-07 14:00:00,805,805,14,13:45:00,2024-02-07,201.25,2024-02-07,1949.44,1.94944,2,2,1610.0,0,-845.7008,10.023100801845167,Summer,392.3248
3608,2024-02-07 14:00:00,2024-02-07 14:15:00,785,785,15,14:00:00,2024-02-07,196.25,2024-02-07,1928.96,1.92896,2,2,1570.0,0,-840.7664,10.145930768739612,Summer,378.5584
3609,2024-02-07 14:15:00,2024-02-07 14:30:00,844,844,15,14:15:00,2024-02-07,211.0,2024-02-07,1928.96,1.92896,2,2,1688.0,0,-903.95776,10.256236511342433,Summer,407.01056
3610,2024-02-07 14:30:00,2024-02-07 14:45:00,873,873,15,14:30:00,2024-02-07,218.25,2024-02-07,1928.96,1.92896,2,2,1746.0,0,-935.01792,10.307658183153787,Summer,420.99552
3611,2024-02-07 14:45:00,2024-02-07 15:00:00,718,718,15,14:45:00,2024-02-07,179.5,2024-02-07,1928.96,1.92896,2,2,1436.0,0,-769.00672,10.010136660442164,Summer,346.24832
3612,2024-02-07 15:00:00,2024-02-07 15:15:00,704,704,16,15:00:00,2024-02-07,176.0,2024-02-07,2162.02,2.16202,2,2,1408.0,0,-589.93792,8.503778145179478,Summer,380.51552
3613,2024-02-07 15:15:00,2024-02-07 15:30:00,704,704,16,15:15:00,2024-02-07,176.0,2024-02-07,2162.02,2.16202,2,2,1408.0,0,-589.93792,8.503778145179478,Summer,380.51552
3614,2024-02-07 15:30:00,2024-02-07 15:45:00,704,704,16,15:30:00,2024-02-07,176.0,2024-02-07,2162.02,2.16202,2,2,1408.0,0,-589.93792,8.503778145179478,Summer,380.51552
3615,2024-02-07 15:45:00,2024-02-07 16:00:00,691,691,16,15:45:00,2024-02-07,172.75,2024-02-07,2162.02,2.16202,2,2,1382.0,0,-579.04418,8.479605001633972,Summer,373.488955
3616,2024-02-07 16:00:00,2024-02-07 16:15:00,654,654,17,16:00:00,2024-02-07,163.5,2024-02-07,2378.6,2.3786,2,2,1308.0,0,-406.3956,7.481843018982643,Summer,388.9011
3617,2024-02-07 16:15:00,2024-02-07 16:30:00,654,654,17,16:15:00,2024-02-07,163.5,2024-02-07,2378.6,2.3786,2,2,1308.0,0,-406.3956,7.481843018982643,Summer,388.9011
3618,2024-02-07 16:30:00,2024-02-07 16:45:00,645,645,17,16:30:00,2024-02-07,161.25,2024-02-07,2378.6,2.3786,2,2,1290.0,0,-400.803,7.465851280388018,Summer,383.54925
3619,2024-02-07 16:45:00,2024-02-07 17:00:00,638,638,17,16:45:00,2024-02-07,159.5,2024-02-07,2378.6,2.3786,2,2,1276.0,0,-396.4532,7.453258226336586,Summer,379.3867
3620,2024-02-07 17:00:00,2024-02-07 17:15:00,586,586,18,17:00:00,2024-02-07,146.5,2024-02-07,2905.17,2.90517,2,2,1172.0,0,-55.57037999999999,5.9759663804927445,Summer,425.607405
3621,2024-02-07 17:15:00,2024-02-07 17:30:00,572,572,18,17:15:00,2024-02-07,143.0,2024-02-07,2905.17,2.90517,2,2,1144.0,0,-54.24275999999998,5.953293167496849,Summer,415.43931
3622,2024-02-07 17:30:00,2024-02-07 17:45:00,593,593,18,17:30:00,2024-02-07,148.25,2024-02-07,2905.17,2.90517,2,2,1186.0,0,-56.234189999999984,5.987100651017773,Summer,430.6914525
3623,2024-02-07 17:45:00,2024-02-07 18:00:00,591,591,18,17:45:00,2024-02-07,147.75,2024-02-07,2905.17,2.90517,2,2,1182.0,0,-56.04452999999998,5.9839328992842,Summer,429.2388675
3624,2024-02-07 18:00:00,2024-02-07 18:15:00,380,380,19,18:00:00,2024-02-07,95.0,2024-02-07,3314.1,3.3141,2,2,760.0,0,119.35799999999992,4.957636618073586,Summer,314.8395
3625,2024-02-07 18:15:00,2024-02-07 18:30:00,373,373,19,18:15:00,2024-02-07,93.25,2024-02-07,3314.1,3.3141,2,2,746.0,0,117.15929999999992,4.942119134456907,Summer,309.039825
3626,2024-02-07 18:30:00,2024-02-07 18:45:00,365,365,19,18:30:00,2024-02-07,91.25,2024-02-07,3314.1,3.3141,2,2,730.0,0,114.64649999999992,4.924024227348754,Summer,302.411625
3627,2024-02-07 18:45:00,2024-02-07 19:00:00,371,371,19,18:45:00,2024-02-07,92.75,2024-02-07,3314.1,3.3141,2,2,742.0,0,116.53109999999994,4.937632054306954,Summer,307.382775
3628,2024-02-07 19:00:00,2024-02-07 19:15:00,360,360,20,19:00:00,2024-02-07,90.0,2024-02-07,2710.83,2.71083,2,2,720.0,0,-104.10119999999998,5.902306683348746,Summer,243.9747
3629,2024-02-07 19:15:00,2024-02-07 19:30:00,353,353,20,19:15:00,2024-02-07,88.25,2024-02-07,2710.83,2.71083,2,2,706.0,0,-102.07700999999996,5.8826166569738,Summer,239.2307475
3630,2024-02-07 19:30:00,2024-02-07 19:45:00,342,342,20,19:30:00,2024-02-07,85.5,2024-02-07,2710.83,2.71083,2,2,684.0,0,-98.89613999999996,5.850872194142133,Summer,231.775965
3631,2024-02-07 19:45:00,2024-02-07 20:00:00,334,334,20,19:45:00,2024-02-07,83.5,2024-02-07,2710.83,2.71083,2,2,668.0,0,-96.58277999999996,5.827137294458927,Summer,226.354305
3632,2024-02-07 20:00:00,2024-02-07 20:15:00,334,334,21,20:00:00,2024-02-07,83.5,2024-02-07,2465.03,2.46503,2,2,668.0,0,-178.67997999999997,6.441050068420698,Summer,205.830005
3633,2024-02-07 20:15:00,2024-02-07 20:30:00,336,336,21,20:15:00,2024-02-07,84.0,2024-02-07,2465.03,2.46503,2,2,672.0,0,-179.74991999999995,6.447667382391117,Summer,207.06252
3634,2024-02-07 20:30:00,2024-02-07 20:45:00,321,321,21,20:30:00,2024-02-07,80.25,2024-02-07,2465.03,2.46503,2,2,642.0,0,-171.72536999999997,6.397046859807909,Summer,197.8186575
3635,2024-02-07 20:45:00,2024-02-07 21:00:00,312,312,21,20:45:00,2024-02-07,78.0,2024-02-07,2465.03,2.46503,2,2,624.0,0,-166.91063999999997,6.365526343361407,Summer,192.27234
3636,2024-02-07 21:00:00,2024-02-07 21:15:00,306,306,22,21:00:00,2024-02-07,76.5,2024-02-07,2210.73,2.21073,2,2,612.0,0,-241.51662000000005,7.2146990640249555,Summer,169.120845
3637,2024-02-07 21:15:00,2024-02-07 21:30:00,303,303,22,21:15:00,2024-02-07,75.75,2024-02-07,2210.73,2.21073,2,2,606.0,0,-239.14881000000003,7.202280037722429,Summer,167.4627975
3638,2024-02-07 21:30:00,2024-02-07 21:45:00,290,290,22,21:30:00,2024-02-07,72.5,2024-02-07,2210.73,2.21073,2,2,580.0,0,-228.88830000000004,7.147003820071939,Summer,160.27792499999998
3639,2024-02-07 21:45:00,2024-02-07 22:00:00,281,281,22,21:45:00,2024-02-07,70.25,2024-02-07,2210.73,2.21073,2,2,562.0,0,-221.78487000000004,7.107264316137594,Summer,155.30378249999998
3640,2024-02-07 22:00:00,2024-02-07 22:15:00,275,275,23,22:00:00,2024-02-07,68.75,2024-02-07,2101.57,2.10157,2,2,550.0,0,-247.06824999999995,7.56279376062939,Summer,144.48293750000002
3641,2024-02-07 22:15:00,2024-02-07 22:30:00,262,262,23,22:15:00,2024-02-07,65.5,2024-02-07,2101.57,2.10157,2,2,524.0,0,-235.38866,7.497588977335122,Summer,137.652835
3642,2024-02-07 22:30:00,2024-02-07 22:45:00,270,270,23,22:30:00,2024-02-07,67.5,2024-02-07,2101.57,2.10157,2,2,540.0,0,-242.5761,7.538087261286661,Summer,141.855975
3643,2024-02-07 22:45:00,2024-02-07 23:00:00,270,270,23,22:45:00,2024-02-07,67.5,2024-02-07,2101.57,2.10157,2,2,540.0,0,-242.5761,7.538087261286661,Summer,141.855975
3644,2024-02-07 23:00:00,2024-02-07 23:15:00,265,265,24,23:00:00,2024-02-07,66.25,2024-02-07,1957.68,1.95768,2,2,530.0,0,-276.2148,8.306134640870244,Summer,129.6963
3645,2024-02-07 23:15:00,2024-02-07 23:30:00,254,254,24,23:15:00,2024-02-07,63.5,2024-02-07,1957.68,1.95768,2,2,508.0,0,-264.74928,8.243023481021513,Summer,124.31268
3646,2024-02-07 23:30:00,2024-02-07 23:45:00,266,266,24,23:30:00,2024-02-07,66.5,2024-02-07,1957.68,1.95768,2,2,532.0,0,-277.25712,8.311741527618784,Summer,130.18572
3647,2024-02-07 23:45:00,2024-02-08 00:00:00,264,264,24,23:45:00,2024-02-07,66.0,2024-02-07,1957.68,1.95768,2,2,528.0,0,-275.17247999999995,8.30050655601176,Summer,129.20688
3648,2024-02-08 00:00:00,2024-02-08 00:15:00,254,254,1,00:00:00,2024-02-08,63.5,2024-02-08,1839.18,1.83918,2,3,508.0,0,-294.84828,9.087730423700387,Summer,116.78793
3649,2024-02-08 00:15:00,2024-02-08 00:30:00,256,256,1,00:15:00,2024-02-08,64.0,2024-02-08,1839.18,1.83918,2,3,512.0,0,-297.16992,9.100602444603222,Summer,117.70752
3650,2024-02-08 00:30:00,2024-02-08 00:45:00,251,251,1,00:30:00,2024-02-08,62.75,2024-02-08,1839.18,1.83918,2,3,502.0,0,-291.36582,9.068231094293182,Summer,115.408545
3651,2024-02-08 00:45:00,2024-02-08 01:00:00,252,252,1,00:45:00,2024-02-08,63.0,2024-02-08,1839.18,1.83918,2,3,504.0,0,-292.52664,9.074756646635944,Summer,115.86834
3652,2024-02-08 01:00:00,2024-02-08 01:15:00,246,246,2,01:00:00,2024-02-08,61.5,2024-02-08,1826.71,1.82671,2,3,492.0,0,-288.62934,9.13722897121561,Summer,112.342665
3653,2024-02-08 01:15:00,2024-02-08 01:30:00,259,259,2,01:15:00,2024-02-08,64.75,2024-02-08,1826.71,1.82671,2,3,518.0,0,-303.88211,9.222698037716995,Summer,118.2794725
3654,2024-02-08 01:30:00,2024-02-08 01:45:00,256,256,2,01:30:00,2024-02-08,64.0,2024-02-08,1826.71,1.82671,2,3,512.0,0,-300.36224,9.203361444361974,Summer,116.90944
3655,2024-02-08 01:45:00,2024-02-08 02:00:00,252,252,2,01:45:00,2024-02-08,63.0,2024-02-08,1826.71,1.82671,2,3,504.0,0,-295.66908,9.177223809852746,Summer,115.08273
3656,2024-02-08 02:00:00,2024-02-08 02:15:00,247,247,3,02:00:00,2024-02-08,61.75,2024-02-08,1800.5,1.8005,2,3,494.0,0,-296.2765,9.368681896324182,Summer,111.180875
3657,2024-02-08 02:15:00,2024-02-08 02:30:00,254,254,3,02:15:00,2024-02-08,63.5,2024-02-08,1800.5,1.8005,2,3,508.0,0,-304.673,9.41620378371508,Summer,114.33175
3658,2024-02-08 02:30:00,2024-02-08 02:45:00,258,258,3,02:30:00,2024-02-08,64.5,2024-02-08,1800.5,1.8005,2,3,516.0,0,-309.471,9.442774543301889,Summer,116.13225
3659,2024-02-08 02:45:00,2024-02-08 03:00:00,256,256,3,02:45:00,2024-02-08,64.0,2024-02-08,1800.5,1.8005,2,3,512.0,0,-307.072,9.42954106005123,Summer,115.232
3660,2024-02-08 03:00:00,2024-02-08 03:15:00,254,254,4,03:00:00,2024-02-08,63.5,2024-02-08,1798.76,1.79876,2,3,508.0,0,-305.11496,9.431710921547989,Summer,114.22126
3661,2024-02-08 03:15:00,2024-02-08 03:30:00,253,253,4,03:15:00,2024-02-08,63.25,2024-02-08,1798.76,1.79876,2,3,506.0,0,-303.91372,9.42499180243826,Summer,113.77157
3662,2024-02-08 03:30:00,2024-02-08 03:45:00,274,274,4,03:30:00,2024-02-08,68.5,2024-02-08,1798.76,1.79876,2,3,548.0,0,-329.13976,9.560810150183247,Summer,123.21506
3663,2024-02-08 03:45:00,2024-02-08 04:00:00,292,292,4,03:45:00,2024-02-08,73.0,2024-02-08,1798.76,1.79876,2,3,584.0,0,-350.76208,9.669183447114008,Summer,131.30948
3664,2024-02-08 04:00:00,2024-02-08 04:15:00,349,349,5,04:00:00,2024-02-08,87.25,2024-02-08,1814.98,1.81498,2,3,698.0,0,-413.57198,9.822719189172307,Summer,158.35700500000002
3665,2024-02-08 04:15:00,2024-02-08 04:30:00,323,323,5,04:15:00,2024-02-08,80.75,2024-02-08,1814.98,1.81498,2,3,646.0,0,-382.76146,9.692836757219096,Summer,146.559635
3666,2024-02-08 04:30:00,2024-02-08 04:45:00,336,336,5,04:30:00,2024-02-08,84.0,2024-02-08,1814.98,1.81498,2,3,672.0,0,-398.16672,9.759034590137944,Summer,152.45832
3667,2024-02-08 04:45:00,2024-02-08 05:00:00,357,357,5,04:45:00,2024-02-08,89.25,2024-02-08,1814.98,1.81498,2,3,714.0,0,-423.05214,9.8607410497622,Summer,161.986965
3668,2024-02-08 05:00:00,2024-02-08 05:15:00,399,399,6,05:00:00,2024-02-08,99.75,2024-02-08,1945.24,1.94524,2,3,798.0,0,-420.84924,9.000741152344146,Summer,194.03769
3669,2024-02-08 05:15:00,2024-02-08 05:30:00,401,401,6,05:15:00,2024-02-08,100.25,2024-02-08,1945.24,1.94524,2,3,802.0,0,-422.95876,9.008255610425788,Summer,195.01031
3670,2024-02-08 05:30:00,2024-02-08 05:45:00,401,401,6,05:30:00,2024-02-08,100.25,2024-02-08,1945.24,1.94524,2,3,802.0,0,-422.95876,9.008255610425788,Summer,195.01031
3671,2024-02-08 05:45:00,2024-02-08 06:00:00,412,412,6,05:45:00,2024-02-08,103.0,2024-02-08,1945.24,1.94524,2,3,824.0,0,-434.56112,9.048926661454209,Summer,200.35972
3672,2024-02-08 06:00:00,2024-02-08 06:15:00,444,444,7,06:00:00,2024-02-08,111.0,2024-02-08,2290.37,2.29037,2,3,888.0,0,-315.0757200000001,7.355769479289898,Summer,254.23107
3673,2024-02-08 06:15:00,2024-02-08 06:30:00,445,445,7,06:15:00,2024-02-08,111.25,2024-02-08,2290.37,2.29037,2,3,890.0,0,-315.7853500000001,7.3584841932038145,Summer,254.8036625
3674,2024-02-08 06:30:00,2024-02-08 06:45:00,727,727,7,06:30:00,2024-02-08,181.75,2024-02-08,2290.37,2.29037,2,3,1454.0,0,-515.9010100000002,7.950790543320369,Summer,416.2747475
3675,2024-02-08 06:45:00,2024-02-08 07:00:00,695,695,7,06:45:00,2024-02-08,173.75,2024-02-08,2290.37,2.29037,2,3,1390.0,0,-493.1928500000001,7.896471844912008,Summer,397.9517875
3676,2024-02-08 07:00:00,2024-02-08 07:15:00,801,801,8,07:00:00,2024-02-08,200.25,2024-02-08,2730.58,2.73058,2,3,1602.0,0,-215.80542000000017,6.655816320347337,Summer,546.798645
3677,2024-02-08 07:15:00,2024-02-08 07:30:00,836,836,8,07:15:00,2024-02-08,209.0,2024-02-08,2730.58,2.73058,2,3,1672.0,0,-225.23512000000017,6.698391798914469,Summer,570.6912199999999
3678,2024-02-08 07:30:00,2024-02-08 07:45:00,861,861,8,07:30:00,2024-02-08,215.25,2024-02-08,2730.58,2.73058,2,3,1722.0,0,-231.9706200000002,6.727725277735996,Summer,587.757345
3679,2024-02-08 07:45:00,2024-02-08 08:00:00,870,870,8,07:45:00,2024-02-08,217.5,2024-02-08,2730.58,2.73058,2,3,1740.0,0,-234.3954000000002,6.738077255705524,Summer,593.9011499999999
3680,2024-02-08 08:00:00,2024-02-08 08:15:00,853,853,9,08:00:00,2024-02-08,213.25,2024-02-08,3228.93,3.22893,2,3,1706.0,0,195.27728999999968,5.757586372526738,Summer,688.5693224999999
3681,2024-02-08 08:15:00,2024-02-08 08:30:00,833,833,9,08:15:00,2024-02-08,208.25,2024-02-08,3228.93,3.22893,2,3,1666.0,0,190.6986899999997,5.737345030660452,Summer,672.4246724999999
3682,2024-02-08 08:30:00,2024-02-08 08:45:00,826,826,9,08:30:00,2024-02-08,206.5,2024-02-08,3228.93,3.22893,2,3,1652.0,0,189.0961799999997,5.730145557220473,Summer,666.7740449999999
3683,2024-02-08 08:45:00,2024-02-08 09:00:00,964,964,9,08:45:00,2024-02-08,241.0,2024-02-08,3228.93,3.22893,2,3,1928.0,0,220.68851999999964,5.861951566631298,Summer,778.1721299999999
3684,2024-02-08 09:00:00,2024-02-08 09:15:00,1119,1119,10,09:00:00,2024-02-08,279.75,2024-02-08,2745.05,2.74505,2,3,2238.0,0,-285.28905000000003,6.9520654051718624,Summer,767.9277375
3685,2024-02-08 09:15:00,2024-02-08 09:30:00,1130,1130,10,09:15:00,2024-02-08,282.5,2024-02-08,2745.05,2.74505,2,3,2260.0,0,-288.0935,6.96175268015208,Summer,775.476625
3686,2024-02-08 09:30:00,2024-02-08 09:45:00,1041,1041,10,09:30:00,2024-02-08,260.25,2024-02-08,2745.05,2.74505,2,3,2082.0,0,-265.40295000000003,6.880512928920723,Summer,714.3992625
3687,2024-02-08 09:45:00,2024-02-08 10:00:00,954,954,10,09:45:00,2024-02-08,238.5,2024-02-08,2745.05,2.74505,2,3,1908.0,0,-243.2223,6.794086449862833,Summer,654.694425
3688,2024-02-08 10:00:00,2024-02-08 10:15:00,844,844,11,10:00:00,2024-02-08,211.0,2024-02-08,2359.99,2.35999,2,3,1688.0,0,-540.1684400000001,7.847312138560377,Summer,497.95789
3689,2024-02-08 10:15:00,2024-02-08 10:30:00,849,849,11,10:15:00,2024-02-08,212.25,2024-02-08,2359.99,2.35999,2,3,1698.0,0,-543.3684900000002,7.854191124103386,Summer,500.9078775
3690,2024-02-08 10:30:00,2024-02-08 10:45:00,927,927,11,10:30:00,2024-02-08,231.75,2024-02-08,2359.99,2.35999,2,3,1854.0,0,-593.2892700000002,7.956553697492501,Summer,546.9276825
3691,2024-02-08 10:45:00,2024-02-08 11:00:00,1016,1016,11,10:45:00,2024-02-08,254.0,2024-02-08,2359.99,2.35999,2,3,2032.0,0,-650.2501600000002,8.063319288194997,Summer,599.43746
3692,2024-02-08 11:00:00,2024-02-08 11:15:00,854,854,12,11:00:00,2024-02-08,213.5,2024-02-08,2226.49,2.22649,2,3,1708.0,0,-660.5775400000003,8.43291972653566,Summer,475.355615
3693,2024-02-08 11:15:00,2024-02-08 11:30:00,814,814,12,11:15:00,2024-02-08,203.5,2024-02-08,2226.49,2.22649,2,3,1628.0,0,-629.6371400000003,8.3729881319281,Summer,453.09071499999993
3694,2024-02-08 11:30:00,2024-02-08 11:45:00,933,933,12,11:30:00,2024-02-08,233.25,2024-02-08,2226.49,2.22649,2,3,1866.0,0,-721.6848300000004,8.543453327248237,Summer,519.3287925
3695,2024-02-08 11:45:00,2024-02-08 12:00:00,967,967,12,11:45:00,2024-02-08,241.75,2024-02-08,2226.49,2.22649,2,3,1934.0,0,-747.9841700000004,8.58817111347367,Summer,538.2539575
3696,2024-02-08 12:00:00,2024-02-08 12:15:00,841,841,13,12:00:00,2024-02-08,210.25,2024-02-08,2132.9,2.1329,2,3,1682.0,0,-729.2310999999997,8.890754785112799,Summer,448.44222500000006
3697,2024-02-08 12:15:00,2024-02-08 12:30:00,841,841,13,12:15:00,2024-02-08,210.25,2024-02-08,2132.9,2.1329,2,3,1682.0,0,-729.2310999999997,8.890754785112799,Summer,448.44222500000006
3698,2024-02-08 12:30:00,2024-02-08 12:45:00,911,911,13,12:30:00,2024-02-08,227.75,2024-02-08,2132.9,2.1329,2,3,1822.0,0,-789.9280999999997,8.996303403555395,Summer,485.767975
3699,2024-02-08 12:45:00,2024-02-08 13:00:00,965,965,13,12:45:00,2024-02-08,241.25,2024-02-08,2132.9,2.1329,2,3,1930.0,0,-836.7514999999997,9.072325225599966,Summer,514.562125
3700,2024-02-08 13:00:00,2024-02-08 13:15:00,779,779,14,13:00:00,2024-02-08,194.75,2024-02-08,2201.03,2.2010300000000003,2,3,1558.0,0,-622.3976299999998,8.439341375728697,Summer,428.6505925000001
3701,2024-02-08 13:15:00,2024-02-08 13:30:00,777,777,14,13:15:00,2024-02-08,194.25,2024-02-08,2201.03,2.2010300000000003,2,3,1554.0,0,-620.7996899999998,8.436082898568738,Summer,427.5500775
3702,2024-02-08 13:30:00,2024-02-08 13:45:00,881,881,14,13:30:00,2024-02-08,220.25,2024-02-08,2201.03,2.2010300000000003,2,3,1762.0,0,-703.8925699999998,8.595308688959896,Summer,484.77685750000006
3703,2024-02-08 13:45:00,2024-02-08 14:00:00,939,939,14,13:45:00,2024-02-08,234.75,2024-02-08,2201.03,2.2010300000000003,2,3,1878.0,0,-750.2328299999998,8.676124759320794,Summer,516.6917925
3704,2024-02-08 14:00:00,2024-02-08 14:15:00,723,723,15,14:00:00,2024-02-08,180.75,2024-02-08,2336.79,2.33679,2,3,1446.0,0,-479.5008299999999,7.75633643580796,Summer,422.3747925
3705,2024-02-08 14:15:00,2024-02-08 14:30:00,783,783,15,14:15:00,2024-02-08,195.75,2024-02-08,2336.79,2.33679,2,3,1566.0,0,-519.2934299999998,7.850263771023779,Summer,457.4266425
3706,2024-02-08 14:30:00,2024-02-08 14:45:00,861,861,15,14:30:00,2024-02-08,215.25,2024-02-08,2336.79,2.33679,2,3,1722.0,0,-571.0238099999999,7.962144365095074,Summer,502.9940475
