Consumption_kWh,Date,Daily_Average_Price,Prebought_Cost,Daily_Cost,Spot_Cheaper
57364,2024-06-17,,134805.4,,False
57364,2024-06-17,,134805.4,,False
57364,2024-06-17,,134805.4,,False
57364,2024-06-17,,134805.4,,False
57364,2024-06-17,,134805.4,,False
57364,2024-06-17,,134805.4,,False
57364,2024-06-17,,134805.4,,False
238,2024-06-18,2421.74,559.3000000000001,576.37412,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
238,2024-06-18,,559.3000000000001,,False
