category,Denní průměr,Hodinová cena
Sat Feb 24 2024,1449.98,
Sun Feb 25 2024,1545.61,
Mon Feb 26 2024,1690.37,
Tue Feb 27 2024,1879.20,
Wed Feb 28 2024,1872.31,
Thu Feb 29 2024,1683.66,
Fri Mar 01 2024,1791.00,
Sat Mar 02 2024,1632.81,
Sun Mar 03 2024,1543.43,
Mon Mar 04 2024,1896.57,
Tue Mar 05 2024,1913.89,
Wed Mar 06 2024,2091.09,
Thu Mar 07 2024,1970.82,
Fri Mar 08 2024,1883.52,
Sat Mar 09 2024,1231.31,
Sun Mar 10 2024,932.78,
Mon Mar 11 2024,1815.92,
Tue Mar 12 2024,2165.89,
Wed Mar 13 2024,1896.69,
Thu Mar 14 2024,1765.94,
Fri Mar 15 2024,1490.08,
Sat Mar 16 2024,1407.20,
Sun Mar 17 2024,1523.51,
Mon Mar 18 2024,2076.87,
Tue Mar 19 2024,2077.48,
Wed Mar 20 2024,2207.65,
Thu Mar 21 2024,2032.07,
Fri Mar 22 2024,1736.28,
Sat Mar 23 2024,1038.85,
Sun Mar 24 2024,748.46,
Mon Mar 25 2024,2143.18,
Tue Mar 26 2024,1674.32,
Wed Mar 27 2024,1822.76,
Thu Mar 28 2024,1340.74,
Fri Mar 29 2024,949.14,
Sat Mar 30 2024,1289.39,
Sun Mar 31 2024,1045.10,
Mon Apr 01 2024,813.86,
Tue Apr 02 2024,849.31,
Wed Apr 03 2024,2135.60,
Thu Apr 04 2024,1660.47,
Fri Apr 05 2024,1330.40,
Sat Apr 06 2024,957.92,
Sun Apr 07 2024,525.62,
Mon Apr 08 2024,1866.79,
Tue Apr 09 2024,1506.72,
Wed Apr 10 2024,1738.73,
Thu Apr 11 2024,1485.67,
Fri Apr 12 2024,1517.25,
Sat Apr 13 2024,448.77,
Sun Apr 14 2024,407.30,
Mon Apr 15 2024,2031.90,
Tue Apr 16 2024,1686.99,
Wed Apr 17 2024,2350.93,
Thu Apr 18 2024,2403.09,
Fri Apr 19 2024,1747.06,
Sat Apr 20 2024,1513.54,
Sun Apr 21 2024,1379.21,
Mon Apr 22 2024,2488.67,
Tue Apr 23 2024,2533.91,
Wed Apr 24 2024,2461.30,
Thu Apr 25 2024,2295.79,
Fri Apr 26 2024,2174.25,
Sat Apr 27 2024,1553.29,
Sun Apr 28 2024,332.03,
Mon Apr 29 2024,1980.35,
Tue Apr 30 2024,1677.04,
Wed May 01 2024,154.00,
Thu May 02 2024,967.00,
Fri May 03 2024,1984.90,
Sat May 04 2024,1827.62,
Sun May 05 2024,1337.56,
Mon May 06 2024,2219.58,
Tue May 07 2024,2321.54,
Wed May 08 2024,2251.79,
Thu May 09 2024,1543.89,
Fri May 10 2024,1869.44,
Sat May 11 2024,1353.84,
Sun May 12 2024,155.74,
Mon May 13 2024,1210.88,
Tue May 14 2024,983.90,
Wed May 15 2024,1314.92,
Thu May 16 2024,1458.79,
Fri May 17 2024,2067.76,
Sat May 18 2024,1396.46,
Sat May 18 2024,,1504.59
Sat May 18 2024,,1566.61
Sat May 18 2024,,1624.68
Sat May 18 2024,,1721.05
Sat May 18 2024,,1821.37
Sat May 18 2024,,1797.41
Sat May 18 2024,,1757.62
Sat May 18 2024,,1589.84
Sat May 18 2024,,1180.15
Sat May 18 2024,,233.02
Sat May 18 2024,,17.54
Sat May 18 2024,,-0.49
Sat May 18 2024,,-33.61
Sat May 18 2024,,-72.65
Sat May 18 2024,,-56.59
Sat May 18 2024,,-6.42
Sat May 18 2024,,1262.68
Sat May 18 2024,,2099.61
Sat May 18 2024,,2747.01
Sat May 18 2024,,3305.21
Sat May 18 2024,,3052.18
Sat May 18 2024,,2449.5
Sat May 18 2024,,2210.31
Sun May 19 2024,1274.92,2255.28
Sun May 19 2024,,2245.89
Sun May 19 2024,,2226.37
Sun May 19 2024,,2191.28
Sun May 19 2024,,2170.28
Sun May 19 2024,,2028.94
Sun May 19 2024,,1884.88
Sun May 19 2024,,1747.74
Sun May 19 2024,,1151.49
Sun May 19 2024,,68.94
Sun May 19 2024,,-83.52
Sun May 19 2024,,-108.72
Sun May 19 2024,,-175.44
Sun May 19 2024,,-327.9
Sun May 19 2024,,-526.08
Sun May 19 2024,,-384.49
Sun May 19 2024,,-120.58
Sun May 19 2024,,26.44
Sun May 19 2024,,1704
Sun May 19 2024,,2146.8
Sun May 19 2024,,2670.66
Sun May 19 2024,,3067.75
Sun May 19 2024,,2574.78
Sun May 19 2024,,2163.36
Mon May 20 2024,1746.21,2274.07
Mon May 20 2024,,2054.58
Mon May 20 2024,,2189.69
Mon May 20 2024,,2180.28
Mon May 20 2024,,2233.73
Mon May 20 2024,,2321.58
Mon May 20 2024,,2641.28
Mon May 20 2024,,2650.19
Mon May 20 2024,,1778.42
Mon May 20 2024,,749.03
Mon May 20 2024,,251.16
Mon May 20 2024,,91.8
Mon May 20 2024,,12.37
Mon May 20 2024,,-49
Mon May 20 2024,,-63.1
Mon May 20 2024,,457.78
Mon May 20 2024,,866.08
Mon May 20 2024,,2240.16
Mon May 20 2024,,2512.85
Mon May 20 2024,,3041.66
Mon May 20 2024,,3607.57
Mon May 20 2024,,3080.26
Mon May 20 2024,,2585.85
Mon May 20 2024,,2200.82
Tue May 21 2024,2077.58,2148.11
Tue May 21 2024,,1932.34
Tue May 21 2024,,1860.58
Tue May 21 2024,,1905.61
Tue May 21 2024,,1817.27
Tue May 21 2024,,1994.94
Tue May 21 2024,,2757.58
Tue May 21 2024,,3041.9
Tue May 21 2024,,2401.25
Tue May 21 2024,,2053.09
Tue May 21 2024,,1682.91
Tue May 21 2024,,1374.34
Tue May 21 2024,,1014.79
Tue May 21 2024,,1527.01
Tue May 21 2024,,1396.61
Tue May 21 2024,,1766.3
Tue May 21 2024,,2019.93
Tue May 21 2024,,2227.3
Tue May 21 2024,,2542.3
Tue May 21 2024,,3228.98
Tue May 21 2024,,2428.47
Tue May 21 2024,,2283.47
Tue May 21 2024,,2304.01
Tue May 21 2024,,2152.82
Wed May 22 2024,2152.11,1778.42
Wed May 22 2024,,1574.77
Wed May 22 2024,,1598.28
Wed May 22 2024,,1474.55
Wed May 22 2024,,1504.25
Wed May 22 2024,,1727.45
Wed May 22 2024,,2410.41
Wed May 22 2024,,2574.47
Wed May 22 2024,,2474.5
Wed May 22 2024,,2051.11
Wed May 22 2024,,1801.19
Wed May 22 2024,,1782.63
Wed May 22 2024,,1596.79
Wed May 22 2024,,1386.21
Wed May 22 2024,,1486.93
Wed May 22 2024,,1828.16
Wed May 22 2024,,2140.94
Wed May 22 2024,,2257.49
Wed May 22 2024,,2444.31
Wed May 22 2024,,3642.22
Wed May 22 2024,,3825.08
Wed May 22 2024,,3301.73
Wed May 22 2024,,2674.69
Wed May 22 2024,,2314.15
Thu May 23 2024,2298.84,1936.64
Thu May 23 2024,,1910.73
Thu May 23 2024,,1804.11
Thu May 23 2024,,1853.96
Thu May 23 2024,,1894.68
Thu May 23 2024,,2053.87
Thu May 23 2024,,2616.57
Thu May 23 2024,,2889.29
Thu May 23 2024,,2403.34
Thu May 23 2024,,1864.08
Thu May 23 2024,,1828.29
Thu May 23 2024,,1594.08
Thu May 23 2024,,1305.08
Thu May 23 2024,,1117.02
Thu May 23 2024,,1426.01
Thu May 23 2024,,1807.32
Thu May 23 2024,,2092.37
Thu May 23 2024,,2340.9
Thu May 23 2024,,2790.81
Thu May 23 2024,,3803.93
Thu May 23 2024,,4381.69
Thu May 23 2024,,3783.44
Thu May 23 2024,,3093.39
Thu May 23 2024,,2580.54
Fri May 24 2024,2464.04,2547.52
Fri May 24 2024,,2320.81
Fri May 24 2024,,2215.12
Fri May 24 2024,,2170.82
Fri May 24 2024,,2248.54
Fri May 24 2024,,2542.82
Fri May 24 2024,,3042.52
Fri May 24 2024,,3026.93
Fri May 24 2024,,2647.26
Fri May 24 2024,,2465.59
Fri May 24 2024,,2213.64
Fri May 24 2024,,2018.61
Fri May 24 2024,,1978.76
Fri May 24 2024,,1913.67
Fri May 24 2024,,1940.65
Fri May 24 2024,,2056.48
Fri May 24 2024,,2085.68
Fri May 24 2024,,2448.52
Fri May 24 2024,,2770.27
Fri May 24 2024,,3206.11
Fri May 24 2024,,3269.72
Fri May 24 2024,,2821.5
Fri May 24 2024,,2714.33
Fri May 24 2024,,2471.04
Sat May 25 2024,1768.17,2346.86
Sat May 25 2024,,2270.18
Sat May 25 2024,,2235.55
Sat May 25 2024,,2204.63
Sat May 25 2024,,2201.66
Sat May 25 2024,,2270.92
Sat May 25 2024,,2273.15
Sat May 25 2024,,2129.93
Sat May 25 2024,,1884.31
Sat May 25 2024,,1591.45
Sat May 25 2024,,1004.98
Sat May 25 2024,,228.8
Sat May 25 2024,,80.14
Sat May 25 2024,,0.99
Sat May 25 2024,,0
Sat May 25 2024,,0.49
Sat May 25 2024,,350.99
Sat May 25 2024,,1872.93
Sat May 25 2024,,2372.58
Sat May 25 2024,,2862.33
Sat May 25 2024,,3318.69
Sat May 25 2024,,3430.99
Sat May 25 2024,,2895.48
Sat May 25 2024,,2608.06
Sun May 26 2024,1447.23,2724.01
Sun May 26 2024,,2529.88
Sun May 26 2024,,2331.54
Sun May 26 2024,,2334.02
Sun May 26 2024,,2365.92
Sun May 26 2024,,2300.14
Sun May 26 2024,,2163.38
Sun May 26 2024,,1860.44
Sun May 26 2024,,327.67
Sun May 26 2024,,0.49
Sun May 26 2024,,0
Sun May 26 2024,,-2.23
Sun May 26 2024,,-53.42
Sun May 26 2024,,-267.83
Sun May 26 2024,,-600.44
Sun May 26 2024,,-249.03
Sun May 26 2024,,-15.09
Sun May 26 2024,,1426.67
Sun May 26 2024,,2322.39
Sun May 26 2024,,2792.76
Sun May 26 2024,,2801.17
Sun May 26 2024,,2901.82
Sun May 26 2024,,2575.38
Sun May 26 2024,,2163.88
Mon May 27 2024,2518.71,1916.33
Mon May 27 2024,,1873.05
Mon May 27 2024,,1858.21
Mon May 27 2024,,1858.21
Mon May 27 2024,,1946
Mon May 27 2024,,2099.08
Mon May 27 2024,,2698.04
Mon May 27 2024,,3133.04
Mon May 27 2024,,2978.98
Mon May 27 2024,,2236.83
Mon May 27 2024,,1916.33
Mon May 27 2024,,1851.29
Mon May 27 2024,,1717.99
Mon May 27 2024,,1688.81
Mon May 27 2024,,1667.79
Mon May 27 2024,,1918.31
Mon May 27 2024,,2130.74
Mon May 27 2024,,2601.6
Mon May 27 2024,,3137.5
Mon May 27 2024,,4351.49
Mon May 27 2024,,5154.72
Mon May 27 2024,,3873.21
Mon May 27 2024,,3149.12
Mon May 27 2024,,2692.36
Tue May 28 2024,2248.83,2440.85
Tue May 28 2024,,2234.85
Tue May 28 2024,,2182.67
Tue May 28 2024,,2110.21
Tue May 28 2024,,2076.83
Tue May 28 2024,,2193.8
Tue May 28 2024,,2769.76
Tue May 28 2024,,3016.32
Tue May 28 2024,,2557.82
Tue May 28 2024,,2137.17
Tue May 28 2024,,1814.93
Tue May 28 2024,,1744.21
Tue May 28 2024,,1541.17
Tue May 28 2024,,1394.03
Tue May 28 2024,,1394.28
Tue May 28 2024,,1656.91
Tue May 28 2024,,1837.19
Tue May 28 2024,,2136.42
Tue May 28 2024,,2494.02
Tue May 28 2024,,3063.31
Tue May 28 2024,,3471.84
Tue May 28 2024,,2885
Tue May 28 2024,,2506.88
Tue May 28 2024,,2311.51
Wed May 29 2024,2027.95,1740.35
Wed May 29 2024,,1497.7
Wed May 29 2024,,1246.15
Wed May 29 2024,,1500.43
Wed May 29 2024,,1485.09
Wed May 29 2024,,1408.16
Wed May 29 2024,,1989.19
Wed May 29 2024,,2382.72
Wed May 29 2024,,2282.55
Wed May 29 2024,,1724.28
Wed May 29 2024,,1691.13
Wed May 29 2024,,1549.65
Wed May 29 2024,,1469.26
Wed May 29 2024,,1550.14
Wed May 29 2024,,1548.66
Wed May 29 2024,,1738.13
Wed May 29 2024,,1784.63
Wed May 29 2024,,2277.1
Wed May 29 2024,,2552.65
Wed May 29 2024,,2923.92
Wed May 29 2024,,3393.15
Wed May 29 2024,,3462.9
Wed May 29 2024,,2999.37
Wed May 29 2024,,2473.5
Thu May 30 2024,2369.41,2513.79
Thu May 30 2024,,2418.91
Thu May 30 2024,,2303.81
Thu May 30 2024,,2364.69
Thu May 30 2024,,2404.12
Thu May 30 2024,,2563.57
Thu May 30 2024,,2587.72
Thu May 30 2024,,2555.19
Thu May 30 2024,,2357.29
Thu May 30 2024,,2266.35
Thu May 30 2024,,2037.16
Thu May 30 2024,,1938.58
Thu May 30 2024,,1762.12
Thu May 30 2024,,1565.2
Thu May 30 2024,,1564.71
Thu May 30 2024,,1682.51
Thu May 30 2024,,2081.52
Thu May 30 2024,,2243.93
Thu May 30 2024,,2674.48
Thu May 30 2024,,3008.17
Thu May 30 2024,,3472.48
Thu May 30 2024,,3316.72
Thu May 30 2024,,2699.12
Thu May 30 2024,,2483.72
Fri May 31 2024,2241.02,2394.86
Fri May 31 2024,,2014.35
Fri May 31 2024,,1975.77
Fri May 31 2024,,1849.18
Fri May 31 2024,,1872.42
Fri May 31 2024,,2233.41
Fri May 31 2024,,2658.18
Fri May 31 2024,,2751.15
Fri May 31 2024,,2742.5
Fri May 31 2024,,2521.95
Fri May 31 2024,,2247.01
Fri May 31 2024,,2060.58
Fri May 31 2024,,1888.99
Fri May 31 2024,,1729.02
Fri May 31 2024,,1644.46
Fri May 31 2024,,1678.58
Fri May 31 2024,,1877.62
Fri May 31 2024,,2143.66
Fri May 31 2024,,2484.12
Fri May 31 2024,,2763.02
Fri May 31 2024,,2855.74
Fri May 31 2024,,2620.6
Fri May 31 2024,,2562.99
Fri May 31 2024,,2214.37
Sat Jun 01 2024,1500.12,2178.52
Sat Jun 01 2024,,2090.34
Sat Jun 01 2024,,2025.44
Sat Jun 01 2024,,1800.53
Sat Jun 01 2024,,1829.02
Sat Jun 01 2024,,1828.27
Sat Jun 01 2024,,1950.39
Sat Jun 01 2024,,1870.13
Sat Jun 01 2024,,1817.13
Sat Jun 01 2024,,1537.97
Sat Jun 01 2024,,1184.01
Sat Jun 01 2024,,1051.98
Sat Jun 01 2024,,532.55
Sat Jun 01 2024,,187.01
Sat Jun 01 2024,,69.85
Sat Jun 01 2024,,138.22
Sat Jun 01 2024,,326.47
Sat Jun 01 2024,,1290.76
Sat Jun 01 2024,,1994.73
Sat Jun 01 2024,,2098.27
Sat Jun 01 2024,,1981.6
Sat Jun 01 2024,,2003.4
Sat Jun 01 2024,,2260.51
Sat Jun 01 2024,,1955.84
Sun Jun 02 2024,670.86,1316.78
Sun Jun 02 2024,,1210.55
Sun Jun 02 2024,,968.19
Sun Jun 02 2024,,835.52
Sun Jun 02 2024,,213.7
Sun Jun 02 2024,,119.57
Sun Jun 02 2024,,121.05
Sun Jun 02 2024,,101.54
Sun Jun 02 2024,,23.96
Sun Jun 02 2024,,0
Sun Jun 02 2024,,34.34
Sun Jun 02 2024,,11.12
Sun Jun 02 2024,,-12.35
Sun Jun 02 2024,,-125.5
Sun Jun 02 2024,,-432.09
Sun Jun 02 2024,,-472.36
Sun Jun 02 2024,,-162.06
Sun Jun 02 2024,,-70.16
Sun Jun 02 2024,,967.94
Sun Jun 02 2024,,1957.13
Sun Jun 02 2024,,2068.8
Sun Jun 02 2024,,2522.63
Sun Jun 02 2024,,2584.64
Sun Jun 02 2024,,2317.58
Mon Jun 03 2024,2888.14,2339.81
Mon Jun 03 2024,,2147.85
Mon Jun 03 2024,,2129.82
Mon Jun 03 2024,,2115
Mon Jun 03 2024,,2068.8
Mon Jun 03 2024,,2427.76
Mon Jun 03 2024,,3226.72
Mon Jun 03 2024,,4738.17
Mon Jun 03 2024,,4022.22
Mon Jun 03 2024,,3139.02
Mon Jun 03 2024,,2439.62
Mon Jun 03 2024,,2364.52
Mon Jun 03 2024,,2003.33
Mon Jun 03 2024,,1874.62
Mon Jun 03 2024,,1768.63
Mon Jun 03 2024,,1814.58
Mon Jun 03 2024,,1951.2
Mon Jun 03 2024,,2692.6
Mon Jun 03 2024,,3186.45
Mon Jun 03 2024,,4427.63
Mon Jun 03 2024,,5201.14
Mon Jun 03 2024,,4750.03
Mon Jun 03 2024,,3598.53
Mon Jun 03 2024,,2887.27
Tue Jun 04 2024,2656.93,2646.4
Tue Jun 04 2024,,2480.38
Tue Jun 04 2024,,2365.5
Tue Jun 04 2024,,2339.56
Tue Jun 04 2024,,2332.4
Tue Jun 04 2024,,2608.11
Tue Jun 04 2024,,3504.65
Tue Jun 04 2024,,4275.2
Tue Jun 04 2024,,3493.29
Tue Jun 04 2024,,2742.75
Tue Jun 04 2024,,2234.32
Tue Jun 04 2024,,1998.14
Tue Jun 04 2024,,1679.45
Tue Jun 04 2024,,1384.96
Tue Jun 04 2024,,1159.9
Tue Jun 04 2024,,1108.02
Tue Jun 04 2024,,1965.78
Tue Jun 04 2024,,2342.78
Tue Jun 04 2024,,2957.44
Tue Jun 04 2024,,4162.55
Tue Jun 04 2024,,5536.39
Tue Jun 04 2024,,3441.16
Tue Jun 04 2024,,2764.98
Tue Jun 04 2024,,2242.23
Wed Jun 05 2024,2210.53,1902.7
Wed Jun 05 2024,,1575.41
Wed Jun 05 2024,,1553.4
Wed Jun 05 2024,,1645.12
Wed Jun 05 2024,,1607.05
Wed Jun 05 2024,,2040.14
Wed Jun 05 2024,,2693.74
Wed Jun 05 2024,,3637.05
Wed Jun 05 2024,,2820.55
Wed Jun 05 2024,,2111.58
Wed Jun 05 2024,,1754.87
Wed Jun 05 2024,,1588.26
Wed Jun 05 2024,,1242.43
Wed Jun 05 2024,,770.52
Wed Jun 05 2024,,672.14
Wed Jun 05 2024,,1451.31
Wed Jun 05 2024,,1443.15
Wed Jun 05 2024,,2253.72
Wed Jun 05 2024,,2863.07
Wed Jun 05 2024,,3269.96
Wed Jun 05 2024,,3848.9
Wed Jun 05 2024,,3970.28
Wed Jun 05 2024,,3545.84
Wed Jun 05 2024,,2791.63
Thu Jun 06 2024,2171.98,2500.77
Thu Jun 06 2024,,2395.77
Thu Jun 06 2024,,2192.2
Thu Jun 06 2024,,2171.4
Thu Jun 06 2024,,2234.05
Thu Jun 06 2024,,2556.24
Thu Jun 06 2024,,3098.84
Thu Jun 06 2024,,3182.3
Thu Jun 06 2024,,2419.54
Thu Jun 06 2024,,1781.35
Thu Jun 06 2024,,1431.42
Thu Jun 06 2024,,737.75
Thu Jun 06 2024,,568.11
Thu Jun 06 2024,,444.53
Thu Jun 06 2024,,577.77
Thu Jun 06 2024,,734.03
Thu Jun 06 2024,,1415.57
Thu Jun 06 2024,,2273.92
Thu Jun 06 2024,,2584.23
Thu Jun 06 2024,,2971.06
Thu Jun 06 2024,,3912.87
Thu Jun 06 2024,,4045.36
Thu Jun 06 2024,,3221.18
Thu Jun 06 2024,,2677.34
Fri Jun 07 2024,2047.80,2539.26
Fri Jun 07 2024,,2357.23
Fri Jun 07 2024,,2234.65
Fri Jun 07 2024,,2118.72
Fri Jun 07 2024,,2036.34
Fri Jun 07 2024,,2366.61
Fri Jun 07 2024,,2800.46
Fri Jun 07 2024,,2906.52
Fri Jun 07 2024,,2515.83
Fri Jun 07 2024,,1942.62
Fri Jun 07 2024,,1505.06
Fri Jun 07 2024,,1020.88
Fri Jun 07 2024,,836.39
Fri Jun 07 2024,,625.5
Fri Jun 07 2024,,412.15
Fri Jun 07 2024,,221.74
Fri Jun 07 2024,,621.06
Fri Jun 07 2024,,1565.49
Fri Jun 07 2024,,2399.41
Fri Jun 07 2024,,3087.32
Fri Jun 07 2024,,3685.2
Fri Jun 07 2024,,3715.54
Fri Jun 07 2024,,3083.12
Fri Jun 07 2024,,2550.11
Sat Jun 08 2024,1180.36,2498.73
Sat Jun 08 2024,,2292.29
Sat Jun 08 2024,,2129.7
Sat Jun 08 2024,,2071.31
Sat Jun 08 2024,,2072.05
Sat Jun 08 2024,,2039.29
Sat Jun 08 2024,,1976.22
Sat Jun 08 2024,,1566.29
Sat Jun 08 2024,,1046.49
Sat Jun 08 2024,,298.33
Sat Jun 08 2024,,-5.42
Sat Jun 08 2024,,-56.91
Sat Jun 08 2024,,-255.96
Sat Jun 08 2024,,-590.01
Sat Jun 08 2024,,-747.67
Sat Jun 08 2024,,-514.38
Sat Jun 08 2024,,-84.25
Sat Jun 08 2024,,328.14
Sat Jun 08 2024,,1570.97
Sat Jun 08 2024,,2006.52
Sat Jun 08 2024,,2333.43
Sat Jun 08 2024,,2016.37
Sat Jun 08 2024,,2403.64
Sat Jun 08 2024,,1933.35
Sun Jun 09 2024,701.68,1825.43
Sun Jun 09 2024,,1559.28
Sun Jun 09 2024,,1008.56
Sun Jun 09 2024,,309.4
Sun Jun 09 2024,,372.56
Sun Jun 09 2024,,212.82
Sun Jun 09 2024,,143.76
Sun Jun 09 2024,,54.56
Sun Jun 09 2024,,-4.67
Sun Jun 09 2024,,-50.38
Sun Jun 09 2024,,-189.72
Sun Jun 09 2024,,-372.31
Sun Jun 09 2024,,-606.51
Sun Jun 09 2024,,-797.46
Sun Jun 09 2024,,-912.72
Sun Jun 09 2024,,-709.23
Sun Jun 09 2024,,-29.74
Sun Jun 09 2024,,210.12
Sun Jun 09 2024,,1935.77
Sun Jun 09 2024,,2396.55
Sun Jun 09 2024,,2830.3
Sun Jun 09 2024,,2599.05
Sun Jun 09 2024,,2661.96
Sun Jun 09 2024,,2392.87
Mon Jun 10 2024,2342.33,1812.9
Mon Jun 10 2024,,1781.93
Mon Jun 10 2024,,1686.34
Mon Jun 10 2024,,1702.06
Mon Jun 10 2024,,1727.87
Mon Jun 10 2024,,1921.27
Mon Jun 10 2024,,2889.77
Mon Jun 10 2024,,4521.06
Mon Jun 10 2024,,3557.97
Mon Jun 10 2024,,2595.86
Mon Jun 10 2024,,2166.53
Mon Jun 10 2024,,2056.93
Mon Jun 10 2024,,1797.91
Mon Jun 10 2024,,1797.91
Mon Jun 10 2024,,1644.56
Mon Jun 10 2024,,1642.35
Mon Jun 10 2024,,2009.25
Mon Jun 10 2024,,2230.92
Mon Jun 10 2024,,2580.38
Mon Jun 10 2024,,2993.48
Mon Jun 10 2024,,3299.44
Mon Jun 10 2024,,2977.02
Mon Jun 10 2024,,2654.59
Mon Jun 10 2024,,2167.51
Tue Jun 11 2024,1834.56,1836.98
Tue Jun 11 2024,,1688.79
Tue Jun 11 2024,,1556.33
Tue Jun 11 2024,,1478.43
Tue Jun 11 2024,,1496.37
Tue Jun 11 2024,,1597.87
Tue Jun 11 2024,,2088.88
Tue Jun 11 2024,,2484.78
Tue Jun 11 2024,,2266.55
Tue Jun 11 2024,,1769.65
Tue Jun 11 2024,,1499.57
Tue Jun 11 2024,,1479.91
Tue Jun 11 2024,,1498.09
Tue Jun 11 2024,,943.93
Tue Jun 11 2024,,757.4
Tue Jun 11 2024,,1420.43
Tue Jun 11 2024,,1157.48
Tue Jun 11 2024,,1601.31
Tue Jun 11 2024,,2010.73
Tue Jun 11 2024,,2679.41
Tue Jun 11 2024,,2999.38
Tue Jun 11 2024,,2934.75
Tue Jun 11 2024,,2548.43
Tue Jun 11 2024,,2233.87
Wed Jun 12 2024,2281.31,2189.07
Wed Jun 12 2024,,2097.42
Wed Jun 12 2024,,1960.21
Wed Jun 12 2024,,2017.36
Wed Jun 12 2024,,2111.71
Wed Jun 12 2024,,2318.89
Wed Jun 12 2024,,3025.67
Wed Jun 12 2024,,3256.5
Wed Jun 12 2024,,2750.01
Wed Jun 12 2024,,1964.89
Wed Jun 12 2024,,1609.16
Wed Jun 12 2024,,1495.1
Wed Jun 12 2024,,1497.07
Wed Jun 12 2024,,1235.2
Wed Jun 12 2024,,1261.31
Wed Jun 12 2024,,1138.14
Wed Jun 12 2024,,1558.16
Wed Jun 12 2024,,2244
Wed Jun 12 2024,,2544.55
Wed Jun 12 2024,,3159.93
Wed Jun 12 2024,,3722.84
Wed Jun 12 2024,,3784.92
Wed Jun 12 2024,,3176.19
Wed Jun 12 2024,,2633.24
Thu Jun 13 2024,2398.41,2463.83
Thu Jun 13 2024,,2304.24
Thu Jun 13 2024,,2076.46
Thu Jun 13 2024,,2103.63
Thu Jun 13 2024,,2073.24
Thu Jun 13 2024,,2464.08
Thu Jun 13 2024,,3026.61
Thu Jun 13 2024,,3224
Thu Jun 13 2024,,2878.38
Thu Jun 13 2024,,2101.41
Thu Jun 13 2024,,1747.38
Thu Jun 13 2024,,1562.84
Thu Jun 13 2024,,1351.86
Thu Jun 13 2024,,1191.03
Thu Jun 13 2024,,1133.71
Thu Jun 13 2024,,1601.87
Thu Jun 13 2024,,2156.75
Thu Jun 13 2024,,2261.99
Thu Jun 13 2024,,2826
Thu Jun 13 2024,,3526.89
Thu Jun 13 2024,,4791.04
Thu Jun 13 2024,,3994.3
Thu Jun 13 2024,,2625.4
Thu Jun 13 2024,,2074.97
Fri Jun 14 2024,1880.27,1959.45
Fri Jun 14 2024,,1675.65
Fri Jun 14 2024,,1502.75
Fri Jun 14 2024,,1497.07
Fri Jun 14 2024,,1400.49
Fri Jun 14 2024,,1615.87
Fri Jun 14 2024,,2030.34
Fri Jun 14 2024,,2402.07
Fri Jun 14 2024,,2367.74
Fri Jun 14 2024,,2077.52
Fri Jun 14 2024,,1774.69
Fri Jun 14 2024,,1580.8
Fri Jun 14 2024,,1513.37
Fri Jun 14 2024,,1194.99
Fri Jun 14 2024,,1026.04
Fri Jun 14 2024,,1029
Fri Jun 14 2024,,1421.98
Fri Jun 14 2024,,1903.88
Fri Jun 14 2024,,2181.26
Fri Jun 14 2024,,3309.8
Fri Jun 14 2024,,3254.47
Fri Jun 14 2024,,2815.8
Fri Jun 14 2024,,2126.18
Fri Jun 14 2024,,1465.2
Sat Jun 15 2024,225.07,1512.88
Sat Jun 15 2024,,1062.1
Sat Jun 15 2024,,793.86
Sat Jun 15 2024,,815.59
Sat Jun 15 2024,,549.33
Sat Jun 15 2024,,239.1
Sat Jun 15 2024,,38.04
Sat Jun 15 2024,,2.22
Sat Jun 15 2024,,0
Sat Jun 15 2024,,-1.48
Sat Jun 15 2024,,-248.98
Sat Jun 15 2024,,-729.88
Sat Jun 15 2024,,-1129.28
Sat Jun 15 2024,,-1624.27
Sat Jun 15 2024,,-1985.88
Sat Jun 15 2024,,-1408.64
Sat Jun 15 2024,,-794.11
Sat Jun 15 2024,,-228.97
Sat Jun 15 2024,,-12.84
Sat Jun 15 2024,,1661.08
Sat Jun 15 2024,,2134.08
Sat Jun 15 2024,,2354.65
Sat Jun 15 2024,,1473.85
Sat Jun 15 2024,,929.21
Sun Jun 16 2024,570.44,669.46
Sun Jun 16 2024,,306.03
Sun Jun 16 2024,,172.19
Sun Jun 16 2024,,121.72
Sun Jun 16 2024,,111.58
Sun Jun 16 2024,,119.49
Sun Jun 16 2024,,101.43
Sun Jun 16 2024,,11.63
Sun Jun 16 2024,,-0.49
Sun Jun 16 2024,,-32.41
Sun Jun 16 2024,,-248.64
Sun Jun 16 2024,,-331.52
Sun Jun 16 2024,,-497.03
Sun Jun 16 2024,,-745.66
Sun Jun 16 2024,,-887.18
Sun Jun 16 2024,,-722.9
Sun Jun 16 2024,,-285.99
Sun Jun 16 2024,,-157.84
Sun Jun 16 2024,,1669.7
Sun Jun 16 2024,,2597.7
Sun Jun 16 2024,,3062.32
Sun Jun 16 2024,,3222.39
Sun Jun 16 2024,,3070.23
Sun Jun 16 2024,,2364.4
Mon Jun 17 2024,2394.71,2040.06
Mon Jun 17 2024,,1706.57
Mon Jun 17 2024,,1692.71
Mon Jun 17 2024,,1751.84
Mon Jun 17 2024,,1795.38
Mon Jun 17 2024,,2228.83
Mon Jun 17 2024,,2940.1
Mon Jun 17 2024,,3164.74
Mon Jun 17 2024,,2663.01
Mon Jun 17 2024,,2039.57
Mon Jun 17 2024,,1525.47
