index,Interval_Start,Interval_End,Consumption_kW,Consumption_kWh,Hour,Time,Date,Day,Price (Kč/MWh)
0,2024-01-01 00:00:00,2024-01-01 00:15:00,242,242,1,00:00:00,2024-01-01,2024-01-01,2.47
1,2024-01-01 00:15:00,2024-01-01 00:30:00,254,254,1,00:15:00,2024-01-01,2024-01-01,2.47
2,2024-01-01 00:30:00,2024-01-01 00:45:00,252,252,1,00:30:00,2024-01-01,2024-01-01,2.47
3,2024-01-01 00:45:00,2024-01-01 01:00:00,251,251,1,00:45:00,2024-01-01,2024-01-01,2.47
4,2024-01-01 01:00:00,2024-01-01 01:15:00,243,243,2,01:00:00,2024-01-01,2024-01-01,0.25
5,2024-01-01 01:15:00,2024-01-01 01:30:00,242,242,2,01:15:00,2024-01-01,2024-01-01,0.25
6,2024-01-01 01:30:00,2024-01-01 01:45:00,251,251,2,01:30:00,2024-01-01,2024-01-01,0.25
7,2024-01-01 01:45:00,2024-01-01 02:00:00,255,255,2,01:45:00,2024-01-01,2024-01-01,0.25
8,2024-01-01 02:00:00,2024-01-01 02:15:00,243,243,3,02:00:00,2024-01-01,2024-01-01,0.5
9,2024-01-01 02:15:00,2024-01-01 02:30:00,244,244,3,02:15:00,2024-01-01,2024-01-01,0.5
10,2024-01-01 02:30:00,2024-01-01 02:45:00,247,247,3,02:30:00,2024-01-01,2024-01-01,0.5
11,2024-01-01 02:45:00,2024-01-01 03:00:00,253,253,3,02:45:00,2024-01-01,2024-01-01,0.5
12,2024-01-01 03:00:00,2024-01-01 03:15:00,254,254,4,03:00:00,2024-01-01,2024-01-01,0.0
13,2024-01-01 03:15:00,2024-01-01 03:30:00,247,247,4,03:15:00,2024-01-01,2024-01-01,0.0
14,2024-01-01 03:30:00,2024-01-01 03:45:00,245,245,4,03:30:00,2024-01-01,2024-01-01,0.0
15,2024-01-01 03:45:00,2024-01-01 04:00:00,249,249,4,03:45:00,2024-01-01,2024-01-01,0.0
16,2024-01-01 04:00:00,2024-01-01 04:15:00,254,254,5,04:00:00,2024-01-01,2024-01-01,-0.25
17,2024-01-01 04:15:00,2024-01-01 04:30:00,254,254,5,04:15:00,2024-01-01,2024-01-01,-0.25
18,2024-01-01 04:30:00,2024-01-01 04:45:00,245,245,5,04:30:00,2024-01-01,2024-01-01,-0.25
19,2024-01-01 04:45:00,2024-01-01 05:00:00,255,255,5,04:45:00,2024-01-01,2024-01-01,-0.25
20,2024-01-01 05:00:00,2024-01-01 05:15:00,269,269,6,05:00:00,2024-01-01,2024-01-01,-0.25
21,2024-01-01 05:15:00,2024-01-01 05:30:00,270,270,6,05:15:00,2024-01-01,2024-01-01,-0.25
22,2024-01-01 05:30:00,2024-01-01 05:45:00,273,273,6,05:30:00,2024-01-01,2024-01-01,-0.25
23,2024-01-01 05:45:00,2024-01-01 06:00:00,274,274,6,05:45:00,2024-01-01,2024-01-01,-0.25
24,2024-01-01 06:00:00,2024-01-01 06:15:00,285,285,7,06:00:00,2024-01-01,2024-01-01,0.0
25,2024-01-01 06:15:00,2024-01-01 06:30:00,287,287,7,06:15:00,2024-01-01,2024-01-01,0.0
26,2024-01-01 06:30:00,2024-01-01 06:45:00,299,299,7,06:30:00,2024-01-01,2024-01-01,0.0
27,2024-01-01 06:45:00,2024-01-01 07:00:00,305,305,7,06:45:00,2024-01-01,2024-01-01,0.0
28,2024-01-01 07:00:00,2024-01-01 07:15:00,322,322,8,07:00:00,2024-01-01,2024-01-01,0.0
29,2024-01-01 07:15:00,2024-01-01 07:30:00,314,314,8,07:15:00,2024-01-01,2024-01-01,0.0
30,2024-01-01 07:30:00,2024-01-01 07:45:00,310,310,8,07:30:00,2024-01-01,2024-01-01,0.0
31,2024-01-01 07:45:00,2024-01-01 08:00:00,315,315,8,07:45:00,2024-01-01,2024-01-01,0.0
32,2024-01-01 08:00:00,2024-01-01 08:15:00,311,311,9,08:00:00,2024-01-01,2024-01-01,0.0
33,2024-01-01 08:15:00,2024-01-01 08:30:00,306,306,9,08:15:00,2024-01-01,2024-01-01,0.0
34,2024-01-01 08:30:00,2024-01-01 08:45:00,302,302,9,08:30:00,2024-01-01,2024-01-01,0.0
35,2024-01-01 08:45:00,2024-01-01 09:00:00,308,308,9,08:45:00,2024-01-01,2024-01-01,0.0
36,2024-01-01 09:00:00,2024-01-01 09:15:00,277,277,10,09:00:00,2024-01-01,2024-01-01,0.99
37,2024-01-01 09:15:00,2024-01-01 09:30:00,278,278,10,09:15:00,2024-01-01,2024-01-01,0.99
38,2024-01-01 09:30:00,2024-01-01 09:45:00,285,285,10,09:30:00,2024-01-01,2024-01-01,0.99
39,2024-01-01 09:45:00,2024-01-01 10:00:00,279,279,10,09:45:00,2024-01-01,2024-01-01,0.99
40,2024-01-01 10:00:00,2024-01-01 10:15:00,273,273,11,10:00:00,2024-01-01,2024-01-01,1.48
41,2024-01-01 10:15:00,2024-01-01 10:30:00,275,275,11,10:15:00,2024-01-01,2024-01-01,1.48
42,2024-01-01 10:30:00,2024-01-01 10:45:00,273,273,11,10:30:00,2024-01-01,2024-01-01,1.48
43,2024-01-01 10:45:00,2024-01-01 11:00:00,287,287,11,10:45:00,2024-01-01,2024-01-01,1.48
44,2024-01-01 11:00:00,2024-01-01 11:15:00,275,275,12,11:00:00,2024-01-01,2024-01-01,13.35
45,2024-01-01 11:15:00,2024-01-01 11:30:00,270,270,12,11:15:00,2024-01-01,2024-01-01,13.35
46,2024-01-01 11:30:00,2024-01-01 11:45:00,271,271,12,11:30:00,2024-01-01,2024-01-01,13.35
47,2024-01-01 11:45:00,2024-01-01 12:00:00,278,278,12,11:45:00,2024-01-01,2024-01-01,13.35
48,2024-01-01 12:00:00,2024-01-01 12:15:00,277,277,13,12:00:00,2024-01-01,2024-01-01,55.38
49,2024-01-01 12:15:00,2024-01-01 12:30:00,280,280,13,12:15:00,2024-01-01,2024-01-01,55.38
50,2024-01-01 12:30:00,2024-01-01 12:45:00,274,274,13,12:30:00,2024-01-01,2024-01-01,55.38
51,2024-01-01 12:45:00,2024-01-01 13:00:00,271,271,13,12:45:00,2024-01-01,2024-01-01,55.38
52,2024-01-01 13:00:00,2024-01-01 13:15:00,278,278,14,13:00:00,2024-01-01,2024-01-01,62.55
53,2024-01-01 13:15:00,2024-01-01 13:30:00,277,277,14,13:15:00,2024-01-01,2024-01-01,62.55
54,2024-01-01 13:30:00,2024-01-01 13:45:00,273,273,14,13:30:00,2024-01-01,2024-01-01,62.55
55,2024-01-01 13:45:00,2024-01-01 14:00:00,277,277,14,13:45:00,2024-01-01,2024-01-01,62.55
56,2024-01-01 14:00:00,2024-01-01 14:15:00,269,269,15,14:00:00,2024-01-01,2024-01-01,120.91
57,2024-01-01 14:15:00,2024-01-01 14:30:00,277,277,15,14:15:00,2024-01-01,2024-01-01,120.91
58,2024-01-01 14:30:00,2024-01-01 14:45:00,282,282,15,14:30:00,2024-01-01,2024-01-01,120.91
59,2024-01-01 14:45:00,2024-01-01 15:00:00,282,282,15,14:45:00,2024-01-01,2024-01-01,120.91
60,2024-01-01 15:00:00,2024-01-01 15:15:00,307,307,16,15:00:00,2024-01-01,2024-01-01,594.39
61,2024-01-01 15:15:00,2024-01-01 15:30:00,309,309,16,15:15:00,2024-01-01,2024-01-01,594.39
62,2024-01-01 15:30:00,2024-01-01 15:45:00,313,313,16,15:30:00,2024-01-01,2024-01-01,594.39
63,2024-01-01 15:45:00,2024-01-01 16:00:00,313,313,16,15:45:00,2024-01-01,2024-01-01,594.39
64,2024-01-01 16:00:00,2024-01-01 16:15:00,272,272,17,16:00:00,2024-01-01,2024-01-01,1217.95
65,2024-01-01 16:15:00,2024-01-01 16:30:00,269,269,17,16:15:00,2024-01-01,2024-01-01,1217.95
66,2024-01-01 16:30:00,2024-01-01 16:45:00,263,263,17,16:30:00,2024-01-01,2024-01-01,1217.95
67,2024-01-01 16:45:00,2024-01-01 17:00:00,273,273,17,16:45:00,2024-01-01,2024-01-01,1217.95
68,2024-01-01 17:00:00,2024-01-01 17:15:00,270,270,18,17:00:00,2024-01-01,2024-01-01,1414.52
69,2024-01-01 17:15:00,2024-01-01 17:30:00,270,270,18,17:15:00,2024-01-01,2024-01-01,1414.52
70,2024-01-01 17:30:00,2024-01-01 17:45:00,267,267,18,17:30:00,2024-01-01,2024-01-01,1414.52
71,2024-01-01 17:45:00,2024-01-01 18:00:00,271,271,18,17:45:00,2024-01-01,2024-01-01,1414.52
72,2024-01-01 18:00:00,2024-01-01 18:15:00,246,246,19,18:00:00,2024-01-01,2024-01-01,1479.79
73,2024-01-01 18:15:00,2024-01-01 18:30:00,247,247,19,18:15:00,2024-01-01,2024-01-01,1479.79
74,2024-01-01 18:30:00,2024-01-01 18:45:00,245,245,19,18:30:00,2024-01-01,2024-01-01,1479.79
75,2024-01-01 18:45:00,2024-01-01 19:00:00,252,252,19,18:45:00,2024-01-01,2024-01-01,1479.79
76,2024-01-01 19:00:00,2024-01-01 19:15:00,250,250,20,19:00:00,2024-01-01,2024-01-01,1353.94
77,2024-01-01 19:15:00,2024-01-01 19:30:00,246,246,20,19:15:00,2024-01-01,2024-01-01,1353.94
78,2024-01-01 19:30:00,2024-01-01 19:45:00,251,251,20,19:30:00,2024-01-01,2024-01-01,1353.94
79,2024-01-01 19:45:00,2024-01-01 20:00:00,255,255,20,19:45:00,2024-01-01,2024-01-01,1353.94
80,2024-01-01 20:00:00,2024-01-01 20:15:00,252,252,21,20:00:00,2024-01-01,2024-01-01,1196.94
81,2024-01-01 20:15:00,2024-01-01 20:30:00,249,249,21,20:15:00,2024-01-01,2024-01-01,1196.94
82,2024-01-01 20:30:00,2024-01-01 20:45:00,247,247,21,20:30:00,2024-01-01,2024-01-01,1196.94
83,2024-01-01 20:45:00,2024-01-01 21:00:00,251,251,21,20:45:00,2024-01-01,2024-01-01,1196.94
84,2024-01-01 21:00:00,2024-01-01 21:15:00,251,251,22,21:00:00,2024-01-01,2024-01-01,1045.13
85,2024-01-01 21:15:00,2024-01-01 21:30:00,251,251,22,21:15:00,2024-01-01,2024-01-01,1045.13
86,2024-01-01 21:30:00,2024-01-01 21:45:00,251,251,22,21:30:00,2024-01-01,2024-01-01,1045.13
87,2024-01-01 21:45:00,2024-01-01 22:00:00,255,255,22,21:45:00,2024-01-01,2024-01-01,1045.13
88,2024-01-01 22:00:00,2024-01-01 22:15:00,247,247,23,22:00:00,2024-01-01,2024-01-01,1145.26
89,2024-01-01 22:15:00,2024-01-01 22:30:00,251,251,23,22:15:00,2024-01-01,2024-01-01,1145.26
90,2024-01-01 22:30:00,2024-01-01 22:45:00,244,244,23,22:30:00,2024-01-01,2024-01-01,1145.26
91,2024-01-01 22:45:00,2024-01-01 23:00:00,251,251,23,22:45:00,2024-01-01,2024-01-01,1145.26
92,2024-01-01 23:00:00,2024-01-01 23:15:00,253,253,24,23:00:00,2024-01-01,2024-01-01,878.97
93,2024-01-01 23:15:00,2024-01-01 23:30:00,246,246,24,23:15:00,2024-01-01,2024-01-01,878.97
94,2024-01-01 23:30:00,2024-01-01 23:45:00,251,251,24,23:30:00,2024-01-01,2024-01-01,878.97
95,2024-01-01 23:45:00,2024-01-02 00:00:00,249,249,24,23:45:00,2024-01-01,2024-01-01,878.97
96,2024-01-02 00:00:00,2024-01-02 00:15:00,249,249,1,00:00:00,2024-01-02,2024-01-02,742.28
97,2024-01-02 00:15:00,2024-01-02 00:30:00,248,248,1,00:15:00,2024-01-02,2024-01-02,742.28
98,2024-01-02 00:30:00,2024-01-02 00:45:00,249,249,1,00:30:00,2024-01-02,2024-01-02,742.28
99,2024-01-02 00:45:00,2024-01-02 01:00:00,253,253,1,00:45:00,2024-01-02,2024-01-02,742.28
100,2024-01-02 01:00:00,2024-01-02 01:15:00,243,243,2,01:00:00,2024-01-02,2024-01-02,490.99
101,2024-01-02 01:15:00,2024-01-02 01:30:00,250,250,2,01:15:00,2024-01-02,2024-01-02,490.99
102,2024-01-02 01:30:00,2024-01-02 01:45:00,246,246,2,01:30:00,2024-01-02,2024-01-02,490.99
103,2024-01-02 01:45:00,2024-01-02 02:00:00,252,252,2,01:45:00,2024-01-02,2024-01-02,490.99
104,2024-01-02 02:00:00,2024-01-02 02:15:00,250,250,3,02:00:00,2024-01-02,2024-01-02,730.68
105,2024-01-02 02:15:00,2024-01-02 02:30:00,245,245,3,02:15:00,2024-01-02,2024-01-02,730.68
106,2024-01-02 02:30:00,2024-01-02 02:45:00,244,244,3,02:30:00,2024-01-02,2024-01-02,730.68
107,2024-01-02 02:45:00,2024-01-02 03:00:00,254,254,3,02:45:00,2024-01-02,2024-01-02,730.68
108,2024-01-02 03:00:00,2024-01-02 03:15:00,251,251,4,03:00:00,2024-01-02,2024-01-02,432.98
109,2024-01-02 03:15:00,2024-01-02 03:30:00,267,267,4,03:15:00,2024-01-02,2024-01-02,432.98
110,2024-01-02 03:30:00,2024-01-02 03:45:00,285,285,4,03:30:00,2024-01-02,2024-01-02,432.98
111,2024-01-02 03:45:00,2024-01-02 04:00:00,286,286,4,03:45:00,2024-01-02,2024-01-02,432.98
112,2024-01-02 04:00:00,2024-01-02 04:15:00,296,296,5,04:00:00,2024-01-02,2024-01-02,260.43
113,2024-01-02 04:15:00,2024-01-02 04:30:00,286,286,5,04:15:00,2024-01-02,2024-01-02,260.43
114,2024-01-02 04:30:00,2024-01-02 04:45:00,292,292,5,04:30:00,2024-01-02,2024-01-02,260.43
115,2024-01-02 04:45:00,2024-01-02 05:00:00,282,282,5,04:45:00,2024-01-02,2024-01-02,260.43
116,2024-01-02 05:00:00,2024-01-02 05:15:00,362,362,6,05:00:00,2024-01-02,2024-01-02,696.61
117,2024-01-02 05:15:00,2024-01-02 05:30:00,322,322,6,05:15:00,2024-01-02,2024-01-02,696.61
118,2024-01-02 05:30:00,2024-01-02 05:45:00,360,360,6,05:30:00,2024-01-02,2024-01-02,696.61
119,2024-01-02 05:45:00,2024-01-02 06:00:00,347,347,6,05:45:00,2024-01-02,2024-01-02,696.61
120,2024-01-02 06:00:00,2024-01-02 06:15:00,380,380,7,06:00:00,2024-01-02,2024-01-02,1163.4
121,2024-01-02 06:15:00,2024-01-02 06:30:00,403,403,7,06:15:00,2024-01-02,2024-01-02,1163.4
122,2024-01-02 06:30:00,2024-01-02 06:45:00,420,420,7,06:30:00,2024-01-02,2024-01-02,1163.4
123,2024-01-02 06:45:00,2024-01-02 07:00:00,649,649,7,06:45:00,2024-01-02,2024-01-02,1163.4
124,2024-01-02 07:00:00,2024-01-02 07:15:00,992,992,8,07:00:00,2024-01-02,2024-01-02,1615.14
125,2024-01-02 07:15:00,2024-01-02 07:30:00,1098,1098,8,07:15:00,2024-01-02,2024-01-02,1615.14
126,2024-01-02 07:30:00,2024-01-02 07:45:00,1180,1180,8,07:30:00,2024-01-02,2024-01-02,1615.14
127,2024-01-02 07:45:00,2024-01-02 08:00:00,1144,1144,8,07:45:00,2024-01-02,2024-01-02,1615.14
128,2024-01-02 08:00:00,2024-01-02 08:15:00,1017,1017,9,08:00:00,2024-01-02,2024-01-02,1760.04
129,2024-01-02 08:15:00,2024-01-02 08:30:00,947,947,9,08:15:00,2024-01-02,2024-01-02,1760.04
130,2024-01-02 08:30:00,2024-01-02 08:45:00,846,846,9,08:30:00,2024-01-02,2024-01-02,1760.04
131,2024-01-02 08:45:00,2024-01-02 09:00:00,1008,1008,9,08:45:00,2024-01-02,2024-01-02,1760.04
132,2024-01-02 09:00:00,2024-01-02 09:15:00,1056,1056,10,09:00:00,2024-01-02,2024-01-02,1731.9
133,2024-01-02 09:15:00,2024-01-02 09:30:00,998,998,10,09:15:00,2024-01-02,2024-01-02,1731.9
134,2024-01-02 09:30:00,2024-01-02 09:45:00,831,831,10,09:30:00,2024-01-02,2024-01-02,1731.9
135,2024-01-02 09:45:00,2024-01-02 10:00:00,786,786,10,09:45:00,2024-01-02,2024-01-02,1731.9
136,2024-01-02 10:00:00,2024-01-02 10:15:00,882,882,11,10:00:00,2024-01-02,2024-01-02,1771.64
137,2024-01-02 10:15:00,2024-01-02 10:30:00,977,977,11,10:15:00,2024-01-02,2024-01-02,1771.64
138,2024-01-02 10:30:00,2024-01-02 10:45:00,834,834,11,10:30:00,2024-01-02,2024-01-02,1771.64
139,2024-01-02 10:45:00,2024-01-02 11:00:00,791,791,11,10:45:00,2024-01-02,2024-01-02,1771.64
140,2024-01-02 11:00:00,2024-01-02 11:15:00,891,891,12,11:00:00,2024-01-02,2024-01-02,1859.52
141,2024-01-02 11:15:00,2024-01-02 11:30:00,926,926,12,11:15:00,2024-01-02,2024-01-02,1859.52
142,2024-01-02 11:30:00,2024-01-02 11:45:00,850,850,12,11:30:00,2024-01-02,2024-01-02,1859.52
143,2024-01-02 11:45:00,2024-01-02 12:00:00,825,825,12,11:45:00,2024-01-02,2024-01-02,1859.52
144,2024-01-02 12:00:00,2024-01-02 12:15:00,937,937,13,12:00:00,2024-01-02,2024-01-02,1967.64
145,2024-01-02 12:15:00,2024-01-02 12:30:00,957,957,13,12:15:00,2024-01-02,2024-01-02,1967.64
146,2024-01-02 12:30:00,2024-01-02 12:45:00,868,868,13,12:30:00,2024-01-02,2024-01-02,1967.64
147,2024-01-02 12:45:00,2024-01-02 13:00:00,790,790,13,12:45:00,2024-01-02,2024-01-02,1967.64
148,2024-01-02 13:00:00,2024-01-02 13:15:00,906,906,14,13:00:00,2024-01-02,2024-01-02,1989.86
149,2024-01-02 13:15:00,2024-01-02 13:30:00,901,901,14,13:15:00,2024-01-02,2024-01-02,1989.86
150,2024-01-02 13:30:00,2024-01-02 13:45:00,870,870,14,13:30:00,2024-01-02,2024-01-02,1989.86
151,2024-01-02 13:45:00,2024-01-02 14:00:00,749,749,14,13:45:00,2024-01-02,2024-01-02,1989.86
152,2024-01-02 14:00:00,2024-01-02 14:15:00,848,848,15,14:00:00,2024-01-02,2024-01-02,2028.61
153,2024-01-02 14:15:00,2024-01-02 14:30:00,862,862,15,14:15:00,2024-01-02,2024-01-02,2028.61
154,2024-01-02 14:30:00,2024-01-02 14:45:00,856,856,15,14:30:00,2024-01-02,2024-01-02,2028.61
155,2024-01-02 14:45:00,2024-01-02 15:00:00,745,745,15,14:45:00,2024-01-02,2024-01-02,2028.61
156,2024-01-02 15:00:00,2024-01-02 15:15:00,900,900,16,15:00:00,2024-01-02,2024-01-02,2049.84
157,2024-01-02 15:15:00,2024-01-02 15:30:00,889,889,16,15:15:00,2024-01-02,2024-01-02,2049.84
158,2024-01-02 15:30:00,2024-01-02 15:45:00,846,846,16,15:30:00,2024-01-02,2024-01-02,2049.84
159,2024-01-02 15:45:00,2024-01-02 16:00:00,736,736,16,15:45:00,2024-01-02,2024-01-02,2049.84
160,2024-01-02 16:00:00,2024-01-02 16:15:00,667,667,17,16:00:00,2024-01-02,2024-01-02,2120.69
161,2024-01-02 16:15:00,2024-01-02 16:30:00,644,644,17,16:15:00,2024-01-02,2024-01-02,2120.69
162,2024-01-02 16:30:00,2024-01-02 16:45:00,636,636,17,16:30:00,2024-01-02,2024-01-02,2120.69
163,2024-01-02 16:45:00,2024-01-02 17:00:00,639,639,17,16:45:00,2024-01-02,2024-01-02,2120.69
164,2024-01-02 17:00:00,2024-01-02 17:15:00,580,580,18,17:00:00,2024-01-02,2024-01-02,2075.27
165,2024-01-02 17:15:00,2024-01-02 17:30:00,535,535,18,17:15:00,2024-01-02,2024-01-02,2075.27
166,2024-01-02 17:30:00,2024-01-02 17:45:00,503,503,18,17:30:00,2024-01-02,2024-01-02,2075.27
167,2024-01-02 17:45:00,2024-01-02 18:00:00,479,479,18,17:45:00,2024-01-02,2024-01-02,2075.27
168,2024-01-02 18:00:00,2024-01-02 18:15:00,371,371,19,18:00:00,2024-01-02,2024-01-02,1928.15
169,2024-01-02 18:15:00,2024-01-02 18:30:00,384,384,19,18:15:00,2024-01-02,2024-01-02,1928.15
170,2024-01-02 18:30:00,2024-01-02 18:45:00,389,389,19,18:30:00,2024-01-02,2024-01-02,1928.15
171,2024-01-02 18:45:00,2024-01-02 19:00:00,355,355,19,18:45:00,2024-01-02,2024-01-02,1928.15
172,2024-01-02 19:00:00,2024-01-02 19:15:00,351,351,20,19:00:00,2024-01-02,2024-01-02,1698.82
173,2024-01-02 19:15:00,2024-01-02 19:30:00,350,350,20,19:15:00,2024-01-02,2024-01-02,1698.82
174,2024-01-02 19:30:00,2024-01-02 19:45:00,345,345,20,19:30:00,2024-01-02,2024-01-02,1698.82
175,2024-01-02 19:45:00,2024-01-02 20:00:00,351,351,20,19:45:00,2024-01-02,2024-01-02,1698.82
176,2024-01-02 20:00:00,2024-01-02 20:15:00,345,345,21,20:00:00,2024-01-02,2024-01-02,1445.55
177,2024-01-02 20:15:00,2024-01-02 20:30:00,335,335,21,20:15:00,2024-01-02,2024-01-02,1445.55
178,2024-01-02 20:30:00,2024-01-02 20:45:00,326,326,21,20:30:00,2024-01-02,2024-01-02,1445.55
179,2024-01-02 20:45:00,2024-01-02 21:00:00,335,335,21,20:45:00,2024-01-02,2024-01-02,1445.55
180,2024-01-02 21:00:00,2024-01-02 21:15:00,342,342,22,21:00:00,2024-01-02,2024-01-02,1175.25
181,2024-01-02 21:15:00,2024-01-02 21:30:00,335,335,22,21:15:00,2024-01-02,2024-01-02,1175.25
182,2024-01-02 21:30:00,2024-01-02 21:45:00,319,319,22,21:30:00,2024-01-02,2024-01-02,1175.25
183,2024-01-02 21:45:00,2024-01-02 22:00:00,311,311,22,21:45:00,2024-01-02,2024-01-02,1175.25
184,2024-01-02 22:00:00,2024-01-02 22:15:00,302,302,23,22:00:00,2024-01-02,2024-01-02,1002.71
185,2024-01-02 22:15:00,2024-01-02 22:30:00,304,304,23,22:15:00,2024-01-02,2024-01-02,1002.71
186,2024-01-02 22:30:00,2024-01-02 22:45:00,301,301,23,22:30:00,2024-01-02,2024-01-02,1002.71
187,2024-01-02 22:45:00,2024-01-02 23:00:00,283,283,23,22:45:00,2024-01-02,2024-01-02,1002.71
188,2024-01-02 23:00:00,2024-01-02 23:15:00,274,274,24,23:00:00,2024-01-02,2024-01-02,438.65
189,2024-01-02 23:15:00,2024-01-02 23:30:00,269,269,24,23:15:00,2024-01-02,2024-01-02,438.65
190,2024-01-02 23:30:00,2024-01-02 23:45:00,265,265,24,23:30:00,2024-01-02,2024-01-02,438.65
191,2024-01-02 23:45:00,2024-01-03 00:00:00,271,271,24,23:45:00,2024-01-02,2024-01-02,438.65
192,2024-01-03 00:00:00,2024-01-03 00:15:00,257,257,1,00:00:00,2024-01-03,2024-01-03,291.41
193,2024-01-03 00:15:00,2024-01-03 00:30:00,254,254,1,00:15:00,2024-01-03,2024-01-03,291.41
194,2024-01-03 00:30:00,2024-01-03 00:45:00,247,247,1,00:30:00,2024-01-03,2024-01-03,291.41
195,2024-01-03 00:45:00,2024-01-03 01:00:00,255,255,1,00:45:00,2024-01-03,2024-01-03,291.41
196,2024-01-03 01:00:00,2024-01-03 01:15:00,253,253,2,01:00:00,2024-01-03,2024-01-03,262.54
197,2024-01-03 01:15:00,2024-01-03 01:30:00,250,250,2,01:15:00,2024-01-03,2024-01-03,262.54
198,2024-01-03 01:30:00,2024-01-03 01:45:00,243,243,2,01:30:00,2024-01-03,2024-01-03,262.54
199,2024-01-03 01:45:00,2024-01-03 02:00:00,241,241,2,01:45:00,2024-01-03,2024-01-03,262.54
200,2024-01-03 02:00:00,2024-01-03 02:15:00,247,247,3,02:00:00,2024-01-03,2024-01-03,248.97
201,2024-01-03 02:15:00,2024-01-03 02:30:00,253,253,3,02:15:00,2024-01-03,2024-01-03,248.97
202,2024-01-03 02:30:00,2024-01-03 02:45:00,250,250,3,02:30:00,2024-01-03,2024-01-03,248.97
203,2024-01-03 02:45:00,2024-01-03 03:00:00,239,239,3,02:45:00,2024-01-03,2024-01-03,248.97
204,2024-01-03 03:00:00,2024-01-03 03:15:00,243,243,4,03:00:00,2024-01-03,2024-01-03,240.83
205,2024-01-03 03:15:00,2024-01-03 03:30:00,267,267,4,03:15:00,2024-01-03,2024-01-03,240.83
206,2024-01-03 03:30:00,2024-01-03 03:45:00,293,293,4,03:30:00,2024-01-03,2024-01-03,240.83
207,2024-01-03 03:45:00,2024-01-03 04:00:00,266,266,4,03:45:00,2024-01-03,2024-01-03,240.83
208,2024-01-03 04:00:00,2024-01-03 04:15:00,316,316,5,04:00:00,2024-01-03,2024-01-03,257.11
209,2024-01-03 04:15:00,2024-01-03 04:30:00,280,280,5,04:15:00,2024-01-03,2024-01-03,257.11
210,2024-01-03 04:30:00,2024-01-03 04:45:00,281,281,5,04:30:00,2024-01-03,2024-01-03,257.11
211,2024-01-03 04:45:00,2024-01-03 05:00:00,281,281,5,04:45:00,2024-01-03,2024-01-03,257.11
212,2024-01-03 05:00:00,2024-01-03 05:15:00,334,334,6,05:00:00,2024-01-03,2024-01-03,289.19
213,2024-01-03 05:15:00,2024-01-03 05:30:00,334,334,6,05:15:00,2024-01-03,2024-01-03,289.19
214,2024-01-03 05:30:00,2024-01-03 05:45:00,353,353,6,05:30:00,2024-01-03,2024-01-03,289.19
215,2024-01-03 05:45:00,2024-01-03 06:00:00,375,375,6,05:45:00,2024-01-03,2024-01-03,289.19
216,2024-01-03 06:00:00,2024-01-03 06:15:00,402,402,7,06:00:00,2024-01-03,2024-01-03,889.29
217,2024-01-03 06:15:00,2024-01-03 06:30:00,430,430,7,06:15:00,2024-01-03,2024-01-03,889.29
218,2024-01-03 06:30:00,2024-01-03 06:45:00,590,590,7,06:30:00,2024-01-03,2024-01-03,889.29
219,2024-01-03 06:45:00,2024-01-03 07:00:00,538,538,7,06:45:00,2024-01-03,2024-01-03,889.29
220,2024-01-03 07:00:00,2024-01-03 07:15:00,910,910,8,07:00:00,2024-01-03,2024-01-03,1075.34
221,2024-01-03 07:15:00,2024-01-03 07:30:00,953,953,8,07:15:00,2024-01-03,2024-01-03,1075.34
222,2024-01-03 07:30:00,2024-01-03 07:45:00,1030,1030,8,07:30:00,2024-01-03,2024-01-03,1075.34
223,2024-01-03 07:45:00,2024-01-03 08:00:00,1034,1034,8,07:45:00,2024-01-03,2024-01-03,1075.34
224,2024-01-03 08:00:00,2024-01-03 08:15:00,883,883,9,08:00:00,2024-01-03,2024-01-03,1546.14
225,2024-01-03 08:15:00,2024-01-03 08:30:00,809,809,9,08:15:00,2024-01-03,2024-01-03,1546.14
226,2024-01-03 08:30:00,2024-01-03 08:45:00,899,899,9,08:30:00,2024-01-03,2024-01-03,1546.14
227,2024-01-03 08:45:00,2024-01-03 09:00:00,973,973,9,08:45:00,2024-01-03,2024-01-03,1546.14
228,2024-01-03 09:00:00,2024-01-03 09:15:00,868,868,10,09:00:00,2024-01-03,2024-01-03,1615.47
229,2024-01-03 09:15:00,2024-01-03 09:30:00,842,842,10,09:15:00,2024-01-03,2024-01-03,1615.47
230,2024-01-03 09:30:00,2024-01-03 09:45:00,937,937,10,09:30:00,2024-01-03,2024-01-03,1615.47
231,2024-01-03 09:45:00,2024-01-03 10:00:00,1009,1009,10,09:45:00,2024-01-03,2024-01-03,1615.47
232,2024-01-03 10:00:00,2024-01-03 10:15:00,815,815,11,10:00:00,2024-01-03,2024-01-03,1480.5
233,2024-01-03 10:15:00,2024-01-03 10:30:00,879,879,11,10:15:00,2024-01-03,2024-01-03,1480.5
234,2024-01-03 10:30:00,2024-01-03 10:45:00,927,927,11,10:30:00,2024-01-03,2024-01-03,1480.5
235,2024-01-03 10:45:00,2024-01-03 11:00:00,963,963,11,10:45:00,2024-01-03,2024-01-03,1480.5
236,2024-01-03 11:00:00,2024-01-03 11:15:00,764,764,12,11:00:00,2024-01-03,2024-01-03,1406.23
