index,Interval_Start,Interval_End,Consumption_kW,Consumption_kWh,Hour,Time,Date,Day,Price (Kč/MWh)
5992,2024-03-03 10:00:00,2024-03-03 10:15:00,281,281,11,10:00:00,2024-03-03,2024-03-03,1357.69
5993,2024-03-03 10:15:00,2024-03-03 10:30:00,288,288,11,10:15:00,2024-03-03,2024-03-03,1357.69
5994,2024-03-03 10:30:00,2024-03-03 10:45:00,285,285,11,10:30:00,2024-03-03,2024-03-03,1357.69
5995,2024-03-03 10:45:00,2024-03-03 11:00:00,285,285,11,10:45:00,2024-03-03,2024-03-03,1357.69
5996,2024-03-03 11:00:00,2024-03-03 11:15:00,282,282,12,11:00:00,2024-03-03,2024-03-03,1294.87
5997,2024-03-03 11:15:00,2024-03-03 11:30:00,292,292,12,11:15:00,2024-03-03,2024-03-03,1294.87
5998,2024-03-03 11:30:00,2024-03-03 11:45:00,294,294,12,11:30:00,2024-03-03,2024-03-03,1294.87
5999,2024-03-03 11:45:00,2024-03-03 12:00:00,279,279,12,11:45:00,2024-03-03,2024-03-03,1294.87
6000,2024-03-03 12:00:00,2024-03-03 12:15:00,301,301,13,12:00:00,2024-03-03,2024-03-03,1216.6
6001,2024-03-03 12:15:00,2024-03-03 12:30:00,301,301,13,12:15:00,2024-03-03,2024-03-03,1216.6
6002,2024-03-03 12:30:00,2024-03-03 12:45:00,306,306,13,12:30:00,2024-03-03,2024-03-03,1216.6
6003,2024-03-03 12:45:00,2024-03-03 13:00:00,296,296,13,12:45:00,2024-03-03,2024-03-03,1216.6
6004,2024-03-03 13:00:00,2024-03-03 13:15:00,296,296,14,13:00:00,2024-03-03,2024-03-03,1076.78
6005,2024-03-03 13:15:00,2024-03-03 13:30:00,307,307,14,13:15:00,2024-03-03,2024-03-03,1076.78
6006,2024-03-03 13:30:00,2024-03-03 13:45:00,284,284,14,13:30:00,2024-03-03,2024-03-03,1076.78
6007,2024-03-03 13:45:00,2024-03-03 14:00:00,295,295,14,13:45:00,2024-03-03,2024-03-03,1076.78
6008,2024-03-03 14:00:00,2024-03-03 14:15:00,268,268,15,14:00:00,2024-03-03,2024-03-03,1186.46
6009,2024-03-03 14:15:00,2024-03-03 14:30:00,261,261,15,14:15:00,2024-03-03,2024-03-03,1186.46
6010,2024-03-03 14:30:00,2024-03-03 14:45:00,260,260,15,14:30:00,2024-03-03,2024-03-03,1186.46
6011,2024-03-03 14:45:00,2024-03-03 15:00:00,256,256,15,14:45:00,2024-03-03,2024-03-03,1186.46
6012,2024-03-03 15:00:00,2024-03-03 15:15:00,257,257,16,15:00:00,2024-03-03,2024-03-03,1373.14
6013,2024-03-03 15:15:00,2024-03-03 15:30:00,266,266,16,15:15:00,2024-03-03,2024-03-03,1373.14
6014,2024-03-03 15:30:00,2024-03-03 15:45:00,261,261,16,15:30:00,2024-03-03,2024-03-03,1373.14
6015,2024-03-03 15:45:00,2024-03-03 16:00:00,256,256,16,15:45:00,2024-03-03,2024-03-03,1373.14
6016,2024-03-03 16:00:00,2024-03-03 16:15:00,278,278,17,16:00:00,2024-03-03,2024-03-03,1526.89
6017,2024-03-03 16:15:00,2024-03-03 16:30:00,278,278,17,16:15:00,2024-03-03,2024-03-03,1526.89
6018,2024-03-03 16:30:00,2024-03-03 16:45:00,273,273,17,16:30:00,2024-03-03,2024-03-03,1526.89
6019,2024-03-03 16:45:00,2024-03-03 17:00:00,280,280,17,16:45:00,2024-03-03,2024-03-03,1526.89
6020,2024-03-03 17:00:00,2024-03-03 17:15:00,276,276,18,17:00:00,2024-03-03,2024-03-03,1902.28
6021,2024-03-03 17:15:00,2024-03-03 17:30:00,275,275,18,17:15:00,2024-03-03,2024-03-03,1902.28
6022,2024-03-03 17:30:00,2024-03-03 17:45:00,277,277,18,17:30:00,2024-03-03,2024-03-03,1902.28
6023,2024-03-03 17:45:00,2024-03-03 18:00:00,280,280,18,17:45:00,2024-03-03,2024-03-03,1902.28
6024,2024-03-03 18:00:00,2024-03-03 18:15:00,257,257,19,18:00:00,2024-03-03,2024-03-03,2116.58
6025,2024-03-03 18:15:00,2024-03-03 18:30:00,261,261,19,18:15:00,2024-03-03,2024-03-03,2116.58
6026,2024-03-03 18:30:00,2024-03-03 18:45:00,256,256,19,18:30:00,2024-03-03,2024-03-03,2116.58
6027,2024-03-03 18:45:00,2024-03-03 19:00:00,251,251,19,18:45:00,2024-03-03,2024-03-03,2116.58
6028,2024-03-03 19:00:00,2024-03-03 19:15:00,260,260,20,19:00:00,2024-03-03,2024-03-03,2202.7
6029,2024-03-03 19:15:00,2024-03-03 19:30:00,261,261,20,19:15:00,2024-03-03,2024-03-03,2202.7
6030,2024-03-03 19:30:00,2024-03-03 19:45:00,268,268,20,19:30:00,2024-03-03,2024-03-03,2202.7
6031,2024-03-03 19:45:00,2024-03-03 20:00:00,263,263,20,19:45:00,2024-03-03,2024-03-03,2202.7
6032,2024-03-03 20:00:00,2024-03-03 20:15:00,277,277,21,20:00:00,2024-03-03,2024-03-03,2071.99
6033,2024-03-03 20:15:00,2024-03-03 20:30:00,280,280,21,20:15:00,2024-03-03,2024-03-03,2071.99
6034,2024-03-03 20:30:00,2024-03-03 20:45:00,279,279,21,20:30:00,2024-03-03,2024-03-03,2071.99
6035,2024-03-03 20:45:00,2024-03-03 21:00:00,280,280,21,20:45:00,2024-03-03,2024-03-03,2071.99
6036,2024-03-03 21:00:00,2024-03-03 21:15:00,279,279,22,21:00:00,2024-03-03,2024-03-03,1899.75
6037,2024-03-03 21:15:00,2024-03-03 21:30:00,280,280,22,21:15:00,2024-03-03,2024-03-03,1899.75
6038,2024-03-03 21:30:00,2024-03-03 21:45:00,270,270,22,21:30:00,2024-03-03,2024-03-03,1899.75
6039,2024-03-03 21:45:00,2024-03-03 22:00:00,275,275,22,21:45:00,2024-03-03,2024-03-03,1899.75
6040,2024-03-03 22:00:00,2024-03-03 22:15:00,252,252,23,22:00:00,2024-03-03,2024-03-03,1828.32
6041,2024-03-03 22:15:00,2024-03-03 22:30:00,252,252,23,22:15:00,2024-03-03,2024-03-03,1828.32
6042,2024-03-03 22:30:00,2024-03-03 22:45:00,246,246,23,22:30:00,2024-03-03,2024-03-03,1828.32
6043,2024-03-03 22:45:00,2024-03-03 23:00:00,246,246,23,22:45:00,2024-03-03,2024-03-03,1828.32
6044,2024-03-03 23:00:00,2024-03-03 23:15:00,247,247,24,23:00:00,2024-03-03,2024-03-03,1834.4
6045,2024-03-03 23:15:00,2024-03-03 23:30:00,249,249,24,23:15:00,2024-03-03,2024-03-03,1834.4
6046,2024-03-03 23:30:00,2024-03-03 23:45:00,249,249,24,23:30:00,2024-03-03,2024-03-03,1834.4
6047,2024-03-03 23:45:00,2024-03-04 00:00:00,245,245,24,23:45:00,2024-03-03,2024-03-03,1834.4
6048,2024-03-04 00:00:00,2024-03-04 00:15:00,264,264,1,00:00:00,2024-03-04,2024-03-04,1752.79
6049,2024-03-04 00:15:00,2024-03-04 00:30:00,266,266,1,00:15:00,2024-03-04,2024-03-04,1752.79
6050,2024-03-04 00:30:00,2024-03-04 00:45:00,267,267,1,00:30:00,2024-03-04,2024-03-04,1752.79
6051,2024-03-04 00:45:00,2024-03-04 01:00:00,268,268,1,00:45:00,2024-03-04,2024-03-04,1752.79
6052,2024-03-04 01:00:00,2024-03-04 01:15:00,271,271,2,01:00:00,2024-03-04,2024-03-04,1721.61
6053,2024-03-04 01:15:00,2024-03-04 01:30:00,271,271,2,01:15:00,2024-03-04,2024-03-04,1721.61
6054,2024-03-04 01:30:00,2024-03-04 01:45:00,259,259,2,01:30:00,2024-03-04,2024-03-04,1721.61
6055,2024-03-04 01:45:00,2024-03-04 02:00:00,264,264,2,01:45:00,2024-03-04,2024-03-04,1721.61
6056,2024-03-04 02:00:00,2024-03-04 02:15:00,264,264,3,02:00:00,2024-03-04,2024-03-04,1709.18
6057,2024-03-04 02:15:00,2024-03-04 02:30:00,264,264,3,02:15:00,2024-03-04,2024-03-04,1709.18
6058,2024-03-04 02:30:00,2024-03-04 02:45:00,265,265,3,02:30:00,2024-03-04,2024-03-04,1709.18
6059,2024-03-04 02:45:00,2024-03-04 03:00:00,265,265,3,02:45:00,2024-03-04,2024-03-04,1709.18
6060,2024-03-04 03:00:00,2024-03-04 03:15:00,264,264,4,03:00:00,2024-03-04,2024-03-04,1679.01
6061,2024-03-04 03:15:00,2024-03-04 03:30:00,271,271,4,03:15:00,2024-03-04,2024-03-04,1679.01
6062,2024-03-04 03:30:00,2024-03-04 03:45:00,287,287,4,03:30:00,2024-03-04,2024-03-04,1679.01
6063,2024-03-04 03:45:00,2024-03-04 04:00:00,315,315,4,03:45:00,2024-03-04,2024-03-04,1679.01
6064,2024-03-04 04:00:00,2024-03-04 04:15:00,350,350,5,04:00:00,2024-03-04,2024-03-04,1663.03
6065,2024-03-04 04:15:00,2024-03-04 04:30:00,320,320,5,04:15:00,2024-03-04,2024-03-04,1663.03
6066,2024-03-04 04:30:00,2024-03-04 04:45:00,351,351,5,04:30:00,2024-03-04,2024-03-04,1663.03
6067,2024-03-04 04:45:00,2024-03-04 05:00:00,369,369,5,04:45:00,2024-03-04,2024-03-04,1663.03
6068,2024-03-04 05:00:00,2024-03-04 05:15:00,371,371,6,05:00:00,2024-03-04,2024-03-04,1795.9
6069,2024-03-04 05:15:00,2024-03-04 05:30:00,375,375,6,05:15:00,2024-03-04,2024-03-04,1795.9
6070,2024-03-04 05:30:00,2024-03-04 05:45:00,375,375,6,05:30:00,2024-03-04,2024-03-04,1795.9
6071,2024-03-04 05:45:00,2024-03-04 06:00:00,383,383,6,05:45:00,2024-03-04,2024-03-04,1795.9
6072,2024-03-04 06:00:00,2024-03-04 06:15:00,421,421,7,06:00:00,2024-03-04,2024-03-04,2058.32
6073,2024-03-04 06:15:00,2024-03-04 06:30:00,442,442,7,06:15:00,2024-03-04,2024-03-04,2058.32
6074,2024-03-04 06:30:00,2024-03-04 06:45:00,689,689,7,06:30:00,2024-03-04,2024-03-04,2058.32
6075,2024-03-04 06:45:00,2024-03-04 07:00:00,610,610,7,06:45:00,2024-03-04,2024-03-04,2058.32
6076,2024-03-04 07:00:00,2024-03-04 07:15:00,977,977,8,07:00:00,2024-03-04,2024-03-04,2451.07
6077,2024-03-04 07:15:00,2024-03-04 07:30:00,1122,1122,8,07:15:00,2024-03-04,2024-03-04,2451.07
6078,2024-03-04 07:30:00,2024-03-04 07:45:00,1132,1132,8,07:30:00,2024-03-04,2024-03-04,2451.07
6079,2024-03-04 07:45:00,2024-03-04 08:00:00,1084,1084,8,07:45:00,2024-03-04,2024-03-04,2451.07
6080,2024-03-04 08:00:00,2024-03-04 08:15:00,914,914,9,08:00:00,2024-03-04,2024-03-04,2610.8
6081,2024-03-04 08:15:00,2024-03-04 08:30:00,886,886,9,08:15:00,2024-03-04,2024-03-04,2610.8
6082,2024-03-04 08:30:00,2024-03-04 08:45:00,825,825,9,08:30:00,2024-03-04,2024-03-04,2610.8
6083,2024-03-04 08:45:00,2024-03-04 09:00:00,942,942,9,08:45:00,2024-03-04,2024-03-04,2610.8
6084,2024-03-04 09:00:00,2024-03-04 09:15:00,1013,1013,10,09:00:00,2024-03-04,2024-03-04,2155.68
6085,2024-03-04 09:15:00,2024-03-04 09:30:00,959,959,10,09:15:00,2024-03-04,2024-03-04,2155.68
6086,2024-03-04 09:30:00,2024-03-04 09:45:00,768,768,10,09:30:00,2024-03-04,2024-03-04,2155.68
6087,2024-03-04 09:45:00,2024-03-04 10:00:00,863,863,10,09:45:00,2024-03-04,2024-03-04,2155.68
6088,2024-03-04 10:00:00,2024-03-04 10:15:00,955,955,11,10:00:00,2024-03-04,2024-03-04,1511.92
6089,2024-03-04 10:15:00,2024-03-04 10:30:00,976,976,11,10:15:00,2024-03-04,2024-03-04,1511.92
6090,2024-03-04 10:30:00,2024-03-04 10:45:00,759,759,11,10:30:00,2024-03-04,2024-03-04,1511.92
6091,2024-03-04 10:45:00,2024-03-04 11:00:00,835,835,11,10:45:00,2024-03-04,2024-03-04,1511.92
6092,2024-03-04 11:00:00,2024-03-04 11:15:00,950,950,12,11:00:00,2024-03-04,2024-03-04,1439.4
6093,2024-03-04 11:15:00,2024-03-04 11:30:00,953,953,12,11:15:00,2024-03-04,2024-03-04,1439.4
6094,2024-03-04 11:30:00,2024-03-04 11:45:00,781,781,12,11:30:00,2024-03-04,2024-03-04,1439.4
6095,2024-03-04 11:45:00,2024-03-04 12:00:00,916,916,12,11:45:00,2024-03-04,2024-03-04,1439.4
6096,2024-03-04 12:00:00,2024-03-04 12:15:00,979,979,13,12:00:00,2024-03-04,2024-03-04,1467.04
6097,2024-03-04 12:15:00,2024-03-04 12:30:00,962,962,13,12:15:00,2024-03-04,2024-03-04,1467.04
6098,2024-03-04 12:30:00,2024-03-04 12:45:00,794,794,13,12:30:00,2024-03-04,2024-03-04,1467.04
6099,2024-03-04 12:45:00,2024-03-04 13:00:00,886,886,13,12:45:00,2024-03-04,2024-03-04,1467.04
6100,2024-03-04 13:00:00,2024-03-04 13:15:00,981,981,14,13:00:00,2024-03-04,2024-03-04,1517.5
6101,2024-03-04 13:15:00,2024-03-04 13:30:00,1035,1035,14,13:15:00,2024-03-04,2024-03-04,1517.5
6102,2024-03-04 13:30:00,2024-03-04 13:45:00,996,996,14,13:30:00,2024-03-04,2024-03-04,1517.5
6103,2024-03-04 13:45:00,2024-03-04 14:00:00,770,770,14,13:45:00,2024-03-04,2024-03-04,1517.5
6104,2024-03-04 14:00:00,2024-03-04 14:15:00,825,825,15,14:00:00,2024-03-04,2024-03-04,1584.69
6105,2024-03-04 14:15:00,2024-03-04 14:30:00,933,933,15,14:15:00,2024-03-04,2024-03-04,1584.69
6106,2024-03-04 14:30:00,2024-03-04 14:45:00,941,941,15,14:30:00,2024-03-04,2024-03-04,1584.69
6107,2024-03-04 14:45:00,2024-03-04 15:00:00,780,780,15,14:45:00,2024-03-04,2024-03-04,1584.69
6108,2024-03-04 15:00:00,2024-03-04 15:15:00,812,812,16,15:00:00,2024-03-04,2024-03-04,1771.3
6109,2024-03-04 15:15:00,2024-03-04 15:30:00,928,928,16,15:15:00,2024-03-04,2024-03-04,1771.3
6110,2024-03-04 15:30:00,2024-03-04 15:45:00,945,945,16,15:30:00,2024-03-04,2024-03-04,1771.3
6111,2024-03-04 15:45:00,2024-03-04 16:00:00,810,810,16,15:45:00,2024-03-04,2024-03-04,1771.3
6112,2024-03-04 16:00:00,2024-03-04 16:15:00,687,687,17,16:00:00,2024-03-04,2024-03-04,1959.43
6113,2024-03-04 16:15:00,2024-03-04 16:30:00,630,630,17,16:15:00,2024-03-04,2024-03-04,1959.43
6114,2024-03-04 16:30:00,2024-03-04 16:45:00,623,623,17,16:30:00,2024-03-04,2024-03-04,1959.43
6115,2024-03-04 16:45:00,2024-03-04 17:00:00,629,629,17,16:45:00,2024-03-04,2024-03-04,1959.43
6116,2024-03-04 17:00:00,2024-03-04 17:15:00,548,548,18,17:00:00,2024-03-04,2024-03-04,2304.26
6117,2024-03-04 17:15:00,2024-03-04 17:30:00,516,516,18,17:15:00,2024-03-04,2024-03-04,2304.26
6118,2024-03-04 17:30:00,2024-03-04 17:45:00,525,525,18,17:30:00,2024-03-04,2024-03-04,2304.26
6119,2024-03-04 17:45:00,2024-03-04 18:00:00,509,509,18,17:45:00,2024-03-04,2024-03-04,2304.26
6120,2024-03-04 18:00:00,2024-03-04 18:15:00,355,355,19,18:00:00,2024-03-04,2024-03-04,2666.84
6121,2024-03-04 18:15:00,2024-03-04 18:30:00,358,358,19,18:15:00,2024-03-04,2024-03-04,2666.84
6122,2024-03-04 18:30:00,2024-03-04 18:45:00,360,360,19,18:30:00,2024-03-04,2024-03-04,2666.84
6123,2024-03-04 18:45:00,2024-03-04 19:00:00,363,363,19,18:45:00,2024-03-04,2024-03-04,2666.84
6124,2024-03-04 19:00:00,2024-03-04 19:15:00,374,374,20,19:00:00,2024-03-04,2024-03-04,2513.44
6125,2024-03-04 19:15:00,2024-03-04 19:30:00,364,364,20,19:15:00,2024-03-04,2024-03-04,2513.44
6126,2024-03-04 19:30:00,2024-03-04 19:45:00,357,357,20,19:30:00,2024-03-04,2024-03-04,2513.44
6127,2024-03-04 19:45:00,2024-03-04 20:00:00,355,355,20,19:45:00,2024-03-04,2024-03-04,2513.44
6128,2024-03-04 20:00:00,2024-03-04 20:15:00,352,352,21,20:00:00,2024-03-04,2024-03-04,2041.59
6129,2024-03-04 20:15:00,2024-03-04 20:30:00,348,348,21,20:15:00,2024-03-04,2024-03-04,2041.59
6130,2024-03-04 20:30:00,2024-03-04 20:45:00,334,334,21,20:30:00,2024-03-04,2024-03-04,2041.59
6131,2024-03-04 20:45:00,2024-03-04 21:00:00,338,338,21,20:45:00,2024-03-04,2024-03-04,2041.59
6132,2024-03-04 21:00:00,2024-03-04 21:15:00,335,335,22,21:00:00,2024-03-04,2024-03-04,1810.09
6133,2024-03-04 21:15:00,2024-03-04 21:30:00,328,328,22,21:15:00,2024-03-04,2024-03-04,1810.09
6134,2024-03-04 21:30:00,2024-03-04 21:45:00,320,320,22,21:30:00,2024-03-04,2024-03-04,1810.09
6135,2024-03-04 21:45:00,2024-03-04 22:00:00,322,322,22,21:45:00,2024-03-04,2024-03-04,1810.09
6136,2024-03-04 22:00:00,2024-03-04 22:15:00,312,312,23,22:00:00,2024-03-04,2024-03-04,1711.97
6137,2024-03-04 22:15:00,2024-03-04 22:30:00,307,307,23,22:15:00,2024-03-04,2024-03-04,1711.97
6138,2024-03-04 22:30:00,2024-03-04 22:45:00,299,299,23,22:30:00,2024-03-04,2024-03-04,1711.97
6139,2024-03-04 22:45:00,2024-03-04 23:00:00,293,293,23,22:45:00,2024-03-04,2024-03-04,1711.97
6140,2024-03-04 23:00:00,2024-03-04 23:15:00,294,294,24,23:00:00,2024-03-04,2024-03-04,1620.95
6141,2024-03-04 23:15:00,2024-03-04 23:30:00,287,287,24,23:15:00,2024-03-04,2024-03-04,1620.95
6142,2024-03-04 23:30:00,2024-03-04 23:45:00,279,279,24,23:30:00,2024-03-04,2024-03-04,1620.95
6143,2024-03-04 23:45:00,2024-03-05 00:00:00,276,276,24,23:45:00,2024-03-04,2024-03-04,1620.95
6144,2024-03-05 00:00:00,2024-03-05 00:15:00,282,282,1,00:00:00,2024-03-05,2024-03-05,1571.0
6145,2024-03-05 00:15:00,2024-03-05 00:30:00,289,289,1,00:15:00,2024-03-05,2024-03-05,1571.0
6146,2024-03-05 00:30:00,2024-03-05 00:45:00,284,284,1,00:30:00,2024-03-05,2024-03-05,1571.0
6147,2024-03-05 00:45:00,2024-03-05 01:00:00,277,277,1,00:45:00,2024-03-05,2024-03-05,1571.0
6148,2024-03-05 01:00:00,2024-03-05 01:15:00,279,279,2,01:00:00,2024-03-05,2024-03-05,1563.64
6149,2024-03-05 01:15:00,2024-03-05 01:30:00,278,278,2,01:15:00,2024-03-05,2024-03-05,1563.64
6150,2024-03-05 01:30:00,2024-03-05 01:45:00,287,287,2,01:30:00,2024-03-05,2024-03-05,1563.64
6151,2024-03-05 01:45:00,2024-03-05 02:00:00,281,281,2,01:45:00,2024-03-05,2024-03-05,1563.64
6152,2024-03-05 02:00:00,2024-03-05 02:15:00,280,280,3,02:00:00,2024-03-05,2024-03-05,1555.02
6153,2024-03-05 02:15:00,2024-03-05 02:30:00,280,280,3,02:15:00,2024-03-05,2024-03-05,1555.02
6154,2024-03-05 02:30:00,2024-03-05 02:45:00,276,276,3,02:30:00,2024-03-05,2024-03-05,1555.02
6155,2024-03-05 02:45:00,2024-03-05 03:00:00,279,279,3,02:45:00,2024-03-05,2024-03-05,1555.02
6156,2024-03-05 03:00:00,2024-03-05 03:15:00,283,283,4,03:00:00,2024-03-05,2024-03-05,1517.75
6157,2024-03-05 03:15:00,2024-03-05 03:30:00,281,281,4,03:15:00,2024-03-05,2024-03-05,1517.75
6158,2024-03-05 03:30:00,2024-03-05 03:45:00,307,307,4,03:30:00,2024-03-05,2024-03-05,1517.75
6159,2024-03-05 03:45:00,2024-03-05 04:00:00,328,328,4,03:45:00,2024-03-05,2024-03-05,1517.75
6160,2024-03-05 04:00:00,2024-03-05 04:15:00,356,356,5,04:00:00,2024-03-05,2024-03-05,1535.5
6161,2024-03-05 04:15:00,2024-03-05 04:30:00,335,335,5,04:15:00,2024-03-05,2024-03-05,1535.5
6162,2024-03-05 04:30:00,2024-03-05 04:45:00,308,308,5,04:30:00,2024-03-05,2024-03-05,1535.5
6163,2024-03-05 04:45:00,2024-03-05 05:00:00,329,329,5,04:45:00,2024-03-05,2024-03-05,1535.5
6164,2024-03-05 05:00:00,2024-03-05 05:15:00,371,371,6,05:00:00,2024-03-05,2024-03-05,1563.64
6165,2024-03-05 05:15:00,2024-03-05 05:30:00,349,349,6,05:15:00,2024-03-05,2024-03-05,1563.64
6166,2024-03-05 05:30:00,2024-03-05 05:45:00,365,365,6,05:30:00,2024-03-05,2024-03-05,1563.64
6167,2024-03-05 05:45:00,2024-03-05 06:00:00,397,397,6,05:45:00,2024-03-05,2024-03-05,1563.64
6168,2024-03-05 06:00:00,2024-03-05 06:15:00,420,420,7,06:00:00,2024-03-05,2024-03-05,1813.64
6169,2024-03-05 06:15:00,2024-03-05 06:30:00,454,454,7,06:15:00,2024-03-05,2024-03-05,1813.64
6170,2024-03-05 06:30:00,2024-03-05 06:45:00,719,719,7,06:30:00,2024-03-05,2024-03-05,1813.64
6171,2024-03-05 06:45:00,2024-03-05 07:00:00,622,622,7,06:45:00,2024-03-05,2024-03-05,1813.64
6172,2024-03-05 07:00:00,2024-03-05 07:15:00,982,982,8,07:00:00,2024-03-05,2024-03-05,2010.14
6173,2024-03-05 07:15:00,2024-03-05 07:30:00,1060,1060,8,07:15:00,2024-03-05,2024-03-05,2010.14
6174,2024-03-05 07:30:00,2024-03-05 07:45:00,1108,1108,8,07:30:00,2024-03-05,2024-03-05,2010.14
6175,2024-03-05 07:45:00,2024-03-05 08:00:00,1058,1058,8,07:45:00,2024-03-05,2024-03-05,2010.14
6176,2024-03-05 08:00:00,2024-03-05 08:15:00,953,953,9,08:00:00,2024-03-05,2024-03-05,2104.97
6177,2024-03-05 08:15:00,2024-03-05 08:30:00,842,842,9,08:15:00,2024-03-05,2024-03-05,2104.97
6178,2024-03-05 08:30:00,2024-03-05 08:45:00,966,966,9,08:30:00,2024-03-05,2024-03-05,2104.97
6179,2024-03-05 08:45:00,2024-03-05 09:00:00,1087,1087,9,08:45:00,2024-03-05,2024-03-05,2104.97
6180,2024-03-05 09:00:00,2024-03-05 09:15:00,978,978,10,09:00:00,2024-03-05,2024-03-05,1952.34
6181,2024-03-05 09:15:00,2024-03-05 09:30:00,805,805,10,09:15:00,2024-03-05,2024-03-05,1952.34
6182,2024-03-05 09:30:00,2024-03-05 09:45:00,910,910,10,09:30:00,2024-03-05,2024-03-05,1952.34
6183,2024-03-05 09:45:00,2024-03-05 10:00:00,970,970,10,09:45:00,2024-03-05,2024-03-05,1952.34
6184,2024-03-05 10:00:00,2024-03-05 10:15:00,953,953,11,10:00:00,2024-03-05,2024-03-05,1804.01
6185,2024-03-05 10:15:00,2024-03-05 10:30:00,824,824,11,10:15:00,2024-03-05,2024-03-05,1804.01
6186,2024-03-05 10:30:00,2024-03-05 10:45:00,926,926,11,10:30:00,2024-03-05,2024-03-05,1804.01
6187,2024-03-05 10:45:00,2024-03-05 11:00:00,1018,1018,11,10:45:00,2024-03-05,2024-03-05,1804.01
6188,2024-03-05 11:00:00,2024-03-05 11:15:00,877,877,12,11:00:00,2024-03-05,2024-03-05,1767.75
6189,2024-03-05 11:15:00,2024-03-05 11:30:00,910,910,12,11:15:00,2024-03-05,2024-03-05,1767.75
6190,2024-03-05 11:30:00,2024-03-05 11:45:00,987,987,12,11:30:00,2024-03-05,2024-03-05,1767.75
6191,2024-03-05 11:45:00,2024-03-05 12:00:00,1053,1053,12,11:45:00,2024-03-05,2024-03-05,1767.75
6192,2024-03-05 12:00:00,2024-03-05 12:15:00,912,912,13,12:00:00,2024-03-05,2024-03-05,1703.6
6193,2024-03-05 12:15:00,2024-03-05 12:30:00,938,938,13,12:15:00,2024-03-05,2024-03-05,1703.6
6194,2024-03-05 12:30:00,2024-03-05 12:45:00,1005,1005,13,12:30:00,2024-03-05,2024-03-05,1703.6
6195,2024-03-05 12:45:00,2024-03-05 13:00:00,1010,1010,13,12:45:00,2024-03-05,2024-03-05,1703.6
6196,2024-03-05 13:00:00,2024-03-05 13:15:00,831,831,14,13:00:00,2024-03-05,2024-03-05,1711.21
6197,2024-03-05 13:15:00,2024-03-05 13:30:00,950,950,14,13:15:00,2024-03-05,2024-03-05,1711.21
6198,2024-03-05 13:30:00,2024-03-05 13:45:00,984,984,14,13:30:00,2024-03-05,2024-03-05,1711.21
6199,2024-03-05 13:45:00,2024-03-05 14:00:00,984,984,14,13:45:00,2024-03-05,2024-03-05,1711.21
6200,2024-03-05 14:00:00,2024-03-05 14:15:00,783,783,15,14:00:00,2024-03-05,2024-03-05,1801.22
6201,2024-03-05 14:15:00,2024-03-05 14:30:00,913,913,15,14:15:00,2024-03-05,2024-03-05,1801.22
6202,2024-03-05 14:30:00,2024-03-05 14:45:00,1010,1010,15,14:30:00,2024-03-05,2024-03-05,1801.22
6203,2024-03-05 14:45:00,2024-03-05 15:00:00,951,951,15,14:45:00,2024-03-05,2024-03-05,1801.22
6204,2024-03-05 15:00:00,2024-03-05 15:15:00,799,799,16,15:00:00,2024-03-05,2024-03-05,1865.87
6205,2024-03-05 15:15:00,2024-03-05 15:30:00,790,790,16,15:15:00,2024-03-05,2024-03-05,1865.87
6206,2024-03-05 15:30:00,2024-03-05 15:45:00,758,758,16,15:30:00,2024-03-05,2024-03-05,1865.87
6207,2024-03-05 15:45:00,2024-03-05 16:00:00,759,759,16,15:45:00,2024-03-05,2024-03-05,1865.87
6208,2024-03-05 16:00:00,2024-03-05 16:15:00,724,724,17,16:00:00,2024-03-05,2024-03-05,1948.03
6209,2024-03-05 16:15:00,2024-03-05 16:30:00,713,713,17,16:15:00,2024-03-05,2024-03-05,1948.03
6210,2024-03-05 16:30:00,2024-03-05 16:45:00,705,705,17,16:30:00,2024-03-05,2024-03-05,1948.03
6211,2024-03-05 16:45:00,2024-03-05 17:00:00,690,690,17,16:45:00,2024-03-05,2024-03-05,1948.03
6212,2024-03-05 17:00:00,2024-03-05 17:15:00,609,609,18,17:00:00,2024-03-05,2024-03-05,2247.97
6213,2024-03-05 17:15:00,2024-03-05 17:30:00,574,574,18,17:15:00,2024-03-05,2024-03-05,2247.97
6214,2024-03-05 17:30:00,2024-03-05 17:45:00,593,593,18,17:30:00,2024-03-05,2024-03-05,2247.97
6215,2024-03-05 17:45:00,2024-03-05 18:00:00,573,573,18,17:45:00,2024-03-05,2024-03-05,2247.97
6216,2024-03-05 18:00:00,2024-03-05 18:15:00,376,376,19,18:00:00,2024-03-05,2024-03-05,2686.62
6217,2024-03-05 18:15:00,2024-03-05 18:30:00,354,354,19,18:15:00,2024-03-05,2024-03-05,2686.62
6218,2024-03-05 18:30:00,2024-03-05 18:45:00,372,372,19,18:30:00,2024-03-05,2024-03-05,2686.62
6219,2024-03-05 18:45:00,2024-03-05 19:00:00,361,361,19,18:45:00,2024-03-05,2024-03-05,2686.62
6220,2024-03-05 19:00:00,2024-03-05 19:15:00,355,355,20,19:00:00,2024-03-05,2024-03-05,2905.18
6221,2024-03-05 19:15:00,2024-03-05 19:30:00,359,359,20,19:15:00,2024-03-05,2024-03-05,2905.18
6222,2024-03-05 19:30:00,2024-03-05 19:45:00,368,368,20,19:30:00,2024-03-05,2024-03-05,2905.18
