index,Interval_Start,Interval_End,Consumption_kW,Consumption_kWh,Hour,Time,Date,Adjusted_Consumption_kWh,Day,Price (Kč/MWh),Price_kWh,Cost (Kč),Month
0,2024-01-01 00:00:00,2024-01-01 00:15:00,242,242,1,00:00:00,2024-01-01,60.5,2024-01-01,2.47,0.0024700000000000004,0.59774,2024-01
1,2024-01-01 00:15:00,2024-01-01 00:30:00,254,254,1,00:15:00,2024-01-01,63.5,2024-01-01,2.47,0.0024700000000000004,0.62738,2024-01
2,2024-01-01 00:30:00,2024-01-01 00:45:00,252,252,1,00:30:00,2024-01-01,63.0,2024-01-01,2.47,0.0024700000000000004,0.6224400000000001,2024-01
3,2024-01-01 00:45:00,2024-01-01 01:00:00,251,251,1,00:45:00,2024-01-01,62.75,2024-01-01,2.47,0.0024700000000000004,0.6199700000000001,2024-01
4,2024-01-01 01:00:00,2024-01-01 01:15:00,243,243,2,01:00:00,2024-01-01,60.75,2024-01-01,0.25,0.00025,0.06075,2024-01
5,2024-01-01 01:15:00,2024-01-01 01:30:00,242,242,2,01:15:00,2024-01-01,60.5,2024-01-01,0.25,0.00025,0.0605,2024-01
6,2024-01-01 01:30:00,2024-01-01 01:45:00,251,251,2,01:30:00,2024-01-01,62.75,2024-01-01,0.25,0.00025,0.06275,2024-01
7,2024-01-01 01:45:00,2024-01-01 02:00:00,255,255,2,01:45:00,2024-01-01,63.75,2024-01-01,0.25,0.00025,0.06375,2024-01
8,2024-01-01 02:00:00,2024-01-01 02:15:00,243,243,3,02:00:00,2024-01-01,60.75,2024-01-01,0.5,0.0005,0.1215,2024-01
9,2024-01-01 02:15:00,2024-01-01 02:30:00,244,244,3,02:15:00,2024-01-01,61.0,2024-01-01,0.5,0.0005,0.122,2024-01
10,2024-01-01 02:30:00,2024-01-01 02:45:00,247,247,3,02:30:00,2024-01-01,61.75,2024-01-01,0.5,0.0005,0.1235,2024-01
11,2024-01-01 02:45:00,2024-01-01 03:00:00,253,253,3,02:45:00,2024-01-01,63.25,2024-01-01,0.5,0.0005,0.1265,2024-01
12,2024-01-01 03:00:00,2024-01-01 03:15:00,254,254,4,03:00:00,2024-01-01,63.5,2024-01-01,0.0,0.0,0.0,2024-01
13,2024-01-01 03:15:00,2024-01-01 03:30:00,247,247,4,03:15:00,2024-01-01,61.75,2024-01-01,0.0,0.0,0.0,2024-01
14,2024-01-01 03:30:00,2024-01-01 03:45:00,245,245,4,03:30:00,2024-01-01,61.25,2024-01-01,0.0,0.0,0.0,2024-01
15,2024-01-01 03:45:00,2024-01-01 04:00:00,249,249,4,03:45:00,2024-01-01,62.25,2024-01-01,0.0,0.0,0.0,2024-01
16,2024-01-01 04:00:00,2024-01-01 04:15:00,254,254,5,04:00:00,2024-01-01,63.5,2024-01-01,-0.25,-0.00025,-0.0635,2024-01
17,2024-01-01 04:15:00,2024-01-01 04:30:00,254,254,5,04:15:00,2024-01-01,63.5,2024-01-01,-0.25,-0.00025,-0.0635,2024-01
18,2024-01-01 04:30:00,2024-01-01 04:45:00,245,245,5,04:30:00,2024-01-01,61.25,2024-01-01,-0.25,-0.00025,-0.06125,2024-01
19,2024-01-01 04:45:00,2024-01-01 05:00:00,255,255,5,04:45:00,2024-01-01,63.75,2024-01-01,-0.25,-0.00025,-0.06375,2024-01
20,2024-01-01 05:00:00,2024-01-01 05:15:00,269,269,6,05:00:00,2024-01-01,67.25,2024-01-01,-0.25,-0.00025,-0.06725,2024-01
21,2024-01-01 05:15:00,2024-01-01 05:30:00,270,270,6,05:15:00,2024-01-01,67.5,2024-01-01,-0.25,-0.00025,-0.0675,2024-01
22,2024-01-01 05:30:00,2024-01-01 05:45:00,273,273,6,05:30:00,2024-01-01,68.25,2024-01-01,-0.25,-0.00025,-0.06825,2024-01
23,2024-01-01 05:45:00,2024-01-01 06:00:00,274,274,6,05:45:00,2024-01-01,68.5,2024-01-01,-0.25,-0.00025,-0.0685,2024-01
24,2024-01-01 06:00:00,2024-01-01 06:15:00,285,285,7,06:00:00,2024-01-01,71.25,2024-01-01,0.0,0.0,0.0,2024-01
25,2024-01-01 06:15:00,2024-01-01 06:30:00,287,287,7,06:15:00,2024-01-01,71.75,2024-01-01,0.0,0.0,0.0,2024-01
26,2024-01-01 06:30:00,2024-01-01 06:45:00,299,299,7,06:30:00,2024-01-01,74.75,2024-01-01,0.0,0.0,0.0,2024-01
27,2024-01-01 06:45:00,2024-01-01 07:00:00,305,305,7,06:45:00,2024-01-01,76.25,2024-01-01,0.0,0.0,0.0,2024-01
28,2024-01-01 07:00:00,2024-01-01 07:15:00,322,322,8,07:00:00,2024-01-01,80.5,2024-01-01,0.0,0.0,0.0,2024-01
29,2024-01-01 07:15:00,2024-01-01 07:30:00,314,314,8,07:15:00,2024-01-01,78.5,2024-01-01,0.0,0.0,0.0,2024-01
30,2024-01-01 07:30:00,2024-01-01 07:45:00,310,310,8,07:30:00,2024-01-01,77.5,2024-01-01,0.0,0.0,0.0,2024-01
31,2024-01-01 07:45:00,2024-01-01 08:00:00,315,315,8,07:45:00,2024-01-01,78.75,2024-01-01,0.0,0.0,0.0,2024-01
32,2024-01-01 08:00:00,2024-01-01 08:15:00,311,311,9,08:00:00,2024-01-01,77.75,2024-01-01,0.0,0.0,0.0,2024-01
33,2024-01-01 08:15:00,2024-01-01 08:30:00,306,306,9,08:15:00,2024-01-01,76.5,2024-01-01,0.0,0.0,0.0,2024-01
34,2024-01-01 08:30:00,2024-01-01 08:45:00,302,302,9,08:30:00,2024-01-01,75.5,2024-01-01,0.0,0.0,0.0,2024-01
35,2024-01-01 08:45:00,2024-01-01 09:00:00,308,308,9,08:45:00,2024-01-01,77.0,2024-01-01,0.0,0.0,0.0,2024-01
36,2024-01-01 09:00:00,2024-01-01 09:15:00,277,277,10,09:00:00,2024-01-01,69.25,2024-01-01,0.99,0.00099,0.27423,2024-01
37,2024-01-01 09:15:00,2024-01-01 09:30:00,278,278,10,09:15:00,2024-01-01,69.5,2024-01-01,0.99,0.00099,0.27522,2024-01
38,2024-01-01 09:30:00,2024-01-01 09:45:00,285,285,10,09:30:00,2024-01-01,71.25,2024-01-01,0.99,0.00099,0.28215,2024-01
39,2024-01-01 09:45:00,2024-01-01 10:00:00,279,279,10,09:45:00,2024-01-01,69.75,2024-01-01,0.99,0.00099,0.27621,2024-01
40,2024-01-01 10:00:00,2024-01-01 10:15:00,273,273,11,10:00:00,2024-01-01,68.25,2024-01-01,1.48,0.00148,0.40404,2024-01
41,2024-01-01 10:15:00,2024-01-01 10:30:00,275,275,11,10:15:00,2024-01-01,68.75,2024-01-01,1.48,0.00148,0.407,2024-01
42,2024-01-01 10:30:00,2024-01-01 10:45:00,273,273,11,10:30:00,2024-01-01,68.25,2024-01-01,1.48,0.00148,0.40404,2024-01
43,2024-01-01 10:45:00,2024-01-01 11:00:00,287,287,11,10:45:00,2024-01-01,71.75,2024-01-01,1.48,0.00148,0.42475999999999997,2024-01
44,2024-01-01 11:00:00,2024-01-01 11:15:00,275,275,12,11:00:00,2024-01-01,68.75,2024-01-01,13.35,0.013349999999999999,3.6712499999999997,2024-01
45,2024-01-01 11:15:00,2024-01-01 11:30:00,270,270,12,11:15:00,2024-01-01,67.5,2024-01-01,13.35,0.013349999999999999,3.6045,2024-01
46,2024-01-01 11:30:00,2024-01-01 11:45:00,271,271,12,11:30:00,2024-01-01,67.75,2024-01-01,13.35,0.013349999999999999,3.61785,2024-01
47,2024-01-01 11:45:00,2024-01-01 12:00:00,278,278,12,11:45:00,2024-01-01,69.5,2024-01-01,13.35,0.013349999999999999,3.7112999999999996,2024-01
48,2024-01-01 12:00:00,2024-01-01 12:15:00,277,277,13,12:00:00,2024-01-01,69.25,2024-01-01,55.38,0.055380000000000006,15.34026,2024-01
49,2024-01-01 12:15:00,2024-01-01 12:30:00,280,280,13,12:15:00,2024-01-01,70.0,2024-01-01,55.38,0.055380000000000006,15.506400000000001,2024-01
50,2024-01-01 12:30:00,2024-01-01 12:45:00,274,274,13,12:30:00,2024-01-01,68.5,2024-01-01,55.38,0.055380000000000006,15.174120000000002,2024-01
51,2024-01-01 12:45:00,2024-01-01 13:00:00,271,271,13,12:45:00,2024-01-01,67.75,2024-01-01,55.38,0.055380000000000006,15.007980000000002,2024-01
52,2024-01-01 13:00:00,2024-01-01 13:15:00,278,278,14,13:00:00,2024-01-01,69.5,2024-01-01,62.55,0.06255,17.3889,2024-01
53,2024-01-01 13:15:00,2024-01-01 13:30:00,277,277,14,13:15:00,2024-01-01,69.25,2024-01-01,62.55,0.06255,17.326349999999998,2024-01
54,2024-01-01 13:30:00,2024-01-01 13:45:00,273,273,14,13:30:00,2024-01-01,68.25,2024-01-01,62.55,0.06255,17.07615,2024-01
55,2024-01-01 13:45:00,2024-01-01 14:00:00,277,277,14,13:45:00,2024-01-01,69.25,2024-01-01,62.55,0.06255,17.326349999999998,2024-01
56,2024-01-01 14:00:00,2024-01-01 14:15:00,269,269,15,14:00:00,2024-01-01,67.25,2024-01-01,120.91,0.12090999999999999,32.524789999999996,2024-01
57,2024-01-01 14:15:00,2024-01-01 14:30:00,277,277,15,14:15:00,2024-01-01,69.25,2024-01-01,120.91,0.12090999999999999,33.49207,2024-01
58,2024-01-01 14:30:00,2024-01-01 14:45:00,282,282,15,14:30:00,2024-01-01,70.5,2024-01-01,120.91,0.12090999999999999,34.096619999999994,2024-01
59,2024-01-01 14:45:00,2024-01-01 15:00:00,282,282,15,14:45:00,2024-01-01,70.5,2024-01-01,120.91,0.12090999999999999,34.096619999999994,2024-01
60,2024-01-01 15:00:00,2024-01-01 15:15:00,307,307,16,15:00:00,2024-01-01,76.75,2024-01-01,594.39,0.59439,182.47772999999998,2024-01
61,2024-01-01 15:15:00,2024-01-01 15:30:00,309,309,16,15:15:00,2024-01-01,77.25,2024-01-01,594.39,0.59439,183.66651,2024-01
62,2024-01-01 15:30:00,2024-01-01 15:45:00,313,313,16,15:30:00,2024-01-01,78.25,2024-01-01,594.39,0.59439,186.04407,2024-01
63,2024-01-01 15:45:00,2024-01-01 16:00:00,313,313,16,15:45:00,2024-01-01,78.25,2024-01-01,594.39,0.59439,186.04407,2024-01
64,2024-01-01 16:00:00,2024-01-01 16:15:00,272,272,17,16:00:00,2024-01-01,68.0,2024-01-01,1217.95,1.21795,331.28240000000005,2024-01
65,2024-01-01 16:15:00,2024-01-01 16:30:00,269,269,17,16:15:00,2024-01-01,67.25,2024-01-01,1217.95,1.21795,327.62855,2024-01
66,2024-01-01 16:30:00,2024-01-01 16:45:00,263,263,17,16:30:00,2024-01-01,65.75,2024-01-01,1217.95,1.21795,320.32085,2024-01
67,2024-01-01 16:45:00,2024-01-01 17:00:00,273,273,17,16:45:00,2024-01-01,68.25,2024-01-01,1217.95,1.21795,332.50035,2024-01
68,2024-01-01 17:00:00,2024-01-01 17:15:00,270,270,18,17:00:00,2024-01-01,67.5,2024-01-01,1414.52,1.41452,381.9204,2024-01
69,2024-01-01 17:15:00,2024-01-01 17:30:00,270,270,18,17:15:00,2024-01-01,67.5,2024-01-01,1414.52,1.41452,381.9204,2024-01
70,2024-01-01 17:30:00,2024-01-01 17:45:00,267,267,18,17:30:00,2024-01-01,66.75,2024-01-01,1414.52,1.41452,377.67684,2024-01
71,2024-01-01 17:45:00,2024-01-01 18:00:00,271,271,18,17:45:00,2024-01-01,67.75,2024-01-01,1414.52,1.41452,383.33492,2024-01
72,2024-01-01 18:00:00,2024-01-01 18:15:00,246,246,19,18:00:00,2024-01-01,61.5,2024-01-01,1479.79,1.47979,364.02833999999996,2024-01
73,2024-01-01 18:15:00,2024-01-01 18:30:00,247,247,19,18:15:00,2024-01-01,61.75,2024-01-01,1479.79,1.47979,365.50813,2024-01
74,2024-01-01 18:30:00,2024-01-01 18:45:00,245,245,19,18:30:00,2024-01-01,61.25,2024-01-01,1479.79,1.47979,362.54855,2024-01
75,2024-01-01 18:45:00,2024-01-01 19:00:00,252,252,19,18:45:00,2024-01-01,63.0,2024-01-01,1479.79,1.47979,372.90708,2024-01
76,2024-01-01 19:00:00,2024-01-01 19:15:00,250,250,20,19:00:00,2024-01-01,62.5,2024-01-01,1353.94,1.3539400000000001,338.485,2024-01
77,2024-01-01 19:15:00,2024-01-01 19:30:00,246,246,20,19:15:00,2024-01-01,61.5,2024-01-01,1353.94,1.3539400000000001,333.06924000000004,2024-01
78,2024-01-01 19:30:00,2024-01-01 19:45:00,251,251,20,19:30:00,2024-01-01,62.75,2024-01-01,1353.94,1.3539400000000001,339.83894000000004,2024-01
79,2024-01-01 19:45:00,2024-01-01 20:00:00,255,255,20,19:45:00,2024-01-01,63.75,2024-01-01,1353.94,1.3539400000000001,345.2547,2024-01
80,2024-01-01 20:00:00,2024-01-01 20:15:00,252,252,21,20:00:00,2024-01-01,63.0,2024-01-01,1196.94,1.1969400000000001,301.62888000000004,2024-01
81,2024-01-01 20:15:00,2024-01-01 20:30:00,249,249,21,20:15:00,2024-01-01,62.25,2024-01-01,1196.94,1.1969400000000001,298.03806000000003,2024-01
82,2024-01-01 20:30:00,2024-01-01 20:45:00,247,247,21,20:30:00,2024-01-01,61.75,2024-01-01,1196.94,1.1969400000000001,295.64418,2024-01
83,2024-01-01 20:45:00,2024-01-01 21:00:00,251,251,21,20:45:00,2024-01-01,62.75,2024-01-01,1196.94,1.1969400000000001,300.43194000000005,2024-01
84,2024-01-01 21:00:00,2024-01-01 21:15:00,251,251,22,21:00:00,2024-01-01,62.75,2024-01-01,1045.13,1.0451300000000001,262.32763000000006,2024-01
85,2024-01-01 21:15:00,2024-01-01 21:30:00,251,251,22,21:15:00,2024-01-01,62.75,2024-01-01,1045.13,1.0451300000000001,262.32763000000006,2024-01
86,2024-01-01 21:30:00,2024-01-01 21:45:00,251,251,22,21:30:00,2024-01-01,62.75,2024-01-01,1045.13,1.0451300000000001,262.32763000000006,2024-01
87,2024-01-01 21:45:00,2024-01-01 22:00:00,255,255,22,21:45:00,2024-01-01,63.75,2024-01-01,1045.13,1.0451300000000001,266.50815000000006,2024-01
88,2024-01-01 22:00:00,2024-01-01 22:15:00,247,247,23,22:00:00,2024-01-01,61.75,2024-01-01,1145.26,1.14526,282.87922,2024-01
89,2024-01-01 22:15:00,2024-01-01 22:30:00,251,251,23,22:15:00,2024-01-01,62.75,2024-01-01,1145.26,1.14526,287.46026,2024-01
90,2024-01-01 22:30:00,2024-01-01 22:45:00,244,244,23,22:30:00,2024-01-01,61.0,2024-01-01,1145.26,1.14526,279.44344,2024-01
91,2024-01-01 22:45:00,2024-01-01 23:00:00,251,251,23,22:45:00,2024-01-01,62.75,2024-01-01,1145.26,1.14526,287.46026,2024-01
92,2024-01-01 23:00:00,2024-01-01 23:15:00,253,253,24,23:00:00,2024-01-01,63.25,2024-01-01,878.97,0.87897,222.37941,2024-01
93,2024-01-01 23:15:00,2024-01-01 23:30:00,246,246,24,23:15:00,2024-01-01,61.5,2024-01-01,878.97,0.87897,216.22662,2024-01
94,2024-01-01 23:30:00,2024-01-01 23:45:00,251,251,24,23:30:00,2024-01-01,62.75,2024-01-01,878.97,0.87897,220.62147000000002,2024-01
95,2024-01-01 23:45:00,2024-01-02 00:00:00,249,249,24,23:45:00,2024-01-01,62.25,2024-01-01,878.97,0.87897,218.86353,2024-01
96,2024-01-02 00:00:00,2024-01-02 00:15:00,249,249,1,00:00:00,2024-01-02,62.25,2024-01-02,742.28,0.7422799999999999,184.82771999999997,2024-01
97,2024-01-02 00:15:00,2024-01-02 00:30:00,248,248,1,00:15:00,2024-01-02,62.0,2024-01-02,742.28,0.7422799999999999,184.08543999999998,2024-01
98,2024-01-02 00:30:00,2024-01-02 00:45:00,249,249,1,00:30:00,2024-01-02,62.25,2024-01-02,742.28,0.7422799999999999,184.82771999999997,2024-01
99,2024-01-02 00:45:00,2024-01-02 01:00:00,253,253,1,00:45:00,2024-01-02,63.25,2024-01-02,742.28,0.7422799999999999,187.79683999999997,2024-01
100,2024-01-02 01:00:00,2024-01-02 01:15:00,243,243,2,01:00:00,2024-01-02,60.75,2024-01-02,490.99,0.49099,119.31057,2024-01
101,2024-01-02 01:15:00,2024-01-02 01:30:00,250,250,2,01:15:00,2024-01-02,62.5,2024-01-02,490.99,0.49099,122.7475,2024-01
102,2024-01-02 01:30:00,2024-01-02 01:45:00,246,246,2,01:30:00,2024-01-02,61.5,2024-01-02,490.99,0.49099,120.78354,2024-01
103,2024-01-02 01:45:00,2024-01-02 02:00:00,252,252,2,01:45:00,2024-01-02,63.0,2024-01-02,490.99,0.49099,123.72948,2024-01
104,2024-01-02 02:00:00,2024-01-02 02:15:00,250,250,3,02:00:00,2024-01-02,62.5,2024-01-02,730.68,0.73068,182.67,2024-01
105,2024-01-02 02:15:00,2024-01-02 02:30:00,245,245,3,02:15:00,2024-01-02,61.25,2024-01-02,730.68,0.73068,179.0166,2024-01
106,2024-01-02 02:30:00,2024-01-02 02:45:00,244,244,3,02:30:00,2024-01-02,61.0,2024-01-02,730.68,0.73068,178.28592,2024-01
107,2024-01-02 02:45:00,2024-01-02 03:00:00,254,254,3,02:45:00,2024-01-02,63.5,2024-01-02,730.68,0.73068,185.59271999999999,2024-01
108,2024-01-02 03:00:00,2024-01-02 03:15:00,251,251,4,03:00:00,2024-01-02,62.75,2024-01-02,432.98,0.43298000000000003,108.67798,2024-01
109,2024-01-02 03:15:00,2024-01-02 03:30:00,267,267,4,03:15:00,2024-01-02,66.75,2024-01-02,432.98,0.43298000000000003,115.60566000000001,2024-01
110,2024-01-02 03:30:00,2024-01-02 03:45:00,285,285,4,03:30:00,2024-01-02,71.25,2024-01-02,432.98,0.43298000000000003,123.39930000000001,2024-01
111,2024-01-02 03:45:00,2024-01-02 04:00:00,286,286,4,03:45:00,2024-01-02,71.5,2024-01-02,432.98,0.43298000000000003,123.83228000000001,2024-01
112,2024-01-02 04:00:00,2024-01-02 04:15:00,296,296,5,04:00:00,2024-01-02,74.0,2024-01-02,260.43,0.26043,77.08727999999999,2024-01
113,2024-01-02 04:15:00,2024-01-02 04:30:00,286,286,5,04:15:00,2024-01-02,71.5,2024-01-02,260.43,0.26043,74.48298,2024-01
114,2024-01-02 04:30:00,2024-01-02 04:45:00,292,292,5,04:30:00,2024-01-02,73.0,2024-01-02,260.43,0.26043,76.04556,2024-01
115,2024-01-02 04:45:00,2024-01-02 05:00:00,282,282,5,04:45:00,2024-01-02,70.5,2024-01-02,260.43,0.26043,73.44126,2024-01
116,2024-01-02 05:00:00,2024-01-02 05:15:00,362,362,6,05:00:00,2024-01-02,90.5,2024-01-02,696.61,0.6966100000000001,252.17282000000003,2024-01
117,2024-01-02 05:15:00,2024-01-02 05:30:00,322,322,6,05:15:00,2024-01-02,80.5,2024-01-02,696.61,0.6966100000000001,224.30842,2024-01
118,2024-01-02 05:30:00,2024-01-02 05:45:00,360,360,6,05:30:00,2024-01-02,90.0,2024-01-02,696.61,0.6966100000000001,250.77960000000002,2024-01
119,2024-01-02 05:45:00,2024-01-02 06:00:00,347,347,6,05:45:00,2024-01-02,86.75,2024-01-02,696.61,0.6966100000000001,241.72367000000003,2024-01
120,2024-01-02 06:00:00,2024-01-02 06:15:00,380,380,7,06:00:00,2024-01-02,95.0,2024-01-02,1163.4,1.1634,442.092,2024-01
121,2024-01-02 06:15:00,2024-01-02 06:30:00,403,403,7,06:15:00,2024-01-02,100.75,2024-01-02,1163.4,1.1634,468.8502,2024-01
122,2024-01-02 06:30:00,2024-01-02 06:45:00,420,420,7,06:30:00,2024-01-02,105.0,2024-01-02,1163.4,1.1634,488.628,2024-01
123,2024-01-02 06:45:00,2024-01-02 07:00:00,649,649,7,06:45:00,2024-01-02,162.25,2024-01-02,1163.4,1.1634,755.0466,2024-01
124,2024-01-02 07:00:00,2024-01-02 07:15:00,992,992,8,07:00:00,2024-01-02,248.0,2024-01-02,1615.14,1.61514,1602.2188800000001,2024-01
125,2024-01-02 07:15:00,2024-01-02 07:30:00,1098,1098,8,07:15:00,2024-01-02,274.5,2024-01-02,1615.14,1.61514,1773.42372,2024-01
126,2024-01-02 07:30:00,2024-01-02 07:45:00,1180,1180,8,07:30:00,2024-01-02,295.0,2024-01-02,1615.14,1.61514,1905.8652,2024-01
127,2024-01-02 07:45:00,2024-01-02 08:00:00,1144,1144,8,07:45:00,2024-01-02,286.0,2024-01-02,1615.14,1.61514,1847.72016,2024-01
128,2024-01-02 08:00:00,2024-01-02 08:15:00,1017,1017,9,08:00:00,2024-01-02,254.25,2024-01-02,1760.04,1.76004,1789.9606800000001,2024-01
129,2024-01-02 08:15:00,2024-01-02 08:30:00,947,947,9,08:15:00,2024-01-02,236.75,2024-01-02,1760.04,1.76004,1666.7578800000001,2024-01
130,2024-01-02 08:30:00,2024-01-02 08:45:00,846,846,9,08:30:00,2024-01-02,211.5,2024-01-02,1760.04,1.76004,1488.99384,2024-01
131,2024-01-02 08:45:00,2024-01-02 09:00:00,1008,1008,9,08:45:00,2024-01-02,252.0,2024-01-02,1760.04,1.76004,1774.12032,2024-01
132,2024-01-02 09:00:00,2024-01-02 09:15:00,1056,1056,10,09:00:00,2024-01-02,264.0,2024-01-02,1731.9,1.7319,1828.8864,2024-01
133,2024-01-02 09:15:00,2024-01-02 09:30:00,998,998,10,09:15:00,2024-01-02,249.5,2024-01-02,1731.9,1.7319,1728.4362,2024-01
134,2024-01-02 09:30:00,2024-01-02 09:45:00,831,831,10,09:30:00,2024-01-02,207.75,2024-01-02,1731.9,1.7319,1439.2089,2024-01
135,2024-01-02 09:45:00,2024-01-02 10:00:00,786,786,10,09:45:00,2024-01-02,196.5,2024-01-02,1731.9,1.7319,1361.2734,2024-01
136,2024-01-02 10:00:00,2024-01-02 10:15:00,882,882,11,10:00:00,2024-01-02,220.5,2024-01-02,1771.64,1.77164,1562.5864800000002,2024-01
137,2024-01-02 10:15:00,2024-01-02 10:30:00,977,977,11,10:15:00,2024-01-02,244.25,2024-01-02,1771.64,1.77164,1730.89228,2024-01
138,2024-01-02 10:30:00,2024-01-02 10:45:00,834,834,11,10:30:00,2024-01-02,208.5,2024-01-02,1771.64,1.77164,1477.5477600000002,2024-01
139,2024-01-02 10:45:00,2024-01-02 11:00:00,791,791,11,10:45:00,2024-01-02,197.75,2024-01-02,1771.64,1.77164,1401.36724,2024-01
140,2024-01-02 11:00:00,2024-01-02 11:15:00,891,891,12,11:00:00,2024-01-02,222.75,2024-01-02,1859.52,1.85952,1656.83232,2024-01
141,2024-01-02 11:15:00,2024-01-02 11:30:00,926,926,12,11:15:00,2024-01-02,231.5,2024-01-02,1859.52,1.85952,1721.91552,2024-01
142,2024-01-02 11:30:00,2024-01-02 11:45:00,850,850,12,11:30:00,2024-01-02,212.5,2024-01-02,1859.52,1.85952,1580.592,2024-01
143,2024-01-02 11:45:00,2024-01-02 12:00:00,825,825,12,11:45:00,2024-01-02,206.25,2024-01-02,1859.52,1.85952,1534.104,2024-01
144,2024-01-02 12:00:00,2024-01-02 12:15:00,937,937,13,12:00:00,2024-01-02,234.25,2024-01-02,1967.64,1.96764,1843.67868,2024-01
145,2024-01-02 12:15:00,2024-01-02 12:30:00,957,957,13,12:15:00,2024-01-02,239.25,2024-01-02,1967.64,1.96764,1883.03148,2024-01
146,2024-01-02 12:30:00,2024-01-02 12:45:00,868,868,13,12:30:00,2024-01-02,217.0,2024-01-02,1967.64,1.96764,1707.91152,2024-01
147,2024-01-02 12:45:00,2024-01-02 13:00:00,790,790,13,12:45:00,2024-01-02,197.5,2024-01-02,1967.64,1.96764,1554.4356,2024-01
148,2024-01-02 13:00:00,2024-01-02 13:15:00,906,906,14,13:00:00,2024-01-02,226.5,2024-01-02,1989.86,1.98986,1802.81316,2024-01
149,2024-01-02 13:15:00,2024-01-02 13:30:00,901,901,14,13:15:00,2024-01-02,225.25,2024-01-02,1989.86,1.98986,1792.86386,2024-01
150,2024-01-02 13:30:00,2024-01-02 13:45:00,870,870,14,13:30:00,2024-01-02,217.5,2024-01-02,1989.86,1.98986,1731.1782,2024-01
151,2024-01-02 13:45:00,2024-01-02 14:00:00,749,749,14,13:45:00,2024-01-02,187.25,2024-01-02,1989.86,1.98986,1490.40514,2024-01
152,2024-01-02 14:00:00,2024-01-02 14:15:00,848,848,15,14:00:00,2024-01-02,212.0,2024-01-02,2028.61,2.02861,1720.26128,2024-01
153,2024-01-02 14:15:00,2024-01-02 14:30:00,862,862,15,14:15:00,2024-01-02,215.5,2024-01-02,2028.61,2.02861,1748.66182,2024-01
154,2024-01-02 14:30:00,2024-01-02 14:45:00,856,856,15,14:30:00,2024-01-02,214.0,2024-01-02,2028.61,2.02861,1736.49016,2024-01
155,2024-01-02 14:45:00,2024-01-02 15:00:00,745,745,15,14:45:00,2024-01-02,186.25,2024-01-02,2028.61,2.02861,1511.31445,2024-01
156,2024-01-02 15:00:00,2024-01-02 15:15:00,900,900,16,15:00:00,2024-01-02,225.0,2024-01-02,2049.84,2.04984,1844.856,2024-01
157,2024-01-02 15:15:00,2024-01-02 15:30:00,889,889,16,15:15:00,2024-01-02,222.25,2024-01-02,2049.84,2.04984,1822.3077600000001,2024-01
158,2024-01-02 15:30:00,2024-01-02 15:45:00,846,846,16,15:30:00,2024-01-02,211.5,2024-01-02,2049.84,2.04984,1734.1646400000002,2024-01
159,2024-01-02 15:45:00,2024-01-02 16:00:00,736,736,16,15:45:00,2024-01-02,184.0,2024-01-02,2049.84,2.04984,1508.68224,2024-01
160,2024-01-02 16:00:00,2024-01-02 16:15:00,667,667,17,16:00:00,2024-01-02,166.75,2024-01-02,2120.69,2.12069,1414.50023,2024-01
161,2024-01-02 16:15:00,2024-01-02 16:30:00,644,644,17,16:15:00,2024-01-02,161.0,2024-01-02,2120.69,2.12069,1365.7243600000002,2024-01
162,2024-01-02 16:30:00,2024-01-02 16:45:00,636,636,17,16:30:00,2024-01-02,159.0,2024-01-02,2120.69,2.12069,1348.7588400000002,2024-01
163,2024-01-02 16:45:00,2024-01-02 17:00:00,639,639,17,16:45:00,2024-01-02,159.75,2024-01-02,2120.69,2.12069,1355.12091,2024-01
164,2024-01-02 17:00:00,2024-01-02 17:15:00,580,580,18,17:00:00,2024-01-02,145.0,2024-01-02,2075.27,2.07527,1203.6566,2024-01
165,2024-01-02 17:15:00,2024-01-02 17:30:00,535,535,18,17:15:00,2024-01-02,133.75,2024-01-02,2075.27,2.07527,1110.26945,2024-01
166,2024-01-02 17:30:00,2024-01-02 17:45:00,503,503,18,17:30:00,2024-01-02,125.75,2024-01-02,2075.27,2.07527,1043.8608100000001,2024-01
167,2024-01-02 17:45:00,2024-01-02 18:00:00,479,479,18,17:45:00,2024-01-02,119.75,2024-01-02,2075.27,2.07527,994.05433,2024-01
168,2024-01-02 18:00:00,2024-01-02 18:15:00,371,371,19,18:00:00,2024-01-02,92.75,2024-01-02,1928.15,1.92815,715.34365,2024-01
169,2024-01-02 18:15:00,2024-01-02 18:30:00,384,384,19,18:15:00,2024-01-02,96.0,2024-01-02,1928.15,1.92815,740.4096,2024-01
170,2024-01-02 18:30:00,2024-01-02 18:45:00,389,389,19,18:30:00,2024-01-02,97.25,2024-01-02,1928.15,1.92815,750.05035,2024-01
171,2024-01-02 18:45:00,2024-01-02 19:00:00,355,355,19,18:45:00,2024-01-02,88.75,2024-01-02,1928.15,1.92815,684.49325,2024-01
172,2024-01-02 19:00:00,2024-01-02 19:15:00,351,351,20,19:00:00,2024-01-02,87.75,2024-01-02,1698.82,1.69882,596.28582,2024-01
173,2024-01-02 19:15:00,2024-01-02 19:30:00,350,350,20,19:15:00,2024-01-02,87.5,2024-01-02,1698.82,1.69882,594.587,2024-01
174,2024-01-02 19:30:00,2024-01-02 19:45:00,345,345,20,19:30:00,2024-01-02,86.25,2024-01-02,1698.82,1.69882,586.0929,2024-01
